"region","RefSeq_ID","protein_ID","ncbi_func","gene_interval","start_pos","end_pos","no_vars","min_ps","max_ps","no_effects","ave_score","assocs","lines","exps","host"
"pSymA","NP_435775.1","ASP60390.1","PIN domain-containing protein","gene-CDO30_RS18840",170386,170805,1,170755,170755,1,0.2000862,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435777.2","ASP61460.1","LysR family transcriptional regulator","gene-CDO30_RS18825",168900,169745,1,169502,169502,1,0.177422,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435903.2","ASP60273.1","Crp/Fnr family transcriptional regulator","gene-CDO30_RS18145",53343,54023,1,53876,53876,1,0.1818136,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435908.1","ASP60268.1","cbb3-type cytochrome c oxidase subunit FixP","gene-CDO30_RS18120",47663,48532,2,47858,48210,2,0.2444911,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435911.1","ASP60265.1","cytochrome c oxidase subunit 1","gene-CDO30_RS18105",45130,46749,1,45960,45960,3,0.0609135,"chloro1-DZA, nod-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_435918.1","ASP60258.1","cytochrome C","gene-CDO30_RS18070",39171,39872,2,39449,39500,5,0.23177744,"chloro1-DZA, shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435919.1","ASP60257.1","nitrate reductase","gene-CDO30_RS18065",38664,39167,3,38783,38807,7,-0.0118374571428571,"chloro1-DZA, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_435920.1","ASP60256.1","periplasmic nitrate reductase subunit alpha","gene-CDO30_RS18060",36190,38694,4,36813,38689,5,-0.1022578,"chloro1-DZA, nod.weight-DZA, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_435920.1","ASP60256.1","periplasmic nitrate reductase subunit alpha","gene-CDO30_RS18065",36190,38694,1,38691,38691,1,-0.5011536,"fit-A17","A17","6O","A17 only"
"pSymA","NP_435954.2","ASP60220.1","MFS transporter","gene-CDO30_RS17875",4966,6192,1,6163,6163,2,0.2513565,"chloro1-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435955.1","ASP60219.1","P-type DNA transfer ATPase VirB11","gene-CDO30_RS17870",3665,4654,1,4633,4633,1,-0.3087079,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435957.1","ASP60217.1","P-type conjugative transfer protein VirB9","gene-CDO30_RS17860",1618,2472,1,2232,2232,1,-0.3002124,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435959.2","ASP60215.1","hypothetical protein","gene-CDO30_RS17850",628,942,1,797,797,2,0.33373375,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435962.1","ASP61447.1","VirB4 family type IV secretion/conjugal transfer ATPase","gene-CDO30_RS25135",1360009,1362387,1,1360548,1360548,1,0.2818996,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435964.1","ASP61445.1","Type IV secretory pathway AvhB2 protein","gene-CDO30_RS25125",1359371,1359670,1,1359632,1359632,1,-0.1578837,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435968.1","ASP61441.1","hypothetical protein","gene-CDO30_RS25105",1357204,1357455,1,1357271,1357271,1,0.3456982,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435970.1","ASP61439.1","alpha/beta hydrolase","gene-CDO30_RS25095",1355585,1356433,1,1356053,1356053,1,0.3341779,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435971.1","ASP61438.1","MFS transporter","gene-CDO30_RS25090",1353665,1354987,2,1354265,1354495,2,0.13785685,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435975.1","ASP61434.1","hypothetical protein","gene-CDO30_RS25070",1349286,1350482,1,1350125,1350125,1,-0.3018382,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_435977.2","ASP61432.1","ABC transporter substrate-binding protein","gene-CDO30_RS25060",1346876,1348183,1,1347956,1347956,1,0.3487953,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435978.2","ASP61431.1","sugar ABC transporter permease","gene-CDO30_RS25055",1345828,1346733,1,1346695,1346695,2,0.46425555,"chloro1-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_435980.1","ASP61428.1","ABC transporter ATP-binding protein","gene-CDO30_RS25040",1343561,1344670,1,1344530,1344530,1,-0.2213652,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_435981.1","ASP61427.1","ABC transporter ATP-binding protein","gene-CDO30_RS25035",1342485,1343561,2,1343223,1343328,4,0.37157045,"chloro1-DZA, shoot-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_435984.1","ASP61424.1","enolase","gene-CDO30_RS25020",1339473,1340681,1,1340289,1340289,1,-0.2582164,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435985.1","ASP61423.1","sugar phosphate isomerase/epimerase","gene-CDO30_RS25015",1338576,1339463,2,1338728,1338734,3,0.336501166666667,"chloro1-DZA, shoot-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_435987.1","ASP61421.1","DUF1206 domain-containing protein","gene-CDO30_RS25005",1336240,1337088,2,1336426,1336782,2,0.0259639,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435989.2","ASP61420.1","VOC family protein","gene-CDO30_RS25000",1335539,1335913,1,1335634,1335634,1,-0.1687607,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435992.1","ASP61417.1","sugar ABC transporter permease","gene-CDO30_RS24980",1332142,1333230,1,1332392,1332392,1,0.2915292,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435994.1","ASP61414.1","ATP-binding protein","gene-CDO30_RS24965",1329800,1330174,1,1330076,1330076,1,0.3775762,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435999.1","ASP61410.1","ABC transporter permease","gene-CDO30_RS24940",1325232,1326191,1,1326104,1326104,1,0.245919,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_436001.2","ASP61408.1","ABC transporter substrate-binding protein","gene-CDO30_RS24930",1322749,1324233,1,1324164,1324164,1,-0.1684471,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436003.1","ASP61405.1","ABC transporter substrate-binding protein","gene-CDO30_RS24915",1319660,1321135,1,1321054,1321054,1,0.3256754,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436004.1","ASP61404.1","oxidase","gene-CDO30_RS24910",1318201,1319559,2,1319043,1319525,2,0.23305325,"chloro1-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436006.1","ASP61401.1","LysR family transcriptional regulator","gene-CDO30_RS24895",1315714,1316628,2,1316356,1316627,4,0.313212825,"chloro1-DZA, shoot-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_436032.1","ASP61377.1","ABC transporter substrate-binding protein","gene-CDO30_RS24760",1286533,1288041,3,1287102,1287495,3,0.288046466666667,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436033.1","ASP61376.1","5-dehydro-4-deoxyglucarate dehydratase","gene-CDO30_RS24755",1285553,1286458,2,1285619,1286179,2,0.316588,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436035.2","ASP61374.1","hypothetical protein","gene-CDO30_RS24745",1283604,1284476,1,1283730,1283730,1,0.2547588,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436037.1","ASP61371.1","acetyl-CoA acetyltransferase","gene-CDO30_RS24730",1280441,1281631,2,1280875,1281595,3,0.0956303,"shoot-DZA, chloro1-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436038.1","ASP61370.1","3-hydroxyacyl-CoA dehydrogenase","gene-CDO30_RS24725",1279649,1280416,1,1279913,1279913,1,-0.7738079,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436039.2","ASP61529.1","AraC family transcriptional regulator","gene-CDO30_RS24720",1278484,1279527,1,1279207,1279207,1,0.256772,"chloro1-A17","A17","4","A17 only"
"pSymA","NP_436042.1","ASP61367.1","dehydrogenase","gene-CDO30_RS24705",1276486,1277490,1,1276708,1276708,1,0.1985552,"chloro1-A17","A17","4","A17 only"
"pSymA","NP_436045.1","ASP61364.1","ABC transporter permease","gene-CDO30_RS24690",1273569,1274324,1,1273599,1273599,1,0.3321555,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436047.1","ASP61362.1","choline ABC transporter permease","gene-CDO30_RS24680",1271798,1272460,1,1272217,1272217,1,0.2889297,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436049.1","ASP61360.1","aminopeptidase P family protein","gene-CDO30_RS24670",1269663,1270967,1,1269791,1269791,1,-0.294019,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436053.1","ASP61356.1","dehydrogenase","gene-CDO30_RS24650",1263268,1265688,2,1265158,1265452,4,0.3000917,"nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436054.2","ASP61354.1","MFS transporter","gene-CDO30_RS24640",1261571,1262860,2,1261730,1262792,2,-0.0881854,"chloro1-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436056.1","ASP61352.1","oxidoreductase","gene-CDO30_RS24630",1258734,1260977,3,1258982,1260832,4,0.171258825,"nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436058.1","ASP61350.1","LysR family transcriptional regulator","gene-CDO30_RS24620",1257190,1258113,1,1257946,1257946,1,-0.1769443,"nod-A17","A17","4","A17 only"
"pSymA","NP_436059.1","ASP61349.1","hypothetical protein","gene-CDO30_RS24615",1256663,1257103,2,1256865,1257018,2,0.3189517,"shoot-DZA, nod-DZA","DZA","3","DZA only"
"pSymA","NP_436060.1","ASP61348.1","alanine--glyoxylate aminotransferase family protein","gene-CDO30_RS24610",1255122,1256234,1,1255974,1255974,1,0.1623917,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436062.1","ASP61346.1","oxidoreductase","gene-CDO30_RS24600",1252496,1254262,3,1252573,1253571,3,0.0634841,"nod-A17","A17","4","A17 only"
"pSymA","NP_436063.1","ASP61345.1","aromatic ring-hydroxylating dioxygenase subunit alpha","gene-CDO30_RS24595",1251557,1252471,1,1251698,1251698,1,0.279116,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436064.1","ASP61344.1","aromatic ring-hydroxylating dioxygenase subunit alpha","gene-CDO30_RS24590",1250660,1251526,1,1250796,1250796,2,0.03628925,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436067.1","ASP61341.1","ABC transporter ATP-binding protein","gene-CDO30_RS24575",1246890,1248425,1,1247136,1247136,1,0.1442826,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436069.1","ASP61339.1","ABC transporter permease","gene-CDO30_RS24565",1244922,1245842,2,1245609,1245708,2,0.19560645,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436071.1","ASP61337.1","NADH-quinone oxidoreductase subunit H 2","gene-CDO30_RS24555",1243345,1244331,1,1243600,1243600,1,0.303819,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436072.1","ASP61336.1","NADH-quinone oxidoreductase subunit I 2","gene-CDO30_RS24550",1242709,1243275,2,1243153,1243267,5,0.01356882,"shoot-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436073.1","ASP61335.1","histidine kinase","gene-CDO30_RS24545",1242225,1242665,4,1242282,1242423,5,0.10663188,"shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436074.1","ASP61334.1","NADH-quinone oxidoreductase subunit G 2","gene-CDO30_RS24540",1239576,1242137,8,1239980,1242105,8,0.1284438125,"shoot-DZA, nod.weight-DZA, nod-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_436083.4","ASP61326.1","Na(+)/H(+) antiporter subunit D","gene-CDO30_RS24495",1230226,1231986,3,1230370,1231167,3,0.157443966666667,"shoot-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436085.1","ASP61324.1","cation:proton antiporter","gene-CDO30_RS24485",1228519,1229982,1,1229919,1229919,2,0.0337965,"nod-A17, fit-A17","A17","4, 6O","A17 only"
"pSymA","NP_436088.1","ASP61321.1","protein-L-isoaspartate O-methyltransferase","gene-CDO30_RS24470",1226746,1227417,2,1227250,1227289,2,-0.2258711,"nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436089.2","ASP61320.1","GGDEF domain-containing protein","gene-CDO30_RS24465",1223389,1226604,2,1223455,1225499,3,0.0802672333333333,"chloro1-A17, nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436091.1","ASP61318.1","chemotaxis protein CheR","gene-CDO30_RS24455",1221000,1222361,2,1221497,1222335,2,0.0200556,"shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436092.1","ASP61317.1","chemotaxis protein CheW","gene-CDO30_RS24450",1220335,1221003,1,1220836,1220836,1,0.2723027,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436096.2","ASP61313.1","type II secretion system protein","gene-CDO30_RS24430",1214510,1215475,1,1215311,1215311,1,0.4047445,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436097.1","ASP61312.1","pilus assembly protein","gene-CDO30_RS24425",1213499,1214500,1,1213524,1213524,1,0.2556023,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_436101.1","ASP61308.1","pilus assembly protein CpaE","gene-CDO30_RS24405",1209236,1210996,1,1210543,1210543,1,-0.1655276,"nod-A17","A17","4","A17 only"
"pSymA","NP_436106.1","ASP61303.1","mechanosensitive ion channel family protein","gene-CDO30_RS24380",1204306,1205604,1,1205187,1205187,1,-0.1756114,"shoot-A17","A17","4","A17 only"
"pSymA","NP_436107.2","ASP61302.1","adenylate/guanylate cyclase domain-containing protein","gene-CDO30_RS24375",1202288,1204057,2,1203922,1204018,2,-0.23546455,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436112.1","ASP61295.1","adenylate cyclase","gene-CDO30_RS24335",1193214,1196693,1,1196000,1196000,3,-0.0679103333333333,"nod-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436118.1",NA,"sodium:proton antiporter","gene-CDO30_RS24295-gene-CDO30_RS24305",1185910,1187469,1,1186429,1186429,1,0.4614529,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436119.2","ASP61291.1","LysR family transcriptional regulator","gene-CDO30_RS24295",1184755,1185630,1,1185356,1185356,2,0.0947666,"nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436135.2","ASP61279.1","nuclear transport factor 2 family protein","gene-CDO30_RS24225",1172915,1173235,3,1172953,1173226,4,0.2000821,"nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436166.2","ASP61523.1","amidohydrolase family protein","gene-CDO30_RS24045",1138240,1139673,2,1139016,1139457,4,0.2772117,"chloro1-DZA, shoot-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_436168.1","ASP61246.1","hypothetical protein","gene-CDO30_RS24035",1135021,1137414,8,1135036,1137273,8,0.1280081875,"shoot-DZA, nod.weight-DZA, shoot-A17, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436169.1","ASP61245.1","haloacid dehalogenase-like hydrolase","gene-CDO30_RS24030",1133947,1134960,3,1133998,1134933,4,0.00465237499999999,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436170.1","ASP61244.1","arylsulfatase","gene-CDO30_RS24025",1132197,1133864,2,1132277,1132406,2,-0.3284738,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436183.2","ASP61233.1","hypothetical protein","gene-CDO30_RS23960",1119108,1120337,1,1119260,1119260,1,0.3086222,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436188.1","ASP61228.1","adenine deaminase","gene-CDO30_RS23930",1113638,1115425,1,1113676,1113676,1,0.2365212,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_436190.1","ASP61226.1","adenine deaminase","gene-CDO30_RS23920",1110315,1112117,1,1111403,1111403,1,-0.277728,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436193.2","ASP61224.1","cysteine hydrolase","gene-CDO30_RS23905",1108140,1108685,1,1108271,1108271,1,0.3419008,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436196.1","ASP61222.1","alpha/beta hydrolase","gene-CDO30_RS23890",1105314,1106204,1,1106134,1106134,1,0.2724582,"shoot-A17","A17","4","A17 only"
"pSymA","NP_436197.1","ASP61221.1","ABC transporter substrate-binding protein","gene-CDO30_RS23885",1104124,1105125,1,1104266,1104266,1,0.3616331,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436201.1","ASP61217.1","hybrid-cluster NAD(P)-dependent oxidoreductase","gene-CDO30_RS23865",1099490,1100554,1,1099648,1099648,1,0.3233811,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_436202.1","ASP61216.1","LysR family transcriptional regulator","gene-CDO30_RS23860",1098565,1099446,2,1098913,1099079,2,0.3525327,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436203.1","ASP61215.1","hypothetical protein","gene-CDO30_RS23855",1097302,1098360,1,1097999,1097999,1,0.4427625,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436204.1","ASP61214.1","DUF2218 domain-containing protein","gene-CDO30_RS23850",1095764,1096834,1,1096047,1096047,1,-0.2499542,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436209.1","ASP61209.1","TonB-dependent siderophore receptor","gene-CDO30_RS23825",1089410,1091554,2,1089719,1090194,3,-0.260506633333333,"shoot-DZA, nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436216.1","ASP61202.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS23785",1080989,1081759,1,1081285,1081285,1,0.3324712,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436218.1","ASP61518.1","phosphotransferase","gene-CDO30_RS23775",1079042,1080289,2,1079298,1080047,2,0.2926704,"shoot-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_436219.1","ASP61201.1","aminotransferase","gene-CDO30_RS23770",1077723,1079039,3,1077756,1078518,4,0.25760625,"chloro1-DZA, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymA","NP_436226.1","ASP61195.1","alpha/beta hydrolase","gene-CDO30_RS23725",1072674,1074044,1,1073871,1073871,1,-0.2373564,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436233.1","ASP61189.1","adenylate/guanylate cyclase domain-containing protein","gene-CDO30_RS23685",1065009,1068365,2,1066712,1067421,2,0.06315215,"shoot-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436235.1","ASP61187.1","hypothetical protein","gene-CDO30_RS23675",1063468,1063890,1,1063750,1063750,1,-0.454727,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436237.1","ASP61183.1","potassium transporter Kup","gene-CDO30_RS23655",1059400,1061301,1,1060609,1060609,1,-0.3260613,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436244.1","ASP61179.1","MBL fold metallo-hydrolase","gene-CDO30_RS23630",1054756,1055730,3,1054884,1055294,4,0.1251228,"shoot-DZA, nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436245.1","ASP61178.1","MFS transporter","gene-CDO30_RS23625",1053142,1054734,2,1053288,1053319,3,0.0761996,"shoot-DZA, nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436246.1","ASP61177.1","DoxX family protein","gene-CDO30_RS23620",1052687,1053145,3,1052705,1053107,3,0.251345033333333,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436247.1","ASP61176.1","amidohydrolase","gene-CDO30_RS23615",1050688,1052673,2,1052529,1052616,2,0.06329465,"nod.weight-A17, fit-A17","A17","4, 6O","A17 only"
"pSymA","NP_436250.2","ASP61514.1","AraC family transcriptional regulator","gene-CDO30_RS23595",1048525,1049436,2,1048633,1049124,3,0.354648133333333,"chloro1-DZA, nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436251.1","ASP61173.1","AraC family transcriptional regulator","gene-CDO30_RS23590",1047401,1048309,1,1048281,1048281,1,-0.3599905,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436255.1","ASP61169.1","hypothetical protein","gene-CDO30_RS23565",1043249,1043701,1,1043695,1043695,1,-0.3028221,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436256.1","ASP61168.1","sorbosone dehydrogenase","gene-CDO30_RS23560",1041821,1043206,1,1042431,1042431,1,-0.2534513,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436258.1","ASP61167.1","acetylornithine deacetylase","gene-CDO30_RS23550",1039288,1040412,1,1039554,1039554,1,-0.1804074,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436259.2","ASP61166.1","glyoxylate/hydroxypyruvate reductase A","gene-CDO30_RS23545",1038353,1039276,4,1038518,1038872,4,0.00562055,"nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436261.1","ASP61164.1","aldehyde dehydrogenase","gene-CDO30_RS23530",1036114,1037577,4,1036360,1036819,5,-0.18927474,"chloro1-A17, nod-A17, fit-A17","A17","4, 6O","A17 only"
"pSymA","NP_436262.1","ASP61163.1","tartrate dehydrogenase","gene-CDO30_RS23525",1035061,1036104,1,1035106,1035106,2,-0.195322,"shoot-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436263.1","ASP61162.1","NAD-dependent succinate-semialdehyde dehydrogenase","gene-CDO30_RS23520",1033572,1035026,1,1034061,1034061,1,-0.3351124,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436264.1","ASP61161.1","FAD-binding oxidoreductase","gene-CDO30_RS23515",1032031,1033308,4,1032138,1033303,4,0.2350216,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436267.1","ASP61159.1","aspartate aminotransferase family protein","gene-CDO30_RS23500",1028802,1030178,3,1028880,1030077,3,0.275661066666667,"chloro1-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_436270.1","ASP61156.1","ABC transporter permease","gene-CDO30_RS23485",1025127,1026077,1,1025313,1025313,1,0.2889663,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_436271.1","ASP61155.1","ABC transporter permease","gene-CDO30_RS23480",1024267,1025130,2,1024282,1024783,4,0.29558115,"chloro1-DZA, shoot-DZA, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_436272.1","ASP61154.1","ABC transporter ATP-binding protein","gene-CDO30_RS23475",1022612,1024267,1,1023050,1023050,2,0.26907385,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436274.1","ASP61152.1","FAD-binding oxidoreductase","gene-CDO30_RS23465",1020466,1021791,1,1021639,1021639,1,-0.1732844,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436294.1","ASP61135.1","penicillin-binding protein","gene-CDO30_RS23345",997563,999908,2,998350,998493,2,0.01903925,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436311.1","ASP61115.1","EamA family transporter","gene-CDO30_RS23210",977674,978534,1,978047,978047,2,-0.2923864,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436312.1","ASP61113.1","Crp/Fnr family transcriptional regulator","gene-CDO30_RS23200",976183,976899,2,976765,976776,3,-0.113028766666667,"chloro1-DZA, shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436315.1","ASP61507.1","serine hydrolase","gene-CDO30_RS23180",972957,973961,1,973287,973287,1,0.3772007,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436317.2","ASP61110.1","LysR family transcriptional regulator","gene-CDO30_RS23165",970475,971389,1,970774,970774,1,-0.2148933,"nod-A17","A17","4","A17 only"
"pSymA","NP_436319.2","ASP61506.1","MFS transporter","gene-CDO30_RS23155",967963,969201,1,968629,968629,2,-0.3174231,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436321.2","ASP61107.1","polyhydroxybutyrate depolymerase","gene-CDO30_RS23145",966255,967349,3,966482,967233,3,-0.0544823,"nod.weight-DZA, chloro1-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436325.1","ASP61103.1","short-chain dehydrogenase","gene-CDO30_RS23125",962833,963171,2,963015,963078,3,-0.0443940666666667,"shoot-DZA, nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436327.1","ASP61101.1","type 1 glutamine amidotransferase domain-containing protein","gene-CDO30_RS23115",961030,961869,1,961704,961704,1,-0.3366184,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436333.1","ASP61097.1","LysR family transcriptional regulator","gene-CDO30_RS23090",956849,957721,2,956975,957466,2,0.10851455,"nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436377.2","ASP61054.1","CsbD family protein","gene-CDO30_RS22840",913970,914161,1,914029,914029,1,0.3256419,"chloro1-A17","A17","4","A17 only"
"pSymA","NP_436395.1","ASP61039.1","LysR family transcriptional regulator","gene-CDO30_RS22750",892758,893663,1,892989,892989,2,0.000833,"nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436396.2","ASP61502.1","NmrA/HSCARG family protein","gene-CDO30_RS22745",891761,892663,3,891797,892220,3,0.2365216,"nod.weight-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymA","NP_436397.2","ASP61037.1","hemolysin-type calcium-binding protein","gene-CDO30_RS22735",889404,890954,4,889527,890604,8,0.06233745,"shoot-DZA, nod-A17, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_436462.1","ASP60971.1","integrase","gene-CDO30_RS22335",814973,816130,2,815474,815480,4,-0.31832315,"shoot-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436476.1","ASP61497.1","hypothetical protein","gene-CDO30_RS22270",808334,808810,1,808369,808369,1,-0.3274894,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436477.2","ASP60960.1","LysR family transcriptional regulator","gene-CDO30_RS22265",807270,808202,2,807956,808002,3,0.303089133333333,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436478.1","ASP60959.1","RidA family protein","gene-CDO30_RS22260",806737,807129,1,806966,806966,1,-0.2108149,"nod-A17","A17","4","A17 only"
"pSymA","NP_436479.1","ASP60958.1","dehydrogenase","gene-CDO30_RS22255",805623,806735,1,805743,805743,1,0.211713,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_436480.1","ASP60957.1","LysR family transcriptional regulator","gene-CDO30_RS22250",804663,805547,2,805163,805204,2,0.02311575,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436481.1","ASP60956.1","penicillin-binding protein 1A","gene-CDO30_RS22245",802166,804352,6,802610,803800,7,0.238307828571429,"shoot-DZA, nod.weight-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
