"n.sites","n.biallelic.sites","n.gaps","n.unknowns","n.valid.sites","n.polyallelic.sites","trans.transv.ratio","gene_code","nuc.diversity.within","hap.diversity.within","Pi","Tajima.D","Fu.Li.F","Fu.Li.D","region","RefSeq_ID","ncbi_func","protein_ID","gene_ID","start_pos","end_pos","no_vars","no_effects","max_effect","min_ps","max_ps","trait_combs","hosts","sigs","pleios","rhiz","sym","cat"
2268,21,0,0,2268,0,1.625,"CDO30_20060",5.96814549462662,0.914025902452466,5.96814549462662,1.7774566963072,2.13723501245157,1.7782331895929,"pSymA","NP_435571.1","copper-translocating P-type ATPase","ASP60581.1","CDO30_20060",387540,389807,18,NA,NA,"387777","389643","NA| shoot+_vs_nod.weight+_DZA","NA| DZA_only","non-sig| sig","NA| non-pleio| pleio",NA,"alignment","pleio"
807,8,0,0,807,0,1.66666666666667,"CDO30_20065",3.40115734362083,0.742132818958391,3.40115734362083,3.27587168373886,2.3166139263069,1.21245191429392,"pSymA","NP_435570.1","DUF2189 domain-containing protein","ASP60582.1","CDO30_20065",389810,390616,4,NA,NA,"390130","390510","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
192,0,0,0,0,0,NA,"CDO30_20070",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
882,11,0,0,882,0,2.66666666666667,"CDO30_20075",3.65819785064756,0.717553044915955,3.65819785064756,2.24968657556813,2.0378614763483,1.38690263692137,"pSymA","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III","ASP60584.1","CDO30_20075",390835,391716,5,NA,NA,"390836","391693","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
171,1,0,0,171,0,Inf,"CDO30_20080",0.338936346100854,0.338936346100854,0.338936346100854,0.993627310209857,0.731696161736821,0.456608540609655,"pSymA","NP_435568.1","CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","ASP60585.1","CDO30_20080",391707,391877,1,NA,NA,"391818","391818","NA","NA","non-sig","NA",NA,NA,"GWAS"
753,15,0,0,753,0,0.875,"CDO30_20085",3.55425737117663,0.81289611463213,3.55425737117663,0.974076471350009,1.61149847999119,1.56970870429148,"pSymA","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II","ASP60586.1","CDO30_20085",391900,392652,6,NA,NA,"392146","392568","NA| shoot-_vs_nod.weight-_DZA","NA| DZA_only","non-sig| sig","NA| non-pleio| pleio",NA,"alignment","pleio"
1656,16,0,0,1656,0,2.2,"CDO30_20090",5.85494626618903,0.901570680628272,5.85494626618903,2.93210162486906,2.53982621954257,1.60904421492207,"pSymA","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I","ASP60587.1","CDO30_20090",392657,394312,12,NA,NA,"392704","394202","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
258,4,0,0,258,0,3,"CDO30_20095",1.48955635161201,0.709120969964178,1.48955635161201,2.09492533488767,1.5263714590125,0.88796178733512,"pSymA","WP_017267631.1","hypothetical protein","ASP60588.1","CDO30_20095",394355,394612,2,NA,NA,"394359","394584","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
1442,21,0,0,1442,0,2,"CDO30_20100",5.32488288784789,0.936401212455222,5.32488288784789,1.29382806578278,1.90687813414721,1.7782331895929,"pSymA","YP_001313599.1","cell envelope protein",NA,"CDO30_20100",394617,396058,17,NA,NA,"394622","396053","NA| shoot-_vs_nod.weight-_DZA| shoot+_vs_nod.weight+_DZA| shoot+_vs_nod+_DZA","NA| DZA_only","non-sig| sig","NA| non-pleio| pleio",NA,"alignment","pleio"
1551,30,0,0,1551,0,0.875,"CDO30_20105",8.83692477266465,0.929291815927253,8.83692477266465,2.0360086685781,2.42714664056881,2.003841275439,"pSymA","NP_435563.1","hypothetical protein","ASP60589.1","CDO30_20105",396116,397666,23,NA,NA,"396151","397628","NA| chloro+_vs_nod.weight+_DZA| nod.weight+_vs_nod-_A17","NA| DZA_only| A17_only","non-sig| sig","NA| non-pleio| pleio","antagonistic","alignment","pleio"
336,9,0,0,336,0,1.25,"CDO30_20110",3.68950124001102,0.760980986497658,3.68950124001102,3.1750003687732,2.33556449442113,1.27523770427245,"pSymA","NP_435562.1","hypothetical protein","ASP60590.1","CDO30_20110",397719,398054,4,NA,NA,"397788","397980","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
813,13,0,0,813,0,3.33333333333333,"CDO30_20115",4.37233397630201,0.856158721410857,4.37233397630201,2.38726668226601,2.18286278244474,1.48397685833499,"pSymA","NP_435561.2","DUF2092 domain-containing protein","ASP60591.1","CDO30_20115",398051,398863,5,NA,NA,"398111","398654","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
301,7,0,0,301,0,0.4,"CDO30_20120",2.43747588867457,0.805621383301185,2.43747588867457,2.19951883644497,1.80124810430485,1.14388029949411,"pSymA","WP_017271444.1","hypothetical protein",NA,"CDO30_20120",398926,399226,3,NA,NA,"398979","399130","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
2247,22,0,0,2247,0,1.44444444444444,"CDO30_20125",5.40093689721686,0.925985119867732,5.40093689721686,1.17456227538994,1.87001298097622,1.80757035106144,"pSymA","NP_435560.2","adenylate cyclase","ASP60592.1","CDO30_20125",399485,401731,18,NA,NA,"399589","401590","NA| shoot+_vs_nod.weight+_DZA","NA| DZA_only","non-sig| sig","NA| non-pleio| pleio",NA,"alignment","pleio"
1332,13,0,0,1332,0,2.25,"CDO30_20130",2.93248828878479,0.792394599063103,2.93248828878479,0.782021544107918,1.46402804091314,1.48397685833499,"pSymA","NP_435559.2","alpha/beta hydrolase","ASP60593.1","CDO30_20130",401875,403206,12,NA,NA,"402015","403187","NA| chloro-_vs_fit-_DZA","NA| DZA_only","non-sig| sig","NA| non-pleio| pleio",NA,"alignment","pleio"
209,0,0,0,0,0,NA,"CDO30_20135",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1032,0,0,0,0,0,NA,"CDO30_20140",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1173,0,0,0,0,0,NA,"CDO30_20145",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
438,0,0,0,0,0,NA,"CDO30_20150",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
246,1,0,0,246,0,Inf,"CDO30_20155",0.18848167539267,0.18848167539267,0.18848167539267,0.100141645791602,0.406894450917062,0.456608540609655,"pSymA","YP_001326981.1","hypothetical protein","ASP60596.1","CDO30_20155",406842,407087,1,2,0.3714241,"406892","406892","NA","NA","sig","non-pleio",NA,NA,"sig"
1293,3,0,0,1293,0,Inf,"CDO30_20160",0.688233673188206,0.588812344998622,0.688233673188206,0.543311963135143,0.82808944650673,0.776085193380109,"pSymA","NP_435553.1","nitrate ABC transporter substrate-binding protein","ASP60597.1","CDO30_20160",407797,409089,1,2,0.24853025,"408582","408582","NA","NA","sig","non-pleio",NA,NA,"sig"
894,9,0,0,894,0,3.5,"CDO30_20165",2.61295122623312,0.771397079085147,2.61295122623312,1.58145522599245,1.65407617795678,1.27523770427245,"pSymA","NP_435552.1","nitrate ABC transporter%2C permease protein","ASP60598.1","CDO30_20165",409152,410045,1,NA,NA,"409460","409460","NA","NA","non-sig","NA",NA,NA,"GWAS"
801,5,0,0,801,0,1.5,"CDO30_20170",1.25125378892257,0.318930834940755,1.25125378892257,0.88431072764654,1.1283932520469,0.983867445543518,"pSymA","NP_435551.1","nitrate ABC transporter ATP-binding protein","ASP60599.1","CDO30_20170",410059,410859,2,NA,NA,"410274","410817","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
2460,32,0,0,2460,0,1.66666666666667,"CDO30_20175",8.52521355745384,0.912813447230642,8.52521355745384,1.58140661763997,2.22800359298302,2.04447178494236,"pSymA","NP_435549.2","guanylate cyclase","ASP61479.1","CDO30_20175",411295,413754,14,NA,NA,"411302","413392","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
1092,14,0,0,1092,0,3.66666666666667,"CDO30_20180",4.48883990079912,0.842215486359879,4.48883990079912,2.19227247695507,2.13259900464494,1.52810346774949,"pSymA","NP_435548.1","branched chain amino acid ABC transporter substrate-binding protein","ASP60600.1","CDO30_20180",413945,415036,8,NA,NA,"414143","414885","NA","NA","non-sig| sig","NA| non-pleio",NA,NA,"sig"
288,7,0,0,288,0,1.33333333333333,"CDO30_20185",2.17216864149904,0.740810140534582,2.17216864149904,1.72744762143914,1.60519111836554,1.14388029949411,"pSymA","NP_435547.2","hypothetical protein","ASP60601.1","CDO30_20185",415105,415392,1,3,0.4090751,"415144","415144","fit+_vs_nod.weight-_A17","A17_only","sig","pleio","antagonistic",NA,"pleio"
714,0,0,0,0,0,NA,"CDO30_20190",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
324,6,0,0,324,0,1,"CDO30_20195",0.99917332598512,0.406117387710113,0.99917332598512,-0.0605998802070667,0.809753319304525,1.06827675024834,"pSymA","NP_435545.1","RelE/ParE family toxin","ASP60603.1","CDO30_20195",416404,416727,1,NA,NA,"416591","416591","NA","NA","non-sig","NA",NA,NA,"GWAS"
276,8,0,0,276,0,0.6,"CDO30_20200",1.78947368421053,0.667842380821163,1.78947368421053,0.672750771484326,1.21885559495714,1.21245191429392,"pSymA","WP_013845882.1","addiction module antitoxin","ASP61480.1","CDO30_20200",416724,416999,1,NA,NA,"416913","416913","NA","NA","non-sig","NA",NA,NA,"GWAS"
1890,0,0,0,0,0,NA,"CDO30_20205",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
558,0,0,0,0,0,NA,"CDO30_20210",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
220,0,0,0,0,0,NA,"CDO30_20215",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
480,0,0,0,0,0,NA,"CDO30_20220",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1104,0,0,0,0,0,NA,"CDO30_20225",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
990,0,0,0,0,0,NA,"CDO30_20230",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
375,0,0,0,0,0,NA,"CDO30_20235",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
780,0,0,0,0,0,NA,"CDO30_20240",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
393,0,0,0,0,0,NA,"CDO30_20245",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
888,0,0,0,0,0,NA,"CDO30_20250",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
798,0,0,0,0,0,NA,"CDO30_20255",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
492,0,0,0,0,0,NA,"CDO30_20260",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1293,0,0,0,0,0,NA,"CDO30_20265",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
51,0,0,0,0,0,NA,"CDO30_20270",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
240,0,0,0,0,0,NA,"CDO30_20275",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
441,0,0,0,0,0,NA,"CDO30_20280",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
591,0,0,0,0,0,NA,"CDO30_20285",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
396,0,0,0,0,0,NA,"CDO30_20290",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
261,0,0,0,0,0,NA,"CDO30_20295",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
107,0,0,0,0,0,NA,"CDO30_20300",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
363,0,0,0,0,0,NA,"CDO30_20305",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
414,0,0,0,0,0,NA,"CDO30_20310",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
482,0,0,0,0,0,NA,"CDO30_20315",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
432,0,0,0,0,0,NA,"CDO30_20320",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
297,0,0,0,0,0,NA,"CDO30_20325",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
600,0,0,0,0,0,NA,"CDO30_20330",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1047,0,0,0,0,0,NA,"CDO30_20335",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1806,0,0,0,0,0,NA,"CDO30_20340",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1114,0,0,0,0,0,NA,"CDO30_20345",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
843,0,0,0,0,0,NA,"CDO30_20350",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
333,0,0,0,0,0,NA,"CDO30_20355",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
888,0,0,0,0,0,NA,"CDO30_20360",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
519,0,0,0,0,0,NA,"CDO30_20365",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
756,0,0,0,0,0,NA,"CDO30_20370",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1032,0,0,0,0,0,NA,"CDO30_20375",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
948,0,0,0,0,0,NA,"CDO30_20380",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
732,0,0,0,0,0,NA,"CDO30_20385",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
798,0,0,0,0,0,NA,"CDO30_20390",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
657,0,0,0,0,0,NA,"CDO30_20395",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
687,0,0,0,0,0,NA,"CDO30_20400",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
633,0,0,0,0,0,NA,"CDO30_20405",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
900,0,0,0,0,0,NA,"CDO30_20410",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
669,0,0,0,0,0,NA,"CDO30_20415",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
819,0,0,0,0,0,NA,"CDO30_20420",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
699,0,0,0,0,0,NA,"CDO30_20425",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
684,0,0,0,0,0,NA,"CDO30_20430",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
768,0,0,0,0,0,NA,"CDO30_20435",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
951,0,0,0,0,0,NA,"CDO30_20440",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1455,0,0,0,0,0,NA,"CDO30_20445",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
927,0,0,0,0,0,NA,"CDO30_20450",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
258,0,0,0,0,0,NA,"CDO30_20455",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
207,0,0,0,0,0,NA,"CDO30_20460",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1203,0,0,0,0,0,NA,"CDO30_20465",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
111,0,0,0,0,0,NA,"CDO30_20470",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
327,0,0,0,0,0,NA,"CDO30_20475",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1206,0,0,0,0,0,NA,"CDO30_20480",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1335,0,0,0,0,0,NA,"CDO30_20485",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1335,0,0,0,0,0,NA,"CDO30_20490",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
294,9,0,0,294,0,0.5,"CDO30_20495",2.17591623036649,0.689005235602094,2.17591623036649,0.934541486755671,1.37741997085315,1.27523770427245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
309,8,0,0,309,0,Inf,"CDO30_20500",2.05323780655828,0.673353540920364,2.05323780655828,1.09877103841259,1.39851198169767,1.21245191429392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1836,0,0,0,0,0,NA,"CDO30_20505",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
798,0,0,0,0,0,NA,"CDO30_20510",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1017,0,0,0,0,0,NA,"CDO30_20515",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1605,0,0,0,0,0,NA,"CDO30_20520",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
3177,0,0,0,0,0,NA,"CDO30_20525",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1842,0,0,0,0,0,NA,"CDO30_20530",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1203,0,0,0,0,0,NA,"CDO30_20535",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
105,0,0,0,0,0,NA,"CDO30_20540",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
360,0,0,0,0,0,NA,"CDO30_20545",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
408,0,0,0,0,0,NA,"CDO30_20550",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
255,0,0,0,0,0,NA,"CDO30_20555",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
192,0,0,0,0,0,NA,"CDO30_20560",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
288,0,0,0,0,0,NA,"CDO30_20565",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
240,0,0,0,0,0,NA,"CDO30_20570",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
411,0,0,0,0,0,NA,"CDO30_20575",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1122,0,0,0,0,0,NA,"CDO30_20580",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
180,0,0,0,0,0,NA,"CDO30_20585",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
417,0,0,0,0,0,NA,"CDO30_20590",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
366,0,0,0,0,0,NA,"CDO30_20595",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
289,0,0,0,0,0,NA,"CDO30_20600",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
375,0,0,0,0,0,NA,"CDO30_20605",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
236,0,0,0,0,0,NA,"CDO30_20610",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
471,0,0,0,0,0,NA,"CDO30_20615",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
594,0,0,0,0,0,NA,"CDO30_20620",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1017,0,0,0,0,0,NA,"CDO30_20625",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
163,0,0,0,0,0,NA,"CDO30_20630",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
807,0,0,0,0,0,NA,"CDO30_20635",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
1041,0,0,0,0,0,NA,"CDO30_20640",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
435,0,0,0,0,0,NA,"CDO30_20645",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
519,0,0,0,0,0,NA,"CDO30_20650",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
894,0,0,0,0,0,NA,"CDO30_20655",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all"
