"region","start_pos","end_pos","RefSeq_ID","protein_ID","gene_ID","gene_name","ncbi_func"
"CP021797.1",1764665,1765804,"NP_387378.1","ASP60073.1","CDO30_08505",NA,"MFS transporter"
"CP021797.1",1765974,1767227,"NP_387377.1","ASP58342.1","CDO30_08510",NA,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)"
"CP021797.1",1767237,1767884,"NP_387376.1","ASP58343.1","CDO30_08515",NA,"LysE family translocator"
"CP021797.1",1768336,1769412,"WP_010969728.1","ASP58344.1","CDO30_08520",NA,"ISAs1 family transposase ISRm21"
"CP021797.1",1769645,1770700,"NP_387374.1","ASP58345.1","CDO30_08525",NA,"histidinol-phosphate aminotransferase"
"CP021797.1",1770705,1771619,"NP_387373.1","ASP58346.1","CDO30_08530",NA,"(2E%2C6E)-farnesyl diphosphate synthase"
"CP021797.1",1771770,1772558,"NP_387372.1","ASP58347.1","CDO30_08535",NA,"monofunctional biosynthetic peptidoglycan transglycosylase"
"CP021797.1",1772648,1773295,"NP_387371.1","ASP58348.1","CDO30_08540",NA,"glutathione S-transferase"
"CP021797.1",1773459,1773644,"WP_016556742.1","ASP58349.1","CDO30_08545",NA,"50S ribosomal protein L32"
"CP021797.1",1773718,1774296,"NP_387369.1","ASP58350.1","CDO30_08550","phaR","polyhydroxyalkanoate synthesis repressor PhaR"
"CP021797.1",1774519,1775700,"NP_387368.1","ASP58351.1","CDO30_08555",NA,"acetyl-CoA acetyltransferase"
"CP021797.1",1775818,1776543,"NP_387367.1","ASP58352.1","CDO30_08560",NA,"beta-ketoacyl-ACP reductase"
"CP021797.1",1777218,1780304,"YP_001328776.1","ASP58353.1","CDO30_08565",NA,"helicase"
"CP021797.1",1780314,1780745,"NP_387365.1","ASP58354.1","CDO30_08570",NA,"RNA-binding protein"
"CP021797.1",1781130,1781468,"NP_387364.1","ASP58355.1","CDO30_08575",NA,"ferredoxin family protein"
"CP021797.1",1781878,1782447,"WP_007632347.1","ASP58356.1","CDO30_08580",NA,"CarD family transcriptional regulator"
"CP021797.1",1782872,1783738,"NP_387362.2","ASP58357.1","CDO30_08585",NA,"RNA polymerase factor sigma-32"
"CP021797.1",1784004,1785515,"YP_001328771.1","ASP58358.1","CDO30_08590",NA,"metalloprotease"
"CP021797.1",1785837,1786553,"NP_387360.1","ASP58359.1","CDO30_08595","thiQ","thiamine import ATP-binding protein ThiQ"
"CP021797.1",1786550,1788157,"NP_387359.1","ASP58360.1","CDO30_08600",NA,"thiamine/thiamine pyrophosphate ABC transporter permease ThiP"
"CP021797.1",1788189,1789217,"NP_387358.1","ASP58361.1","CDO30_08605",NA,"thiamine ABC transporter substrate binding subunit"
"CP021797.1",1789513,1789998,"YP_001328767.1","ASP58362.1","CDO30_08610",NA,"N-acetyltransferase"
"CP021797.1",1790076,1790726,"NP_387356.1","ASP58363.1","CDO30_08615",NA,"thiamine diphosphokinase"
"CP021797.1",1790731,1792572,"NP_387355.1","ASP60074.1","CDO30_08620",NA,"ABC transporter ATP-binding protein"
"CP021797.1",1792623,1793444,"NP_387354.1","ASP58364.1","CDO30_08625",NA,"amino acid ABC transporter permease"
"CP021797.1",1793514,1794323,"NP_387353.1","ASP58365.1","CDO30_08630",NA,"basic amino acid ABC transporter substrate-binding protein"
"CP021797.1",1794450,1794983,"NP_387352.1","ASP58366.1","CDO30_08635",NA,"50S ribosomal protein L19"
"CP021797.1",1795316,1796062,"NP_387351.1","ASP58367.1","CDO30_08640",NA,"anion permease"
"CP021797.1",1796044,1796766,"NP_387350.1","ASP58368.1","CDO30_08645",NA,"tRNA (guanosine(37)-N1)-methyltransferase TrmD"
"CP021797.1",1796777,1797340,"NP_387349.1","ASP58369.1","CDO30_08650",NA,"ribosome maturation factor RimM"
"CP021797.1",1797476,1797850,"NP_387348.1","ASP58370.1","CDO30_08655",NA,"30S ribosomal protein S16"
"CP021797.1",1797889,1798224,"NP_387347.1","ASP58371.1","CDO30_08660",NA,"chorismate mutase"
"CP021797.1",1798237,1799778,"NP_387346.1","ASP58372.1","CDO30_08665","ffh","signal recognition particle protein"
"CP021797.1",1800163,1801083,"NP_387345.1","ASP58373.1","CDO30_08670",NA,"diaminopimelate epimerase"
"CP021797.1",1801080,1802354,"NP_387344.1","ASP58374.1","CDO30_08675",NA,"tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB"
"CP021797.1",1802369,1804015,"NP_387343.1","ASP58375.1","CDO30_08680",NA,"signal recognition particle-docking protein FtsY"
"CP021797.1",1804113,1804745,"NP_387342.1","ASP60075.1","CDO30_08685",NA,"intracellular septation protein A"
"CP021797.1",1804742,1805335,"NP_387341.1","ASP58376.1","CDO30_08690",NA,"hypothetical protein"
"CP021797.1",1805494,1806102,"NP_387340.1","ASP58377.1","CDO30_08695",NA,"DsbE family thiol:disulfide interchange protein"
"CP021797.1",1806099,1806275,"NP_387339.1","ASP58378.1","CDO30_08700","ccmD","heme exporter protein CcmD"
"CP021797.1",1806272,1807042,"NP_387338.1","ASP58379.1","CDO30_08705",NA,"heme transporter HemC"
"CP021797.1",1807102,1807761,"NP_387337.1","ASP58380.1","CDO30_08710","ccmB","heme exporter protein CcmB"
"CP021797.1",1807758,1808381,"NP_387336.1","ASP58381.1","CDO30_08715","ccmA","cytochrome c biogenesis ATP-binding export protein CcmA"
"CP021797.1",1808652,1811342,"WP_008528124.1","ASP58382.1","CDO30_08720","acnA","aconitate hydratase 1"
"CP021797.1",1811585,1812403,"NP_387334.1","ASP58383.1","CDO30_08725",NA,"DUF1223 domain-containing protein"
"CP021797.1",1812732,1813142,"NP_387333.1","ASP58384.1","CDO30_08730",NA,"DUF2794 domain-containing protein"
"CP021797.1",1813348,1813662,"NP_387332.1","ASP58385.1","CDO30_08735",NA,"ArsR family transcriptional regulator"
"CP021797.1",1813659,1814018,"NP_387331.1","ASP58386.1","CDO30_08740",NA,"polyketide cyclase"
"CP021797.1",1814063,1814680,"NP_387330.1","ASP58387.1","CDO30_08745",NA,"ATP-dependent Clp protease proteolytic subunit"
"CP021797.1",1814698,1815255,"NP_387329.1","ASP58388.1","CDO30_08750",NA,"N-acetyltransferase"
"CP021797.1",1815381,1816118,"NP_387328.1","ASP58389.1","CDO30_08755",NA,"BAX inhibitor (BI)-1/YccA family protein"
"CP021797.1",1816365,1818956,"NP_387327.1","ASP58390.1","CDO30_08760",NA,"ABC transporter permease"
"CP021797.1",1818953,1819672,"NP_387326.1","ASP58391.1","CDO30_08765",NA,"ABC transporter ATP-binding protein"
"CP021797.1",1819743,1820384,"YP_001328734.1","ASP58392.1","CDO30_08770",NA,"arylesterase"
"CP021797.1",1820499,1821086,"NP_387324.1","ASP58393.1","CDO30_08775",NA,"RNA 2'%2C3'-cyclic phosphodiesterase"
"CP021797.1",1821217,1821531,"NP_387323.1","ASP58394.1","CDO30_08780",NA,"4a-hydroxytetrahydrobiopterin dehydratase"
"CP021797.1",1821663,1822040,"NP_387322.1","ASP58395.1","CDO30_08785",NA,"DUF1232 domain-containing protein"
"CP021797.1",1822267,1823343,"WP_010969728.1","ASP58396.1","CDO30_08790",NA,"ISAs1 family transposase ISRm21"
"CP021797.1",1823768,1824271,"NP_387321.1","ASP58397.1","CDO30_08795",NA,"hypothetical protein"
"CP021797.1",1824527,1825762,"NP_387320.1","ASP58398.1","CDO30_08800","rlmN","23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN"
"CP021797.1",1825967,1826920,"NP_387319.1","ASP58399.1","CDO30_08805",NA,"ABC transporter permease"
"CP021797.1",1827091,1827969,"NP_387318.2","ASP58400.1","CDO30_08810",NA,"ABC transporter permease"
"CP021797.1",1827966,1828760,"NP_387317.1","ASP58401.1","CDO30_08815",NA,"ABC transporter ATP-binding protein"
"CP021797.1",1828894,1829535,"NP_387316.1","ASP58402.1","CDO30_08820",NA,"LysE family translocator"
"CP021797.1",1829748,1830965,"NP_387315.1","ASP58403.1","CDO30_08825",NA,"argininosuccinate synthase"
"CP021797.1",1831028,1832266,"NP_387314.1","ASP58404.1","CDO30_08830",NA,"MFS transporter"
"CP021797.1",1832263,1832742,"NP_387313.1","ASP58405.1","CDO30_08835",NA,"MarR family transcriptional regulator"
"CP021797.1",1832882,1832998,"WP_013844922.1","ASP60076.1","CDO30_08840",NA,"hypothetical protein"
"CP021797.1",1833077,1834486,"NP_387312.1","ASP58406.1","CDO30_08845","leuC","3-isopropylmalate dehydratase large subunit"
"CP021797.1",1834599,1835150,"NP_387311.1","ASP58407.1","CDO30_08850",NA,"histidine phosphatase family protein"
"CP021797.1",1835188,1835736,"NP_387310.1","ASP58408.1","CDO30_08855",NA,"hypothetical protein"
"CP021797.1",1835983,1836666,"WP_017995455.1","ASP58409.1","CDO30_08860",NA,"DNA-binding response regulator"
"CP021797.1",1836699,1837154,"NP_387308.1","ASP58410.1","CDO30_08865",NA,"Crp/Fnr family transcriptional regulator"
"CP021797.1",1837168,1837974,"NP_387307.1","ASP58411.1","CDO30_08870",NA,"exodeoxyribonuclease III"
"CP021797.1",1838164,1839066,"NP_387306.1","ASP58412.1","CDO30_08875",NA,"ROK family protein"
"CP021797.1",1839082,1840284,"NP_387305.1","ASP58413.1","CDO30_08880",NA,"ROK family transcriptional regulator"
"CP021797.1",1840413,1841192,"NP_387304.1","ASP58414.1","CDO30_08885",NA,"sugar ABC transporter ATP-binding protein"
"CP021797.1",1841210,1842217,"NP_387303.1","ASP58415.1","CDO30_08890",NA,"ABC transporter permease"
"CP021797.1",1842256,1843269,"NP_387302.1","ASP58416.1","CDO30_08895",NA,"sugar ABC transporter substrate-binding protein"
"CP021797.1",1843762,1844838,"NP_387301.2","ASP58417.1","CDO30_08900",NA,"gfo/Idh/MocA family oxidoreductase"
"CP021797.1",1844838,1845668,"NP_387300.1","ASP58418.1","CDO30_08905",NA,"sugar phosphate isomerase/epimerase"
"CP021797.1",1845665,1846474,"NP_387299.1","ASP58419.1","CDO30_08910",NA,"alpha/beta hydrolase"
"CP021797.1",1846686,1847348,"NP_387298.1","ASP58420.1","CDO30_08915",NA,"outer membrane lipoprotein carrier protein LolA"
"CP021797.1",1847484,1850129,"NP_387297.1","ASP58421.1","CDO30_08920",NA,"DNA translocase FtsK"
"CP021797.1",1850458,1851813,"NP_387296.1","ASP58422.1","CDO30_08925",NA,"ammonium transporter"
"CP021797.1",1851841,1852179,"NP_387295.1","ASP58423.1","CDO30_08930",NA,"nitrogen regulatory protein PII 2"
"CP021797.1",1852416,1853300,"NP_387294.1","ASP58424.1","CDO30_08935","tesB","acyl-CoA thioesterase II"
"CP021797.1",1853269,1854615,"WP_014529954.1","ASP58425.1","CDO30_08940",NA,"2-octaprenyl-6-methoxyphenyl hydroxylase"
"CP021797.1",1854628,1854807,"WP_017264612.1",NA,"CDO30_08945",NA,"hypothetical protein"
"CP021797.1",1855040,1855228,"NP_387292.1","ASP58426.1","CDO30_08950",NA,"hypothetical protein"
"CP021797.1",1855237,1855917,"NP_387291.1","ASP58427.1","CDO30_08955",NA,"peptidase S16"
"CP021797.1",1856062,1857054,"NP_387290.1","ASP58428.1","CDO30_08960","trxA","co-chaperone YbbN"
"CP021797.1",1857114,1857623,"YP_001328705.1","ASP60077.1","CDO30_08965",NA,"prolyl-tRNA synthetase associated domain-containing protein"
"CP021797.1",1858211,1859200,"NP_387288.1","ASP58429.1","CDO30_08975",NA,"GTP-binding protein"
"CP021797.1",1859489,1860505,"NP_387287.1","ASP58430.1","CDO30_08980",NA,"galactose-1-epimerase"
"CP021797.1",1860586,1861581,"NP_387286.1","ASP58431.1","CDO30_08985",NA,"homoserine O-succinyltransferase"
"CP021797.1",1861845,1862225,"NP_387285.1","ASP58432.1","CDO30_08990",NA,"RidA family protein"
"CP021797.1",1862234,1862839,"WP_007632187.1","ASP58433.1","CDO30_08995","leuD","3-isopropylmalate dehydratase small subunit"
"CP021797.1",1862987,1863238,"NP_387283.1","ASP60078.1","CDO30_09000",NA,"hypothetical protein"
"CP021797.1",1863360,1864262,"NP_387282.1","ASP58434.1","CDO30_09005",NA,"CoA ester lyase"
"CP021797.1",1864259,1864465,"NP_387281.1","ASP58435.1","CDO30_09010",NA,"DUF1737 domain-containing protein"
"CP021797.1",1864550,1864984,"NP_387280.1","ASP58436.1","CDO30_09015",NA,"Zn-dependent protease"
"CP021797.1",1865950,1867563,"NP_387278.1","ASP58437.1","CDO30_09020",NA,"DNA repair protein"
"CP021797.1",1867560,1870910,"NP_387277.1","ASP58438.1","CDO30_09025",NA,"error-prone DNA polymerase"
"CP021797.1",1871192,1871503,"NP_387276.1","ASP58439.1","CDO30_09030",NA,"(2Fe-2S)-binding protein"
"CP021797.1",1871469,1871954,"NP_387275.1","ASP58440.1","CDO30_09035","bfr","bacterioferritin"
"CP021797.1",1872170,1872697,"YP_001328680.1","ASP58441.1","CDO30_09040",NA,"RNA pyrophosphohydrolase"
"CP021797.1",1872758,1873960,"NP_387273.1","ASP58442.1","CDO30_09045",NA,"hypothetical protein"
"CP021797.1",1874142,1875464,"NP_387272.1","ASP58443.1","CDO30_09050",NA,"peptidase S41"
"CP021797.1",1875454,1876863,"YP_001328677.1","ASP58444.1","CDO30_09055",NA,"hypothetical protein"
"CP021797.1",1876969,1877451,"NP_387270.2","ASP60079.1","CDO30_09060",NA,"23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH"
"CP021797.1",1877604,1878095,"NP_387269.1","ASP58445.1","CDO30_09065","rsfS","ribosome silencing factor RsfS"
"CP021797.1",1878140,1878727,"NP_387268.2","ASP58446.1","CDO30_09070",NA,"nicotinate-nicotinamide nucleotide adenylyltransferase"
"CP021797.1",1878763,1880046,"NP_387267.1","ASP58447.1","CDO30_09075",NA,"gamma-glutamyl-phosphate reductase"
"CP021797.1",1880039,1881220,"NP_387266.1","ASP58448.1","CDO30_09080",NA,"glutamate 5-kinase"
"CP021797.1",1881223,1882233,"YP_001328671.1","ASP58449.1","CDO30_09085","obgE","GTPase ObgE"
"CP021797.1",1882411,1882998,"NP_387264.1","ASP58450.1","CDO30_09090",NA,"N-acetyltransferase"
"CP021797.1",1882995,1883645,"YP_001328669.1","ASP58451.1","CDO30_09095",NA,"N-acetyltransferase"
"CP021797.1",1883758,1884027,"WP_004676172.1","ASP58452.1","CDO30_09100",NA,"50S ribosomal protein L27"
"CP021797.1",1884061,1884432,"NP_387261.1","ASP58453.1","CDO30_09105","rplU","50S ribosomal protein L21"
"CP021797.1",1885693,1887612,"NP_387260.1","ASP58454.1","CDO30_09115",NA,"protease"
"CP021797.1",1887628,1888554,"NP_387259.1","ASP58455.1","CDO30_09120",NA,"serine protease"
"CP021797.1",1889028,1890146,"NP_387258.1","ASP58456.1","CDO30_09125",NA,"GRRM system radical SAM/SPASM domain protein"
"CP021797.1",1890656,1891423,"NP_387257.1","ASP60080.1","CDO30_09130",NA,"hypothetical protein"
"CP021797.1",1891426,1893015,"NP_387256.1","ASP58457.1","CDO30_09135",NA,"hypothetical protein"
"CP021797.1",1893553,1893990,"NP_387255.1","ASP58458.1","CDO30_09140",NA,"very short patch repair endonuclease"
"CP021797.1",1894124,1895446,"NP_387254.1","ASP60081.1","CDO30_09145",NA,"DNA (cytosine-5-)-methyltransferase"
"CP021797.1",1895751,1898744,"NP_387253.1","ASP58459.1","CDO30_09150",NA,"hypothetical protein"
"CP021797.1",1898710,1904208,"NP_387252.1","ASP58460.1","CDO30_09155",NA,"hypothetical protein"
"CP021797.1",1904205,1906163,"YP_002122353.1","ASP58461.1","CDO30_09160",NA,"DNA/RNA helicase"
"CP021797.1",1906330,1907286,"WP_076611730.1",NA,"CDO30_09165",NA,"IS3 family transposase"
"CP021797.1",1907426,1907834,"YP_001314955.1",NA,"CDO30_09170",NA,"IS66 family insertion sequence hypothetical protein"
"CP021797.1",1907917,1908906,"NP_436130.1","ASP58462.1","CDO30_09175",NA,"integrase"
"CP021797.1",1908903,1909817,"NP_436129.1","ASP58463.1","CDO30_09180",NA,"integrase"
"CP021797.1",1909811,1911040,"NP_436128.1","ASP58464.1","CDO30_09185",NA,"integrase"
"CP021797.1",1911237,1911509,NA,"ASP58465.1","CDO30_09190",NA,"IS66 family insertion sequence hypothetical protein"
"CP021797.1",1911585,1913198,"NP_387249.1","ASP58466.1","CDO30_09195",NA,"IS66 family transposase"
"CP021797.1",1914303,1914911,"NP_387248.1","ASP58467.1","CDO30_09200",NA,"hypothetical protein"
"CP021797.1",1915849,1916192,"WP_076612156.1","ASP58468.1","CDO30_09205",NA,"IS3 family transposase"
"CP021797.1",1914974,1915850,"WP_076612156.1","ASP58468.1","CDO30_09205",NA,"IS3 family transposase"
"CP021797.1",1916396,1916740,"NP_387245.1","ASP58469.1","CDO30_09210",NA,"DUF2293 domain-containing protein"
"CP021797.1",1917003,1917213,"NP_437137.1",NA,"CDO30_09215",NA,"hypothetical protein"
"CP021797.1",1917100,1917381,"WP_014332409.1","ASP58470.1","CDO30_09220",NA,"hypothetical protein"
"CP021797.1",1917329,1918584,"WP_020820471.1",NA,"CDO30_09225",NA,"IS66 family transposase"
"CP021797.1",1918584,1918985,"NP_387242.1","ASP58471.1","CDO30_09230",NA,"hypothetical protein"
"CP021797.1",1919831,1920013,"NP_387241.1","ASP58472.1","CDO30_09235",NA,"hypothetical protein"
"CP021797.1",1920447,1920767,"NP_387240.1","ASP58473.1","CDO30_09240",NA,"hypothetical protein"
"CP021797.1",1921500,1924004,"NP_387239.1","ASP58474.1","CDO30_09245",NA,"oxidoreductase"
"CP021797.1",1924001,1925446,"NP_387238.1","ASP58475.1","CDO30_09250",NA,"protease"
"CP021797.1",1925828,1926589,"NP_387237.1","ASP58476.1","CDO30_09255",NA,"hypothetical protein"
"CP021797.1",1926882,1927129,"WP_014531231.1",NA,"CDO30_09260",NA,"hypothetical protein"
"CP021797.1",1927145,1927285,"WP_011970372.1",NA,"CDO30_09265",NA,"YecA family protein"
"CP021797.1",1927584,1929107,"NP_387216.1","ASP58477.1","CDO30_09270",NA,"ISNCY family transposase"
"CP021797.1",1929354,1930868,"NP_387234.1","ASP58478.1","CDO30_09275",NA,"IS21 family transposase"
"CP021797.1",1930865,1931572,"NP_443910.1",NA,"CDO30_09280",NA,"hypothetical protein"
"CP021797.1",1931568,1932218,"WP_076611752.1",NA,"CDO30_09285",NA,"IS66 family transposase"
"CP021797.1",1932267,1932623,"WP_011970376.1","ASP58479.1","CDO30_09290",NA,"IS66 family insertion sequence hypothetical protein"
"CP021797.1",1932620,1933078,"NP_387230.1","ASP58480.1","CDO30_09295",NA,"IS66 family insertion sequence hypothetical protein"
"CP021797.1",1933225,1934868,"NP_387229.1","ASP58481.1","CDO30_09300",NA,"MFS transporter"
"CP021797.1",1935370,1935951,"YP_002122351.1","ASP58482.1","CDO30_09305",NA,"recombinase"
"CP021797.1",1936008,1936472,"YP_002122350.1","ASP60082.1","CDO30_09310",NA,"recombinase"
"CP021797.1",1936469,1936672,"YP_002122349.1","ASP58483.1","CDO30_09315",NA,"hypothetical protein"
"CP021797.1",1936694,1936870,"YP_002122348.1","ASP58484.1","CDO30_09320",NA,"hypothetical protein"
"CP021797.1",1937027,1937869,"NP_387228.1","ASP58485.1","CDO30_09325",NA,"ABC transporter permease"
"CP021797.1",1937882,1938826,"NP_387227.1","ASP58486.1","CDO30_09330",NA,"ABC transporter permease"
"CP021797.1",1938849,1940447,"NP_387226.1","ASP58487.1","CDO30_09335",NA,"peptide ABC transporter substrate-binding protein"
"CP021797.1",1940517,1942394,"NP_387225.1","ASP58488.1","CDO30_09340",NA,"ABC transporter ATP-binding protein"
"CP021797.1",1942394,1943410,"NP_387224.1","ASP58489.1","CDO30_09345",NA,"dipeptidase"
"CP021797.1",1944117,1944326,NA,"ASP58490.1","CDO30_09350",NA,"hypothetical protein"
"CP021797.1",1945003,1946292,"NP_387223.1","ASP58491.1","CDO30_09355",NA,"FAD-binding oxidoreductase"
"CP021797.1",1946520,1947530,"NP_387222.1","ASP58492.1","CDO30_09360",NA,"dipeptidase"
"CP021797.1",1947612,1947884,"NP_387221.1","ASP60083.1","CDO30_09365",NA,"hypothetical protein"
"CP021797.1",1947831,1948561,"WP_011427313.1",NA,"CDO30_09370",NA,"IS21 family transposase"
"CP021797.1",1948951,1949208,"NP_387220.1","ASP58493.1","CDO30_09375",NA,"hypothetical protein"
"CP021797.1",1949733,1951067,"WP_010970069.1","ASP58494.1","CDO30_09380",NA,"ISNCY family transposase ISRm17"
"CP021797.1",1951669,1952577,"NP_387218.1","ASP60084.1","CDO30_09385",NA,"dihydrodipicolinate synthase family protein"
"CP021797.1",1952746,1953438,"NP_387217.1","ASP58495.1","CDO30_09390",NA,"GntR family transcriptional regulator"
"CP021797.1",1953649,1954800,"NP_387216.1",NA,"CDO30_09395",NA,"transposase"
"CP021797.1",1955712,1956048,"WP_076612156.1","ASP58496.1","CDO30_09400",NA,"IS3 family transposase"
"CP021797.1",1954829,1955712,"WP_076612156.1","ASP58496.1","CDO30_09400",NA,"IS3 family transposase"
"CP021797.1",1956125,1956496,"YP_001313760.1",NA,"CDO30_09405",NA,"transposase"
"CP021797.1",1956804,1957082,"NP_436425.1",NA,"CDO30_09410",NA,"IS66 family transposase"
"CP021797.1",1957395,1958498,"WP_000555380.1",NA,"CDO30_09415",NA,"IS110 family transposase"
"CP021797.1",1958693,1959022,"NP_387214.1","ASP60085.1","CDO30_09420",NA,"transcriptional regulator"
"CP021797.1",1959118,1959242,"NP_435654.1",NA,"CDO30_09425",NA,"transcriptional regulator"
"CP021797.1",1959614,1959738,"NP_435654.1",NA,"CDO30_09430",NA,"transcriptional regulator"
"CP021797.1",1960110,1960234,"NP_435654.1",NA,"CDO30_09435",NA,"transcriptional regulator"
"CP021797.1",1960380,1961222,"NP_387213.1","ASP58497.1","CDO30_09440",NA,"L-proline cis-4-hydroxylase"
"CP021797.1",1961414,1963144,NA,"ASP58498.1","CDO30_09445",NA,"hypothetical protein"
"CP021797.1",1963674,1963798,"NP_435654.1",NA,"CDO30_09450",NA,"transcriptional regulator"
"CP021797.1",1963944,1964786,"NP_387213.1","ASP58499.1","CDO30_09455",NA,"L-proline cis-4-hydroxylase"
"CP021797.1",1965164,1966012,"NP_387212.1","ASP58500.1","CDO30_09460","proB","glutamate 5-kinase"
"CP021797.1",1966299,1967306,"NP_387211.1","ASP58501.1","CDO30_09465",NA,"DUF1611 domain-containing protein"
"CP021797.1",1967315,1967554,"YP_004144829.1",NA,"CDO30_09470",NA,"IS110 family transposase"
"CP021797.1",1968247,1968708,"NP_387210.1","ASP58502.1","CDO30_09475",NA,"IS66 family insertion sequence hypothetical protein"
"CP021797.1",1968689,1969138,NA,"ASP58503.1","CDO30_09480",NA,"IS66 family insertion sequence hypothetical protein"
"CP021797.1",1969139,1970299,"WP_076611730.1",NA,"CDO30_09485",NA,"IS3 family transposase"
"CP021797.1",1970372,1970572,"WP_007407192.1","ASP60086.1","CDO30_09490",NA,"hypothetical protein"
"CP021797.1",1970618,1970899,"WP_010967204.1",NA,"CDO30_09495",NA,"IS256 family transposase"
"CP021797.1",1971160,1971879,"NP_387206.1","ASP58504.1","CDO30_09500",NA,"integrase/recombinase"
"CP021797.1",1972170,1972346,"YP_002122347.1","ASP58505.1","CDO30_09505",NA,"transcriptional regulator"
"CP021797.1",1972410,1973639,"NP_387205.1","ASP58506.1","CDO30_09510",NA,"integrase"
"CP021797.1",1973974,1974313,"WP_011970797.1","ASP58507.1","CDO30_09515",NA,"IS630 family transposase"
"CP021797.1",1974313,1974974,"WP_011970797.1","ASP58507.1","CDO30_09515",NA,"IS630 family transposase"
"CP021797.1",1974971,1975795,"NP_387202.1","ASP58508.1","CDO30_09520",NA,"DUF429 domain-containing protein"
"CP021797.1",1975937,1976440,"NP_387201.1","ASP58509.1","CDO30_09525",NA,"hypothetical protein"
"CP021797.1",1976717,1976878,"NP_387200.1","ASP58510.1","CDO30_09530",NA,"hypothetical protein"
"CP021797.1",1976940,1978247,"NP_387199.1","ASP58511.1","CDO30_09535",NA,"amidase"
"CP021797.1",1978372,1978593,"NP_387198.1","ASP58512.1","CDO30_09540",NA,"KTSC domain-containing protein"
"CP021797.1",1978750,1980312,"NP_387197.1","ASP58513.1","CDO30_09545",NA,"alkaline phosphatase"
"CP021797.1",1980448,1982274,"NP_387196.1","ASP58514.1","CDO30_09550","typA","translational GTPase TypA"
"CP021797.1",1982618,1983124,"NP_387195.1","ASP58515.1","CDO30_09555",NA,"N-acetyltransferase"
"CP021797.1",1983171,1983773,"NP_387194.1","ASP58516.1","CDO30_09560",NA,"hypothetical protein"
"CP021797.1",1983931,1984464,"NP_387193.1","ASP58517.1","CDO30_09565",NA,"inorganic pyrophosphatase"
"CP021797.1",1984609,1984902,"NP_387192.1","ASP60087.1","CDO30_09570",NA,"hypothetical protein"
"CP021797.1",1985138,1986385,"NP_387191.1","ASP58518.1","CDO30_09575",NA,"MFS transporter"
"CP021797.1",1986563,1987321,"NP_387190.1","ASP58519.1","CDO30_09580",NA,"GMP synthase"
"CP021797.1",1987324,1987803,"NP_387189.1","ASP58520.1","CDO30_09585",NA,"hypothetical protein"
"CP021797.1",1987839,1989476,"NP_387188.1","ASP58521.1","CDO30_09590",NA,"heme biosynthesis protein HemY"
"CP021797.1",1989495,1990811,"NP_387187.1","ASP58522.1","CDO30_09595",NA,"hypothetical protein"
"CP021797.1",1991031,1991738,"NP_387186.1","ASP58523.1","CDO30_09600",NA,"uroporphyrinogen III synthase"
"CP021797.1",1991743,1992672,"NP_387185.1","ASP58524.1","CDO30_09605",NA,"hydroxymethylbilane synthase"
"CP021797.1",1992859,1993941,"NP_387184.1","ASP58525.1","CDO30_09610","tsaD","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD"
"CP021797.1",1993952,1994953,"NP_387183.1","ASP58526.1","CDO30_09615",NA,"glycerol-3-phosphate dehydrogenase (NAD(P)(+))"
"CP021797.1",1994971,1995264,"NP_387182.1","ASP58527.1","CDO30_09620",NA,"hypothetical protein"
"CP021797.1",1995271,1995702,"NP_387181.1","ASP58528.1","CDO30_09625",NA,"EVE domain-containing protein"
"CP021797.1",1995717,1996373,"NP_387180.2","ASP58529.1","CDO30_09630",NA,"methyltransferase"
"CP021797.1",1997013,1997633,"NP_387179.1","ASP58530.1","CDO30_09635",NA,"hypothetical protein"
"CP021797.1",1997938,1998330,"NP_387178.1","ASP58531.1","CDO30_09640","sdhC","succinate dehydrogenase%2C cytochrome b556 subunit"
"CP021797.1",1998341,1998721,"NP_387177.1","ASP58532.1","CDO30_09645","sdhD","succinate dehydrogenase%2C hydrophobic membrane anchor protein"
"CP021797.1",1998729,2000570,"NP_387176.1","ASP58533.1","CDO30_09650",NA,"succinate dehydrogenase flavoprotein subunit"
"CP021797.1",2000589,2001368,"NP_387175.1","ASP58534.1","CDO30_09655",NA,"succinate dehydrogenase iron-sulfur subunit"
"CP021797.1",2001519,2002115,"NP_387174.1","ASP58535.1","CDO30_09660","msrA","peptide-methionine (S)-S-oxide reductase"
"CP021797.1",2002335,2002976,"NP_387173.1","ASP58536.1","CDO30_09665",NA,"hypothetical protein"
"CP021797.1",2003006,2004106,"NP_387172.1","ASP58537.1","CDO30_09670",NA,"gfo/Idh/MocA family oxidoreductase"
"CP021797.1",2004149,2005354,"NP_387171.1","ASP58538.1","CDO30_09675",NA,"sugar kinase"
"CP021797.1",2005586,2006890,"NP_387170.1","ASP58539.1","CDO30_09680",NA,"carbohydrate ABC transporter substrate-binding protein"
"CP021797.1",2006968,2007906,"NP_387169.1","ASP58540.1","CDO30_09685",NA,"sugar ABC transporter permease"
"CP021797.1",2007899,2008747,"NP_387168.1","ASP58541.1","CDO30_09690",NA,"carbohydrate ABC transporter permease"
