"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat","Entry","Entry name","Status","Protein names","Gene names","Organism","Length","Gene ontology (biological process)","Gene ontology (cellular component)","Gene ontology (GO)","Gene ontology (molecular function)","Gene ontology IDs"
"pSymA","gene-CDO30_21135","NP_435384.1","alpha/beta hydrolase",1,1,1,577532,577532,0.2739197,0.2739197,0.2739197,0.09,"shoot+(DZA-3)[1]","3","DZA only","GxE","Q930Q7","Q930Q7_RHIME","unreviewed","Abhydrolase_3 domain-containing protein","SMa0259","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",281,NA,NA,"hydrolase activity [GO:0016787]","hydrolase activity [GO:0016787]","GO:0016787"
"pSymA","gene-CDO30_21140","NP_435383.1","NADH:flavin oxidoreductase",1,1,1,579890,579890,-0.1928388,-0.1928388,0.1928388,0.241,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q930Q8","Q930Q8_RHIME","unreviewed","Oxidoreductase","SMa0257","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",697,NA,NA,"FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]","FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]","GO:0010181; GO:0016491"
"pSymA","gene-CDO30_21160","NP_435379.1","L-dehydroascorbate transporter large permease subunit",2,1,2,584466,584472,-0.1931593,0.3471798,0.27016955,0.165,"shoot-(A17-2)[1], shoot+(A17-4)[1]","2, 4","A17 only","GxG","Q930R2","Q930R2_RHIME","unreviewed","TRAP-type large permease component","SMa0250","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",425,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymA","gene-CDO30_21165","NP_435378.1","TRAP transporter permease DctQ",6,1,8,585106,585452,-0.3280307,0.3468103,0.2464063,0.210625,"shoot+(DZA-1)[1], shoot-(A17-2)[4], shoot-(DZA-3)[2], shoot+(DZA-3)[1]","1, 2, 3","Both","Partially Universal","Q930R3","Q930R3_RHIME","unreviewed","TRAP-type small permease component","SMa0249","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",177,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymA","gene-CDO30_21170","NP_435377.1","fumarylacetoacetate hydrolase",3,1,4,585629,585839,-0.2429172,0.2009563,0.213715725,0.25775,"shoot-(A17-2)[2], shoot+(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other","Q930R4","Q930R4_RHIME","unreviewed","FAA_hydrolase domain-containing protein","SMa0247","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",398,NA,NA,"catalytic activity [GO:0003824]","catalytic activity [GO:0003824]","GO:0003824"
"pSymA","gene-CDO30_21175","NP_435376.2","FadR family transcriptional regulator",2,1,2,587220,587518,-0.3281017,-0.1543413,0.2412215,0.2565,"shoot-(A17-2)[2]","2","A17 only","GxE","Q930R5","Q930R5_RHIME","unreviewed","Transcriptional regulator, GntR family","SMa0246","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",236,NA,NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700"
"pSymA","gene-CDO30_21185","NP_435374.1","NAD-dependent epimerase",1,1,1,589440,589440,-0.1850339,-0.1850339,0.1850339,0.283,"shoot-(A17-2)[1]","2","A17 only","GxE","Q930R7","Q930R7_RHIME","unreviewed","Epimerase","SMa0241","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",327,NA,NA,"catalytic activity [GO:0003824]","catalytic activity [GO:0003824]","GO:0003824"
"pSymA","gene-CDO30_21190","NP_435373.1","NAD(P)-dependent oxidoreductase",2,1,3,590396,590514,-0.3159547,0.3169923,0.266318566666667,0.134666666666667,"shoot+(DZA-1)[1], shoot-(A17-2)[2]","1, 2","Both","other","Q930R8","Q930R8_RHIME","unreviewed","Dehydrogenase","SMa0237","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",293,NA,NA,"NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]","NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]","GO:0016491; GO:0050661; GO:0051287"
"pSymA","gene-CDO30_21195","NP_435372.1","dihydroxy-acid dehydratase",2,1,4,592118,592463,-0.3019081,0.297317,0.284421075,0.0875,"shoot+(DZA-1)[2], shoot-(A17-2)[1], shoot-(DZA-3)[1]","1, 2, 3","Both","Partially Universal","Q930R9","Q930R9_RHIME","unreviewed","Dihydroxy-acid dehydratase (EC 4.2.1.9)","SMa0235","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",592,NA,NA,"dihydroxy-acid dehydratase activity [GO:0004160]","dihydroxy-acid dehydratase activity [GO:0004160]","GO:0004160"
"pSymA","gene-CDO30_21210","NP_435369.1","transcription elongation factor GreAB",2,1,2,595623,595861,-0.2689553,0.2528821,0.2609187,0.1125,"shoot-(A17-2)[1], shoot+(A17-4)[1]","2, 4","A17 only","GxG","Q930S2","Q930S2_RHIME","unreviewed","GreA_GreB domain-containing protein","SMa0229","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",140,"regulation of DNA-templated transcription, elongation [GO:0032784]",NA,"DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; regulation of DNA-templated transcription, elongation [GO:0032784]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]","GO:0003677; GO:0032784; GO:0070063"
"pSymA","gene-CDO30_21215","WP_014990337.1","hypothetical protein",2,1,2,596126,596157,-0.2019845,0.2594629,0.2307237,0.2305,"shoot-(DZA-1)[1], shoot+(DZA-3)[1]","1, 3","DZA only","GxG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21220","NP_435368.1","glutamate dehydrogenase",2,1,3,596694,597407,0.1922524,0.2438086,0.212986833333333,0.153666666666667,"shoot+(DZA-1)[1], shoot+(DZA-3)[2]","1, 3","DZA only","GxG","Q930S3","Q930S3_RHIME","unreviewed","Glutamate dehydrogenase","gdhA SMa0228","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",448,"cellular amino acid metabolic process [GO:0006520]",NA,"nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]; cellular amino acid metabolic process [GO:0006520]","nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]","GO:0000166; GO:0006520; GO:0016639"
"pSymA","gene-CDO30_21225","NP_435367.2","dehydrogenase",3,1,3,598068,598747,-0.1602435,0.2791728,0.212589266666667,0.267,"shoot+(A17-2)[1], shoot-(A17-2)[1], shoot+(DZA-3)[1]","2, 3","Both","other","Q930S4","Q930S4_RHIME","unreviewed","Dehydrogenase","SMa0226","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",330,NA,NA,"catalytic activity [GO:0003824]","catalytic activity [GO:0003824]","GO:0003824"
"pSymA","gene-CDO30_21230","NP_435366.2","MFS transporter",2,1,2,599751,600392,0.2649415,0.3215547,0.2932481,0.0915,"shoot+(DZA-3)[2]","3","DZA only","GxE","Q930S5","Q930S5_RHIME","unreviewed","Permease, MFS","SMa0224","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",490,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857"
"pSymA","gene-CDO30_21240","NP_435364.1","GntR family transcriptional regulator",1,1,1,601928,601928,-0.2020218,-0.2020218,0.2020218,0.225,"shoot-(A17-2)[1]","2","A17 only","GxE","Q930S7","Q930S7_RHIME","unreviewed","Transcriptional regulator, GntR family","SMa0222","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",242,NA,NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700"
"pSymA","gene-CDO30_21245","NP_435363.1","sorbosone dehydrogenase",1,1,1,602570,602570,0.3532018,0.3532018,0.3532018,0.063,"shoot+(DZA-3)[1]","3","DZA only","GxE","Q930S8","Q930S8_RHIME","unreviewed","NAD-dependent aldehyde dehydrogenase","SMa0220","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",504,NA,NA,"metal ion binding [GO:0046872]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]","metal ion binding [GO:0046872]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]","GO:0016620; GO:0046872"
"pSymA","gene-CDO30_21260","YP_001313952.1","sugar ABC transporter ATP-binding protein",2,1,2,605763,606271,-0.2062262,0.1523007,0.17926345,0.272,"shoot-(A17-2)[1], shoot+(A17-2)[1]","2","A17 only","GxE","A6UK39","A6UK39_SINMW","unreviewed","ABC transporter related","Smed_5243","Sinorhizobium medicae (strain WSM419) (Ensifer medicae)",245,NA,NA,"ATP binding [GO:0005524]; ATPase activity [GO:0016887]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0016887"
"pSymA","gene-CDO30_21265","NP_435359.2","5-keto-4-deoxyuronate isomerase",1,1,3,606537,606537,-0.2853222,0.2306813,0.261324966666667,0.11,"shoot+(DZA-1)[1], shoot-(A17-2)[1], shoot-(DZA-3)[1]","1, 2, 3","Both","Partially Universal","Q930T2","KDUI1_RHIME","reviewed","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1 (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase 1) (DKI isomerase 1)","kduI1 RA0113 SMa0214","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",280,"pectin catabolic process [GO:0045490]",NA,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity [GO:0008697]; zinc ion binding [GO:0008270]; pectin catabolic process [GO:0045490]","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity [GO:0008697]; zinc ion binding [GO:0008270]","GO:0008270; GO:0008697; GO:0045490"
"pSymA","gene-CDO30_21270","NP_435358.1","hypothetical protein",1,1,2,607650,607650,0.1707613,0.1953591,0.1830602,0.361,"shoot+(A17-2)[1], shoot+(A17-4)[1]","2, 4","A17 only","GxG","Q930T3","Q930T3_RHIME","unreviewed","Uncharacterized protein","SMa0211","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",64,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21275","NP_435357.2","hypothetical protein",1,1,1,608174,608174,0.3046273,0.3046273,0.3046273,0.079,"shoot+(DZA-3)[1]","3","DZA only","GxE","Q930T4","Q930T4_RHIME","unreviewed","Uncharacterized protein","SMa0210","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",88,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21280","NP_435356.1","hypothetical protein",1,1,1,608655,608655,0.1613634,0.1613634,0.1613634,0.423,"shoot+(A17-2)[1]","2","A17 only","GxE","Q930T5","Q930T5_RHIME","unreviewed","Uncharacterized protein","SMa0209","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",362,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21295","NP_435353.2","ABC transporter substrate-binding protein",2,1,2,611984,612530,-0.2729862,-0.1580571,0.21552165,0.2645,"shoot-(A17-2)[2]","2","A17 only","GxE","Q930T8","Q930T8_RHIME","unreviewed","ABC transporter, periplasmic solute-binding protein","SMa0203","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",338,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21345","NP_435345.1","hypothetical protein",1,1,2,619727,619727,-0.1821605,-0.1557712,0.16896585,0.293,"shoot-(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other","Q930U5","Q930U5_RHIME","unreviewed","Uncharacterized protein","SMa0189","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",147,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymA","gene-CDO30_21355","NP_435343.1","MFS transporter",2,1,2,621605,622370,-0.1767064,0.2219912,0.1993488,0.327,"shoot+(DZA-3)[1], shoot-(DZA-3)[1]","3","DZA only","GxE","Q930U7","Q930U7_RHIME","unreviewed","MFS domain-containing protein","SMa0185","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",514,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857"
"pSymA","gene-CDO30_21365","NP_435341.1","PhzF family phenazine biosynthesis protein",1,1,2,624430,624430,-0.2564796,-0.2263256,0.2414026,0.136,"shoot-(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other","Q930U9","Q930U9_RHIME","unreviewed","Epimerase","SMa0180","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",290,"biosynthetic process [GO:0009058]",NA,"catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]","catalytic activity [GO:0003824]","GO:0003824; GO:0009058"
"pSymA","gene-CDO30_21380","YP_002823300.1","GYD domain-containing protein",1,1,1,626727,626727,0.3246902,0.3246902,0.3246902,0.073,"shoot+(A17-2)[1]","2","A17 only","GxE","C3KR39","C3KR39_SINFN","unreviewed","Uncharacterized protein","NGR_b10940","Sinorhizobium fredii (strain NBRC 101917 / NGR234)",106,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21390","NP_435338.1","polyphosphate kinase 2",3,1,3,628793,629351,-0.1826703,0.2525559,0.2027331,0.293,"shoot+(A17-2)[1], shoot-(DZA-3)[2]","2, 3","Both","other","Q930V2","PK21B_RHIME","reviewed","Polyphosphate:ADP phosphotransferase 2 (EC 2.7.4.1) (Polyphosphate kinase PPK2 2)","SMa0172","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",306,"ATP biosynthetic process [GO:0006754]",NA,"polyphosphate kinase activity [GO:0008976]; ATP biosynthetic process [GO:0006754]","polyphosphate kinase activity [GO:0008976]","GO:0006754; GO:0008976"
"pSymA","gene-CDO30_21395","NP_435337.1","alpha/beta hydrolase",1,1,1,629800,629800,-0.183921,-0.183921,0.183921,0.482,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q930V3","Q930V3_RHIME","unreviewed","Hydrolase_4 domain-containing protein","SMa0171","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",254,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21410","NP_435334.1","hypothetical protein",2,1,2,632483,632574,-0.1740597,-0.1497373,0.1618985,0.3955,"shoot-(DZA-3)[2]","3","DZA only","GxE","Q930V6","Q930V6_RHIME","unreviewed","TPR_REGION domain-containing protein","SMa0166","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",176,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21420","NP_435332.2","secretin",3,1,3,633644,634097,-0.2080014,-0.1680951,0.187991033333333,0.307333333333333,"shoot-(A17-2)[2], shoot-(DZA-3)[1]","2, 3","Both","other","Q930V8","Q930V8_RHIME","unreviewed","PilQ2 pilus assembly protein","pilQ2 SMa0163","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",466,"protein secretion [GO:0009306]",NA,"protein secretion [GO:0009306]",NA,"GO:0009306"
"pSymA","gene-CDO30_21425","NP_435330.1","GntR family transcriptional regulator",1,1,1,635161,635161,-0.206341,-0.206341,0.206341,0.403,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q930W0","Q930W0_RHIME","unreviewed","Transcriptional regulator, GntR family","SMa0160","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",224,NA,NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700"
"pSymA","gene-CDO30_21435","NP_435328.1","TRAP transporter small permease",4,1,5,636899,637229,-0.2446043,0.1920772,0.19917902,0.224,"shoot-(DZA-1)[1], shoot+(A17-2)[1], shoot-(A17-2)[2], shoot-(DZA-3)[1]","1, 2, 3","Both","Partially Universal","Q930W2","Q930W2_RHIME","unreviewed","Uncharacterized protein","SMa0155","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",189,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymA","gene-CDO30_21440","YP_001313846.1","TRAP transporter large permease",4,1,6,637720,638146,-0.2198421,0.2852699,0.232079383333333,0.355833333333333,"shoot+(A17-2)[3], shoot-(A17-2)[1], shoot+(DZA-3)[1], shoot-(DZA-3)[1]","2, 3","Both","other","A6UJT3","A6UJT3_SINMW","unreviewed","TRAP dicarboxylate transporter, DctM subunit","Smed_5136","Sinorhizobium medicae (strain WSM419) (Ensifer medicae)",438,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymA","gene-CDO30_21445","YP_001313847.1","MCD%2C Malonyl-CoA decarboxylase MCD",3,1,6,638790,639150,-0.2806515,0.3374951,0.228356183333333,0.317666666666667,"shoot+(DZA-1)[1], shoot-(A17-2)[1], shoot+(A17-2)[2], shoot+(DZA-3)[2]","1, 2, 3","Both","Partially Universal","A6UJT4","A6UJT4_SINMW","unreviewed","Malonyl-CoA decarboxylase (EC 4.1.1.9)","Smed_5137","Sinorhizobium medicae (strain WSM419) (Ensifer medicae)",479,"fatty acid biosynthetic process [GO:0006633]",NA,"malonyl-CoA decarboxylase activity [GO:0050080]; fatty acid biosynthetic process [GO:0006633]","malonyl-CoA decarboxylase activity [GO:0050080]","GO:0006633; GO:0050080"
"pSymA","gene-CDO30_21450","NP_435326.1","malonyl-CoA synthase",1,1,2,640242,640242,0.1661888,0.166351,0.1662699,0.393,"shoot+(A17-2)[1], shoot+(DZA-3)[1]","2, 3","Both","other","Q930W4","Q930W4_RHIME","unreviewed","Fatty acid CoA ligase (EC 6.2.1.-)","SMa0150","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",508,NA,NA,"ligase activity [GO:0016874]; metal ion binding [GO:0046872]","ligase activity [GO:0016874]; metal ion binding [GO:0046872]","GO:0016874; GO:0046872"
"pSymA","gene-CDO30_21460","NP_435324.1","hypothetical protein",1,1,1,642519,642519,-0.2113745,-0.2113745,0.2113745,0.152,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q930W6","Q930W6_RHIME","unreviewed","Uncharacterized protein","SMa0148","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",237,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21470","NP_435322.1","anti-sigma factor",1,1,1,643814,643814,0.2607042,0.2607042,0.2607042,0.105,"shoot+(DZA-3)[1]","3","DZA only","GxE","Q930W8","Q930W8_RHIME","unreviewed","Uncharacterized protein","SMa0144","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",261,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21480","NP_435320.1","protease",1,1,1,645594,645594,0.237617,0.237617,0.237617,0.466,"shoot+(A17-2)[1]","2","A17 only","GxE","Q930X0","Q930X0_RHIME","unreviewed","Extracellular serine protease (EC 3.4.21.-)","SMa0142","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",466,NA,NA,"serine-type endopeptidase activity [GO:0004252]","serine-type endopeptidase activity [GO:0004252]","GO:0004252"
"pSymA","gene-CDO30_21490","NP_435318.2","bifunctional diguanylate cyclase/phosphodiesterase",6,1,10,647508,649408,-0.2506429,0.2386045,0.20724084,0.2675,"shoot-(A17-2)[4], shoot+(A17-2)[2], shoot-(DZA-3)[4]","2, 3","Both","other","Q930X2","Q930X2_RHIME","unreviewed","Diguanylate cyclase/phosphodiesterase","SMa0137","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",733,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymA","gene-CDO30_21495","NP_435317.2","AI-2E family transporter",6,1,9,650179,651505,-0.2442305,-0.148841,0.192291444444444,0.239777777777778,"shoot-(A17-2)[4], shoot-(DZA-3)[4], shoot-(A17-4)[1]","2, 3, 4","Both","Partially Universal","Q930X3","Q930X3_RHIME","unreviewed","Uncharacterized protein","SMa0136","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",670,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymA","gene-CDO30_21505","NP_435316.1","hypothetical protein",3,1,5,652431,652928,-0.2149433,0.2406341,0.19692062,0.4314,"shoot+(A17-2)[2], shoot-(DZA-3)[1], shoot+(DZA-3)[2]","2, 3","Both","other","Q930X4","Q930X4_RHIME","unreviewed","Uncharacterized protein","SMa0134","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",201,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21515","NP_435314.1","fatty acid desaturase",2,1,3,653674,654076,-0.2010675,-0.1595633,0.176623,0.29,"shoot-(A17-2)[1], shoot-(DZA-3)[1], shoot-(A17-4)[1]","2, 3, 4","Both","Partially Universal","Q930X6","Q930X6_RHIME","unreviewed","Fatty acid desaturase (EC 1.14.99.-)","SMa0130","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",355,"lipid metabolic process [GO:0006629]","integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; lipid metabolic process [GO:0006629]","oxidoreductase activity [GO:0016491]","GO:0006629; GO:0016021; GO:0016491"
"pSymA","gene-CDO30_21520","NP_435313.1","hypothetical protein",1,1,2,654629,654629,-0.3460332,0.3955273,0.37078025,0.052,"shoot+(DZA-3)[1], shoot-(A17-4)[1]","3, 4","Both","other","Q930X7","Q930X7_RHIME","unreviewed","Uncharacterized protein","SMa0128","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",126,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21530","NP_435311.1","co-chaperone GroES",1,1,1,655931,655931,0.2289917,0.2289917,0.2289917,0.204,"shoot+(A17-4)[1]","4","A17 only","GxE","Q930X9","CH103_RHIME","reviewed","10 kDa chaperonin 3 (GroES protein 3) (Protein Cpn10 3)","groS3 groES3 RA0065 SMa0125","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",105,"protein folding [GO:0006457]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0005737; GO:0006457; GO:0016887"
"pSymA","gene-CDO30_21535","NP_435310.1","molecular chaperone GroEL",3,1,3,656986,657834,-0.2569734,0.2291135,0.224120533333333,0.199,"shoot+(A17-2)[1], shoot-(DZA-3)[1], shoot+(DZA-3)[1]","2, 3","Both","other","Q930Y0","CH603_RHIME","reviewed","60 kDa chaperonin 3 (GroEL protein 3) (Protein Cpn60 3)","groL3 groEL3 RA0064 SMa0124","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",544,"protein refolding [GO:0042026]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]","GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082"
"pSymA","gene-CDO30_21540","NP_435309.1","hypothetical protein",1,1,2,658160,658160,-0.2861276,-0.2380059,0.26206675,0.11,"shoot-(A17-2)[1], shoot-(A17-4)[1]","2, 4","A17 only","GxG","Q930Y1","Q930Y1_RHIME","unreviewed","Uncharacterized protein","SMa0123","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",127,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymA","gene-CDO30_21550","NP_435307.1","cytochrome C",1,1,1,659049,659049,0.232553,0.232553,0.232553,0.225,"shoot+(A17-4)[1]","4","A17 only","GxE","Q930Y3","Q930Y3_RHIME","unreviewed","Cytochrome c domain-containing protein","SMa0118","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",175,NA,NA,"electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","GO:0009055; GO:0020037; GO:0046872"
"pSymA","gene-CDO30_21555","NP_435306.1","hypothetical protein",1,1,1,659880,659880,-0.2986842,-0.2986842,0.2986842,0.11,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q930Y4","Q930Y4_RHIME","unreviewed","Uncharacterized protein","SMa0117","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",112,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_21575","NP_435303.1","histidine kinase",4,1,5,662171,663300,-0.2766579,0.2060411,0.20464506,0.2284,"shoot-(A17-2)[1], shoot+(A17-2)[2], shoot-(DZA-3)[2]","2, 3","Both","other","Q930Y7","Q930Y7_RHIME","unreviewed","Blue-light-activated histidine kinase","SMa0113","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",853,"regulation of transcription, DNA-templated [GO:0006355]",NA,"protein histidine kinase activity [GO:0004673]; regulation of transcription, DNA-templated [GO:0006355]","protein histidine kinase activity [GO:0004673]","GO:0004673; GO:0006355"
"pSymA","gene-CDO30_21590","NP_435301.1","ABC transporter ATP-binding protein",1,1,1,666569,666569,0.2424318,0.2424318,0.2424318,0.183,"shoot+(A17-2)[1]","2","A17 only","GxE","Q930Y9","Q930Y9_RHIME","unreviewed","ABC transporter, ATP-binding protein","SMa0110","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",320,"peptide transport [GO:0015833]","plasma membrane [GO:0005886]","plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; peptide transport [GO:0015833]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0005886; GO:0015833; GO:0016887"
