"region","gene_ID","RefSeq_ID","ncbi_func","traits","lines","overlap"
"pSymA","CDO30_22160","NP_436495.1","ATP-dependent helicase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22170","NP_436494.2","glutathione S-transferase family protein","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_22175","WP_003525475.1","adenylyltransferase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22180","NP_436491.1","oxidoreductase","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_22205","NP_436486.1","sugar kinase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22210","NP_436485.1","GGDEF domain-containing protein","height","DZA","trait_only"
"pSymA","CDO30_22220","NP_436483.2","SH3 domain-containing protein","height","DZA","trait_only"
"pSymA","CDO30_22230","NP_436482.1","penicillin-binding protein 2","height","DZA","trait_only"
"pSymA","CDO30_22235","NP_436481.1","penicillin-binding protein 1A","height, height.plast","A17, DZA","both_traits"
"pSymA","CDO30_22240","NP_436480.1","LysR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22255","NP_436477.2","LysR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22315","NP_436465.1","hypothetical protein","height.plast","DZA","plast_only"
"pSymA","CDO30_22320","YP_001314981.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22330","NP_436462.1","integrase","height","A17","trait_only"
"pSymA","CDO30_22405","YP_002822682.1","DUF2191 domain-containing protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22610","NP_436416.2","transcriptional regulator","height","DZA","trait_only"
"pSymA","CDO30_22615","WP_013851101.1","addiction module toxin RelE","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22720","NP_436397.2","hemolysin-type calcium-binding protein","height","DZA","trait_only"
"pSymA","CDO30_22725","WP_013851125.1","DUF2798 domain-containing protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22735","NP_436395.1","LysR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymA","CDO30_22820","NP_436377.2","CsbD family protein","height","DZA","trait_only"
"pSymA","CDO30_23055","WP_017266788.1","LysR family transcriptional regulator","height.plast","DZA","plast_only"
"pSymA","CDO30_23060","NP_436334.1","epimerase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23065","NP_436333.1","LysR family transcriptional regulator","height","A17","trait_only"
"pSymA","CDO30_23070","NP_436332.2","haloacid dehalogenase type II","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23075","NP_436331.2","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23095","NP_436326.2","type 1 glutamine amidotransferase domain-containing protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23100","NP_436325.1","short-chain dehydrogenase","height","A17","trait_only"
"pSymA","CDO30_23105","NP_436324.1","LysR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23120","NP_436321.2","polyhydroxybutyrate depolymerase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23125","NP_436320.2","transcriptional regulator","height.plast","DZA","plast_only"
"pSymA","CDO30_23130","NP_436319.2","MFS transporter","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23135","NP_436318.1","NmrA family protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23140","NP_436317.2","LysR family transcriptional regulator","height","DZA, A17","trait_only"
"pSymA","CDO30_23155","NP_436315.1","serine hydrolase","height, height.plast","A17, DZA","both_traits"
"pSymA","CDO30_23160","WP_015445499.1","class A beta-lactamase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23175","NP_436312.1","Crp/Fnr family transcriptional regulator","height","DZA","trait_only"
"pSymA","CDO30_23195","NP_436309.1","hypothetical protein","height","A17","trait_only"
"pSymA","CDO30_23320","NP_436294.1","penicillin-binding protein","height","DZA","trait_only"
"pSymA","CDO30_23335","YP_001314413.1","protease","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_23345","NP_436290.1","osmotically inducible protein C","height.plast","DZA","plast_only"
"pSymA","CDO30_23355","NP_436288.1","peptide-methionine (R)-S-oxide reductase","height","DZA","trait_only"
"pSymA","CDO30_23435","NP_436274.1","FAD-binding oxidoreductase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23445","NP_436272.1","ABC transporter ATP-binding protein","height","A17","trait_only"
"pSymA","CDO30_23485","NP_436264.1","FAD-binding oxidoreductase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_23490","NP_436263.1","NAD-dependent succinate-semialdehyde dehydrogenase","height","DZA","trait_only"
"pSymA","CDO30_23495","NP_436262.1","tartrate dehydrogenase","height","A17","trait_only"
"pSymA","CDO30_23525","NP_436257.2","N-acetyltransferase","height.plast","DZA","plast_only"
"pSymA","CDO30_23555","NP_436252.1","AraC family transcriptional regulator","height","DZA","trait_only"
"pSymA","CDO30_23570","WP_014531371.1","hypothetical protein","height","DZA","trait_only"
"pSymA","CDO30_23630","NP_436237.1","potassium transporter Kup","height","DZA","trait_only"
"pSymA","CDO30_23740","NP_436220.1","DUF937 domain-containing protein","height","DZA","trait_only"
"pSymA","CDO30_23780","NP_436212.1","ABC transporter permease","height","DZA","trait_only"
"pSymA","CDO30_23825","NP_436204.1","DUF2218 domain-containing protein","height.plast","A17","plast_only"
"pSymA","CDO30_23835","NP_436202.1","LysR family transcriptional regulator","height","DZA","trait_only"
"pSymA","CDO30_23895","NP_436190.1","adenine deaminase","height","DZA","trait_only"
"pSymA","CDO30_23905","NP_436188.1","adenine deaminase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_24000","NP_436170.1","arylsulfatase","height","DZA","trait_only"
"pSymA","CDO30_24005","NP_436169.1","haloacid dehalogenase-like hydrolase","height","DZA","trait_only"
"pSymA","CDO30_24010","NP_436168.1","hypothetical protein","height","A17","trait_only"
"pSymA","CDO30_24195","NP_436136.1","LysR family transcriptional regulator","height","DZA","trait_only"
"pSymA","CDO30_24200","NP_436135.2","nuclear transport factor 2 family protein","height","DZA","trait_only"
"pSymA","CDO30_24305","YP_002823460.1","FAD-dependent oxidoreductase","height.plast","A17","plast_only"
"pSymA","CDO30_24315","NP_436111.2","ester cyclase","height.plast","A17","plast_only"
"pSymA","CDO30_24320","YP_002823055.1","hypothetical protein","height","DZA","trait_only"
"pSymA","CDO30_24330","NP_436110.1","endo-1%2C3-1%2C4-beta-glycanase EglC","height","DZA","trait_only"
"pSymA","CDO30_24350","NP_436107.2","adenylate/guanylate cyclase domain-containing protein","height, height.plast","A17, DZA","both_traits"
"pSymA","CDO30_24355","NP_436106.1","mechanosensitive ion channel family protein","height","DZA","trait_only"
"pSymA","CDO30_24375","NP_436102.1","Flp pilus assembly protein CpaB","height","A17","trait_only"
"pSymA","CDO30_24405","NP_436096.2","type II secretion system protein","height","DZA","trait_only"
"pSymA","CDO30_24415","NP_436094.1","hybrid sensor histidine kinase/response regulator","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_24425","NP_436092.1","chemotaxis protein CheW","height","DZA","trait_only"
"pSymA","CDO30_24430","NP_436091.1","chemotaxis protein CheR","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_24440","NP_436089.2","GGDEF domain-containing protein","height, height.plast","A17","both_traits"
"pSymA","CDO30_24460","NP_436085.1","cation:proton antiporter","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_24475","NP_436082.1","NADH-quinone oxidoreductase subunit M","height, height.plast","DZA","both_traits"
"pSymA","CDO30_24480","NP_436081.1","NADH-quinone oxidoreductase subunit N 2","height","DZA","trait_only"
"pSymA","CDO30_24485","NP_436080.1","NADH-quinone oxidoreductase subunit A 2","height","DZA","trait_only"
"pSymA","CDO30_24500","NP_436077.1","NADH-quinone oxidoreductase subunit D 2","height","DZA","trait_only"
"pSymA","CDO30_24515","NP_436074.1","NADH-quinone oxidoreductase subunit G 2","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_24520","NP_436073.1","histidine kinase","height","DZA","trait_only"
"pSymA","CDO30_24560","YP_001314499.1","GntR family transcriptional regulator","height","A17","trait_only"
"pSymA","CDO30_24570","NP_436063.1","aromatic ring-hydroxylating dioxygenase subunit alpha","height.plast","DZA","plast_only"
"pSymA","CDO30_24585","NP_436060.1","alanine--glyoxylate aminotransferase family protein","height","DZA, A17","trait_only"
"pSymA","CDO30_24590","NP_436059.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_24595","NP_436058.1","LysR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymA","CDO30_24600","NP_436057.2","(2Fe-2S)-binding protein","height","A17","trait_only"
"pSymA","CDO30_24605","NP_436056.1","oxidoreductase","height","DZA","trait_only"
"pSymA","CDO30_24625","NP_436053.1","dehydrogenase","height, height.plast","A17, DZA","both_traits"
"pSymA","CDO30_24630","NP_436052.2","LysR family transcriptional regulator","height","A17","trait_only"
"pSymA","CDO30_24645","NP_436049.1","aminopeptidase P family protein","height","DZA","trait_only"
"pSymA","CDO30_24650","NP_436048.1","isochorismatase","height.plast","DZA","plast_only"
"pSymA","CDO30_24675","NP_436043.1","muconate cycloisomerase","height, height.plast","DZA, A17","both_traits"
"pSymA","CDO30_24680","NP_436042.1","dehydrogenase","height.plast","DZA","plast_only"
"pSymA","CDO30_24685","NP_436041.1","DUF2384 domain-containing protein","height","A17","trait_only"
"pSymA","CDO30_24690","NP_436040.1","hypothetical protein","height.plast","DZA","plast_only"
"pSymA","CDO30_24695","NP_436039.2","AraC family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymA","CDO30_24700","NP_436038.1","3-hydroxyacyl-CoA dehydrogenase","height.plast","DZA","plast_only"
"pSymA","CDO30_24715","NP_436036.2","MFS transporter","height.plast","DZA","plast_only"
"pSymA","CDO30_24720","NP_436035.2","hypothetical protein","height","DZA","trait_only"
"pSymA","CDO30_24730","NP_436033.1","5-dehydro-4-deoxyglucarate dehydratase","height","DZA, A17","trait_only"
"pSymA","CDO30_24740","YP_001313791.1","ABC transporter permease","height","DZA, A17","trait_only"
"pSymA","CDO30_24745","NP_436030.1","ABC transporter permease","height.plast","DZA","plast_only"
"pSymA","CDO30_24750","NP_436029.1","ABC transporter ATP-binding protein","height.plast","DZA","plast_only"
"pSymA","CDO30_24870","NP_436006.1","LysR family transcriptional regulator","height.plast","DZA","plast_only"
"pSymA","CDO30_24875","WP_014528683.1","FAD-binding oxidoreductase","height.plast","DZA","plast_only"
"pSymA","CDO30_24885","NP_436004.1","oxidase","height, height.plast","DZA","both_traits"
"pSymA","CDO30_24890","NP_436003.1","ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymA","CDO30_24900","NP_436002.1","amidase","height","DZA","trait_only"
"pSymA","CDO30_24920","YP_001313776.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymA","CDO30_24960","NP_435991.1","carbohydrate ABC transporter permease","height","DZA","trait_only"
"pSymA","CDO30_24965","WP_014531531.1","hypothetical protein","height","DZA","trait_only"
"pSymA","CDO30_24975","NP_435989.2","VOC family protein","height","DZA, A17","trait_only"
"pSymA","CDO30_24980","NP_435987.1","DUF1206 domain-containing protein","height","A17","trait_only"
"pSymA","CDO30_24990","NP_435985.1","sugar phosphate isomerase/epimerase","height","A17","trait_only"
"pSymA","CDO30_24995","NP_435984.1","enolase","height","DZA","trait_only"
"pSymA","CDO30_25010","NP_435981.1","ABC transporter ATP-binding protein","height, height.plast","A17, DZA","both_traits"
"pSymA","CDO30_25040","YP_002000352.1","TetR/AcrR family transcriptional regulator","height.plast","DZA","plast_only"
"pSymA","CDO30_25045","NP_435975.1","hypothetical protein","height.plast","DZA","plast_only"
"pSymA","CDO30_25075","NP_435969.1","dihydrofolate reductase","height","DZA","trait_only"
"pSymA","CDO30_25100","NP_435964.1","Type IV secretory pathway AvhB2 protein","height","DZA","trait_only"
"pSymB","CDO30_25135","NP_438056.1","branched-chain amino acid ABC transporter permease","height.plast","DZA","plast_only"
"pSymB","CDO30_25150","NP_438059.1","SRPBCC domain-containing protein","height","A17","trait_only"
"pSymB","CDO30_25155","NP_438060.1","ArsR family transcriptional regulator","height","A17","trait_only"
"pSymB","CDO30_25185","NP_438066.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_25190","NP_438067.1","phosphomethylpyrimidine synthase ThiC","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25195","NP_438068.1","glycine oxidase ThiO","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25200","YP_001312910.1","thiamine biosynthesis protein ThiS","height","A17","trait_only"
"pSymB","CDO30_25205","NP_438069.1","thiazole synthase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25210","NP_438070.1","thiamine phosphate synthase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25280","NP_438084.1","carbohydrate ABC transporter permease","height.plast","DZA","plast_only"
"pSymB","CDO30_25310","NP_438090.1","carboxynorspermidine decarboxylase","height.plast","A17","plast_only"
"pSymB","CDO30_25315","NP_438091.1","3-hydroxyacyl-CoA dehydrogenase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25320","NP_438092.1","2-(1%2C2-epoxy-1%2C2-dihydrophenyl)acetyl-CoA isomerase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25330","NP_438094.3","bifunctional aldehyde dehydrogenase/enoyl-CoA hydratase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25335","NP_438095.1","phenylacetic acid degradation protein","height, height.plast","A17","both_traits"
"pSymB","CDO30_25340","NP_438096.1","phenylacetate-CoA oxygenase subunit PaaJ","height, height.plast","A17","both_traits"
"pSymB","CDO30_25345","NP_438097.1","phenylacetate-CoA oxygenase subunit PaaI","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25365","NP_438101.1","DUF992 domain-containing protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25370","NP_438102.1","alpha-glucosidase/alpha-galactosidase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25380","NP_438104.1","ABC transporter permease","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25385","NP_438105.1","ABC transporter permease","height","DZA","trait_only"
"pSymB","CDO30_25390","NP_438106.1","periplasmic alpha-galactoside-binding protein","height","DZA","trait_only"
"pSymB","CDO30_25395","NP_438107.1","alpha-glucosidase/alpha-galactosidase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25400","NP_438108.1","AraC family transcriptional regulator","height, height.plast","A17","both_traits"
"pSymB","CDO30_25405","NP_438109.1","LacI family transcriptional regulator","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_25410","NP_438110.1","VapC toxin family PIN domain ribonuclease","height, height.plast","A17","both_traits"
"pSymB","CDO30_25415","YP_002822257.1","plasmid stabilization protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25420","NP_436541.1","sugar ABC transporter substrate-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25425","NP_436542.1","sugar ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25440","NP_436545.1","ABC transporter ATP-binding protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_25445","NP_436546.1","pyrroline-5-carboxylate reductase","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_25450","NP_436547.1","LysR family transcriptional regulator","height, height.plast","A17","both_traits"
"pSymB","CDO30_25455","NP_436548.1","glutathione S-transferase","height","DZA","trait_only"
"pSymB","CDO30_25460","NP_436549.1","flavin-nucleotide-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25465","NP_436550.1","catalase C","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25470","NP_436551.1","ATP-dependent DNA ligase","height, height.plast","A17","both_traits"
"pSymB","CDO30_25475","NP_436552.1","LysR family transcriptional regulator","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25480","NP_436553.1","alpha/beta hydrolase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25485","NP_436554.1","ZIP family metal transporter","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25490","NP_436555.1","vitamin K epoxide reductase","height, height.plast","A17","both_traits"
"pSymB","CDO30_25495","NP_436556.1","gfo/Idh/MocA family oxidoreductase","height, height.plast","A17","both_traits"
"pSymB","CDO30_25500","NP_436557.1","LacI family transcriptional regulator","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_25505","NP_436558.1","ABC transporter permease","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25510","NP_436559.1","ABC transporter permease","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25525","NP_436561.1","sugar ABC transporter substrate-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25530","NP_436562.1","dihydrolipoamide succinyltransferase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25535","NP_436563.1","pyruvate dehydrogenase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25540","NP_436564.1","Lrp/AsnC family transcriptional regulator","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25545","NP_437802.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25550","WP_017263939.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_25555","NP_436565.1","dienelactone hydrolase family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25560","NP_436566.1","5-oxoprolinase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25565","YP_001312845.1","rRNA pseudouridine synthase","height","DZA, A17","trait_only"
"pSymB","CDO30_25585","NP_436571.1","peptidase C45","height","DZA","trait_only"
"pSymB","CDO30_25595","NP_436572.1","carboxymuconolactone decarboxylase family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25600","NP_436573.1","RNA polymerase sigma factor SigJ","height.plast","DZA","plast_only"
"pSymB","CDO30_25605","YP_001312837.1","hypothetical protein","height","A17","trait_only"
"pSymB","CDO30_25620","NP_436578.1","ABC transporter permease","height","DZA","trait_only"
"pSymB","CDO30_25640","NP_436582.1","PLP-dependent aminotransferase family protein","height","DZA","trait_only"
"pSymB","CDO30_25645","NP_436583.1","EamA/RhaT family transporter","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25655","NP_436585.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25660","NP_436586.1","glycosyl transferase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25670","NP_436588.1","plasmid partitioning protein RepB","height","DZA","trait_only"
"pSymB","CDO30_25690","NP_436592.1","elongation factor G","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25695","NP_436593.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25700","NP_436594.1","alpha/beta hydrolase","height","DZA, A17","trait_only"
"pSymB","CDO30_25705","NP_436595.1","GlxA family transcriptional regulator","height","DZA","trait_only"
"pSymB","CDO30_25710","NP_436596.1","ABC transporter substrate-binding protein","height.plast","A17","plast_only"
"pSymB","CDO30_25720","NP_436598.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_25725","NP_436599.1","SAM-dependent methyltransferase","height.plast","A17","plast_only"
"pSymB","CDO30_25785","NP_436609.1","sodium:alanine symporter family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25790","NP_436610.1","SulP family inorganic anion transporter","height","DZA","trait_only"
"pSymB","CDO30_25795","NP_436611.1","MFS transporter","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25805","NP_436613.1","NAD(P)-dependent oxidoreductase","height","DZA","trait_only"
"pSymB","CDO30_25810","NP_436614.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_25820","NP_436616.1","short-chain dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_25825","NP_436617.1","sensor histidine kinase","height","DZA","trait_only"
"pSymB","CDO30_25840","NP_436619.1","hemolysin D","height","DZA","trait_only"
"pSymB","CDO30_25880","NP_436627.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_25885","NP_436628.1","protein-L-isoaspartate O-methyltransferase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25890","NP_436629.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_25910","NP_436633.1","lysylphosphatidylglycerol synthetase family protein","height","A17","trait_only"
"pSymB","CDO30_25915","NP_436634.1","phospholipase","height","DZA, A17","trait_only"
"pSymB","CDO30_25920","NP_436635.1","pyruvate oxidase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25930","NP_436637.1","oxidoreductase","height","DZA","trait_only"
"pSymB","CDO30_25935","NP_436638.1","sensory rhodopsin transducer","height","DZA","trait_only"
"pSymB","CDO30_25940","NP_436639.1","maltose alpha-D-glucosyltransferase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25945","NP_436640.1","LLM class F420-dependent oxidoreductase","height","DZA","trait_only"
"pSymB","CDO30_25950","NP_436641.1","hydroxyglutarate oxidase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25955","NP_436642.1","sigma-54-dependent Fis family transcriptional regulator","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25960","NP_436643.1","FAD-dependent oxidoreductase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_25965","NP_436644.1","anion permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25975","NP_436646.1","FadR family transcriptional regulator","height","A17","trait_only"
"pSymB","CDO30_25985","NP_436648.1","peptide ABC transporter substrate-binding protein","height","A17","trait_only"
"pSymB","CDO30_25990","NP_436649.1","ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_25995","NP_436650.1","ABC transporter permease","height","A17","trait_only"
"pSymB","CDO30_26000","NP_436651.1","ABC transporter ATP-binding protein","height","A17","trait_only"
"pSymB","CDO30_26020","NP_436655.1","dihydroxy-acid dehydratase","height, height.plast","A17","both_traits"
"pSymB","CDO30_26060","NP_436662.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_26075","NP_436664.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_26080","NP_436665.1","ABC transporter permease","height.plast","A17","plast_only"
"pSymB","CDO30_26100","NP_436669.1","GntR family transcriptional regulator","height","A17","trait_only"
"pSymB","CDO30_26105","NP_436670.1","dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_26135","NP_436676.1","UbiD family decarboxylase","height","DZA","trait_only"
"pSymB","CDO30_26140","NP_436677.1","amidohydrolase","height, height.plast","A17","both_traits"
"pSymB","CDO30_26145","NP_436678.1","amidohydrolase","height","A17","trait_only"
"pSymB","CDO30_26175","NP_436684.1","peptide ABC transporter substrate-binding protein","height.plast","DZA","plast_only"
"pSymB","CDO30_26185","NP_436686.1","4-hydroxythreonine-4-phosphate dehydrogenase 2","height.plast","DZA","plast_only"
"pSymB","CDO30_26200","NP_436689.1","Hrp-dependent type III effector protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26270","NP_436702.1","DNA-binding response regulator","height.plast","A17","plast_only"
"pSymB","CDO30_26280","NP_436704.1","hybrid sensor histidine kinase/response regulator","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_26285","NP_436705.1","hypothetical protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_26295","NP_436707.1","quinoprotein dehydrogenase-associated SoxYZ-like carrier","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_26300","NP_436708.1","MBL fold metallo-hydrolase","height.plast","DZA, A17","plast_only"
"pSymB","CDO30_26305","NP_436709.1","hypothetical protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_26310","NP_436710.1","S-(hydroxymethyl)glutathione dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_26315","YP_001312688.1","S-formylglutathione hydrolase","height, height.plast","A17","both_traits"
"pSymB","CDO30_26325","NP_436713.1","PQQ-dependent dehydrogenase%2C methanol/ethanol family","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_26330","NP_436714.1","c-type cytochrome%2C methanol metabolism-related","height","DZA","trait_only"
"pSymB","CDO30_26335","NP_436715.2","quinoprotein dehydrogenase-associated putative ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26360","NP_436720.1","hypothetical protein","height.plast","A17","plast_only"
"pSymB","CDO30_26365","NP_436721.1","ABC transporter substrate-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_26370","NP_436722.1","ABC transporter permease","height","A17","trait_only"
"pSymB","CDO30_26400","NP_436728.1","ribulose-phosphate 3-epimerase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26420","NP_436732.1","fructose-bisphosphate aldolase","height.plast","DZA","plast_only"
"pSymB","CDO30_26425","NP_436733.1","transketolase","height.plast","A17","plast_only"
"pSymB","CDO30_26435","NP_436735.1","fructose 1%2C6-bisphosphatase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26445","NP_436737.1","pyrroloquinoline quinone precursor peptide PqqA","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26450","NP_436738.1","pyrroloquinoline quinone biosynthesis protein B","height","DZA","trait_only"
"pSymB","CDO30_26465","NP_436741.1","coenzyme PQQ synthesis protein E","height.plast","DZA","plast_only"
"pSymB","CDO30_26480","NP_436744.1","transcriptional regulator","height","A17","trait_only"
"pSymB","CDO30_26515","NP_436751.1","two-component sensor histidine kinase","height","DZA","trait_only"
"pSymB","CDO30_26530","NP_436753.1","epoxide hydrolase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26565","NP_436759.1","phage holin family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26575","NP_436761.1","LacI family transcriptional regulator","height","DZA","trait_only"
"pSymB","CDO30_26580","NP_436762.1","sugar ABC transporter substrate-binding protein","height","DZA","trait_only"
"pSymB","CDO30_26585","NP_436763.1","sugar ABC transporter permease","height","DZA","trait_only"
"pSymB","CDO30_26600","NP_436766.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_26605","NP_436767.1","hypothetical protein","height","DZA, A17","trait_only"
"pSymB","CDO30_26640","NP_436773.1","glycosyl transferase","height, height.plast","A17","both_traits"
"pSymB","CDO30_26655","NP_436776.1","L-iditol 2-dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_26665","NP_436778.1","hypothetical protein","height.plast","A17","plast_only"
"pSymB","CDO30_26670","NP_436779.1","inositol-3-phosphate synthase","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_26675","NP_436780.1","histidine phosphatase family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26680","NP_436781.1","beta-xylosidase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26685","NP_436782.1","coenzyme F420 hydrogenase","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_26690","YP_001312624.1","polysaccharide pyruvyl transferase family protein","height, height.plast","A17","both_traits"
"pSymB","CDO30_26705","NP_436786.1","transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26710","NP_436787.1","adenylate/guanylate cyclase domain-containing protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26715","NP_436788.1","GntR family transcriptional regulator","height.plast","DZA","plast_only"
"pSymB","CDO30_26720","NP_436789.1","dihydrodipicolinate synthase family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26730","NP_436791.1","malate dehydrogenase","height.plast","DZA","plast_only"
"pSymB","CDO30_26735","NP_436792.1","aldehyde dehydrogenase (NADP(+))","height","DZA","trait_only"
"pSymB","CDO30_26740","NP_436793.1","amino acid ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
