"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat"
"pSymA","CDO30_21030","NP_435404.4","response regulator",1,1,1,561590,561590,0.188329,0.188329,0.188329,0.259,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21040","NP_435401.1","TIGR02587 family membrane protein",1,1,1,563205,563205,0.1690492,0.1690492,0.1690492,0.277,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21050","NP_435399.1","DUF433 domain-containing protein",1,1,1,564042,564042,0.1666966,0.1666966,0.1666966,0.262,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21070","NP_435396.1","glutaredoxin",1,1,1,565914,565914,0.414932,0.414932,0.414932,0.079,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21105","NP_435390.1","ABC transporter permease",2,1,2,570467,570785,0.2341186,0.4199998,0.3270592,0.089,"height1+(DZA-1)[1], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21115","NP_435388.1","GntR family transcriptional regulator",1,1,1,572910,572910,-0.1884189,-0.1884189,0.1884189,0.262,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21120","NP_435387.1","dehydrogenase",1,1,1,574011,574011,-0.1888973,-0.1888973,0.1888973,0.262,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21125","NP_435386.1","alcohol dehydrogenase",7,1,9,574834,575847,-0.3193034,0.2560979,0.227779666666667,0.198888888888889,"height1-(DZA-1)[2], height1+(DZA-1)[4], height1-(A17-2)[2], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21130","NP_435385.1","NAD-dependent succinate-semialdehyde dehydrogenase",1,1,1,576436,576436,-0.2092778,-0.2092778,0.2092778,0.298,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21140","NP_435383.1","NADH:flavin oxidoreductase",2,1,2,579890,580522,-0.2249081,0.2431153,0.2340117,0.1745,"height1-(DZA-3)[1], height1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21145","NP_435382.1","3'-5' exonuclease",2,1,2,581389,581545,-0.2603415,-0.2073028,0.23382215,0.267,"height1-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_21155","NP_435380.1","TRAP transporter substrate-binding protein",1,1,1,582732,582732,0.1889039,0.1889039,0.1889039,0.178,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21160","NP_435379.1","L-dehydroascorbate transporter large permease subunit",1,1,1,584472,584472,-0.2142113,-0.2142113,0.2142113,0.272,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21165","NP_435378.1","TRAP transporter permease DctQ",5,1,6,585106,585473,-0.3191048,0.2718051,0.226543616666667,0.2085,"height1+(DZA-1)[2], height1-(DZA-1)[1], height1-(DZA-3)[2], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21170","NP_435377.1","fumarylacetoacetate hydrolase",3,1,3,585629,586065,-0.2898138,0.1954072,0.226186866666667,0.218,"height1-(DZA-1)[1], height1+(A17-2)[1], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21175","NP_435376.2","FadR family transcriptional regulator",2,1,2,587077,587386,-0.210911,-0.1492901,0.18010055,0.296,"height1-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_21180","NP_435375.1","FAD-binding oxidoreductase",2,1,2,588090,588185,-0.250771,-0.2193794,0.2350752,0.217,"height1-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_21185","NP_435374.1","NAD-dependent epimerase",4,1,4,589440,590140,-0.1601272,0.2983483,0.21222305,0.25275,"height1+(DZA-1)[1], height1-(DZA-1)[1], height1+(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_21190","NP_435373.1","NAD(P)-dependent oxidoreductase",2,1,3,590396,590514,-0.3359861,0.3006376,0.274874766666667,0.134666666666667,"height1+(DZA-1)[2], height1-(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_21195","NP_435372.1","dihydroxy-acid dehydratase",1,1,2,592463,592463,-0.2833679,0.3054107,0.2943893,0.094,"height1+(DZA-1)[1], height1-(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_21200","NP_435371.1","trehalose-6-phosphate synthase",2,1,2,593709,594152,0.1950439,0.2386246,0.21683425,0.212,"height1+(DZA-1)[1], height1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_21215","WP_014990337.1","hypothetical protein",3,1,3,596126,596280,-0.1887285,0.2090037,0.186910133333333,0.230333333333333,"height1-(DZA-1)[1], height1+(DZA-3)[1], height1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_21220","NP_435368.1","glutamate dehydrogenase",1,1,1,597407,597407,0.2820131,0.2820131,0.2820131,0.115,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21225","NP_435367.2","dehydrogenase",2,1,2,598099,598747,0.1880541,0.227064,0.20755905,0.186,"height1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_21230","NP_435366.2","MFS transporter",2,1,2,599751,600392,0.2379476,0.3828133,0.31038045,0.0915,"height1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_21240","NP_435364.1","GntR family transcriptional regulator",1,1,1,601928,601928,0.176175,0.176175,0.176175,0.225,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21245","NP_435363.1","sorbosone dehydrogenase",2,1,2,602570,602753,0.1551964,0.3797619,0.26747915,0.249,"height1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_21250","NP_435362.2","ABC transporter substrate-binding protein",3,1,3,603962,604406,0.2170323,0.3044253,0.267933366666667,0.155333333333333,"height1+(DZA-3)[2], height1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21255","NP_435361.2","ABC transporter permease",2,1,2,604682,605326,0.2233548,0.2690983,0.24622655,0.1515,"height1+(DZA-1)[1], height1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_21260","YP_001313952.1","sugar ABC transporter ATP-binding protein",2,1,3,605763,606271,-0.2150258,0.2183593,0.197094966666667,0.226666666666667,"height1+(DZA-1)[1], height1-(DZA-3)[1], height1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_21265","NP_435359.2","5-keto-4-deoxyuronate isomerase",2,1,3,606537,606602,-0.257749,0.2613793,0.246943433333333,0.117,"height1+(DZA-1)[1], height1-(A17-2)[1], height1+(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21270","NP_435358.1","hypothetical protein",1,1,1,607650,607650,0.1690255,0.1690255,0.1690255,0.361,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21280","NP_435356.1","hypothetical protein",1,1,1,608655,608655,-0.1880894,-0.1880894,0.1880894,0.423,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21285","NP_435355.1","DNA-binding response regulator",1,1,1,609694,609694,0.1677743,0.1677743,0.1677743,0.262,"height1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21295","NP_435353.2","ABC transporter substrate-binding protein",1,1,1,611984,611984,-0.2423811,-0.2423811,0.2423811,0.199,"height1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21345","NP_435345.1","hypothetical protein",1,1,1,619727,619727,0.1687604,0.1687604,0.1687604,0.293,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21355","NP_435343.1","MFS transporter",2,1,3,621605,622370,-0.2412073,0.1677586,0.184347933333333,0.317333333333333,"height1+(DZA-1)[1], height1+(DZA-3)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21365","NP_435341.1","PhzF family phenazine biosynthesis protein",1,1,1,624110,624110,0.1921635,0.1921635,0.1921635,0.408,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21385","NP_435339.1","mechanosensitive ion channel family protein",1,1,1,628193,628193,0.1569148,0.1569148,0.1569148,0.429,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21390","NP_435338.1","polyphosphate kinase 2",2,1,3,628793,629102,-0.2289306,0.2463719,0.211402066666667,0.249666666666667,"height1+(DZA-1)[1], height1+(A17-2)[1], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21400","NP_435336.1","class I SAM-dependent methyltransferase",1,1,1,631320,631320,0.1946452,0.1946452,0.1946452,0.403,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21405","NP_435335.1","class I SAM-dependent methyltransferase",3,1,3,631879,632097,-0.283669,-0.2188026,0.244455533333333,0.186666666666667,"height1-(DZA-3)[3]","3","DZA only","GxE"
"pSymA","CDO30_21420","NP_435332.2","secretin",3,1,3,633644,634181,-0.2089475,0.183895,0.198396133333333,0.209666666666667,"height1+(DZA-1)[1], height1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_21425","NP_435330.1","GntR family transcriptional regulator",1,1,1,635161,635161,-0.1579035,-0.1579035,0.1579035,0.403,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21435","NP_435328.1","TRAP transporter small permease",2,1,3,637016,637065,-0.2346674,0.1993309,0.197037466666667,0.218,"height1+(DZA-1)[2], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21440","YP_001313846.1","TRAP transporter large permease",3,1,3,637910,638146,-0.1657902,0.2529043,0.1931909,0.361,"height1+(A17-2)[1], height1+(DZA-3)[1], height1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21445","YP_001313847.1","MCD%2C Malonyl-CoA decarboxylase MCD",1,1,1,638790,638790,0.3170581,0.3170581,0.3170581,0.079,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21450","NP_435326.1","malonyl-CoA synthase",1,1,1,640242,640242,0.138983,0.138983,0.138983,0.393,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21460","NP_435324.1","hypothetical protein",1,1,1,642519,642519,-0.3127738,-0.3127738,0.3127738,0.152,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21470","NP_435322.1","anti-sigma factor",1,1,1,643814,643814,0.3560873,0.3560873,0.3560873,0.105,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21480","NP_435320.1","protease",2,1,2,645594,645651,0.1655055,0.1849053,0.1752054,0.3245,"height1+(A17-2)[1], height1+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21490","NP_435318.2","bifunctional diguanylate cyclase/phosphodiesterase",4,1,6,647508,649408,-0.2556124,0.1905349,0.214581666666667,0.2505,"height1+(DZA-1)[2], height1-(DZA-3)[4]","1, 3","DZA only","GxG"
"pSymA","CDO30_21495","NP_435317.2","AI-2E family transporter",2,1,4,650179,651084,-0.2495281,0.2037207,0.212294325,0.225,"height1+(DZA-1)[2], height1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_21505","NP_435316.1","hypothetical protein",1,1,2,652431,652431,-0.2158065,0.1888737,0.2023401,0.241,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21510","NP_435315.1","hypothetical protein",1,1,1,653221,653221,0.209875,0.209875,0.209875,0.157,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21515","NP_435314.1","fatty acid desaturase",1,1,2,654076,654076,-0.1878874,0.1719387,0.17991305,0.262,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21520","NP_435313.1","hypothetical protein",1,1,2,654629,654629,-0.3620033,0.3189224,0.34046285,0.052,"height1+(DZA-3)[1], height1-(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21530","NP_435311.1","co-chaperone GroES",1,1,1,655931,655931,-0.1919416,-0.1919416,0.1919416,0.204,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21535","NP_435310.1","molecular chaperone GroEL",3,1,3,656986,657834,-0.2328615,0.2074241,0.2002744,0.288,"height1-(DZA-1)[1], height1+(DZA-3)[1], height1-(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_21540","NP_435309.1","hypothetical protein",1,1,1,658160,658160,-0.2520572,-0.2520572,0.2520572,0.11,"height1-(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21555","NP_435306.1","hypothetical protein",1,1,1,659880,659880,-0.2678403,-0.2678403,0.2678403,0.11,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21575","NP_435303.1","histidine kinase",8,1,8,661850,663734,-0.2768539,0.2170267,0.2000507,0.219125,"height1+(DZA-1)[1], height1-(DZA-1)[2], height1+(DZA-3)[4], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21590","NP_435301.1","ABC transporter ATP-binding protein",1,1,1,666569,666569,0.2614129,0.2614129,0.2614129,0.183,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21600","NP_435299.1","ABC transporter permease",1,1,1,668468,668468,0.215938,0.215938,0.215938,0.105,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21610","NP_435297.1","ABC transporter substrate-binding protein",1,1,1,670602,670602,-0.2560306,-0.2560306,0.2560306,0.183,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21620","NP_435295.1","LysR family transcriptional regulator",1,1,1,673826,673826,-0.3124969,-0.3124969,0.3124969,0.058,"height1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21625","NP_435294.1","D-aminopeptidase",2,1,2,674598,674919,-0.2682111,0.220847,0.24452905,0.199,"height1-(DZA-3)[1], height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21630","NP_435293.1","D-amino acid aminotransferase",2,1,2,675003,675390,0.2124389,0.2239495,0.2181942,0.1465,"height1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_21650","NP_435289.1","2-hydroxyacid dehydrogenase",1,1,1,678779,678779,0.1488417,0.1488417,0.1488417,0.429,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21670","NP_435285.1","amino acid ABC transporter permease",1,1,1,681265,681265,-0.2258254,-0.2258254,0.2258254,0.34,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21675","NP_435284.1","LacI family transcriptional regulator",2,1,2,682298,682520,-0.2715671,-0.243537,0.25755205,0.152,"height1-(A17-2)[1], height1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21680","NP_435283.1","aldose 1-epimerase",2,1,2,683563,683862,-0.3390647,-0.3020232,0.32054395,0.0735,"height1-(A17-2)[2]","2","A17 only","GxE"
"pSymA","CDO30_21690","NP_435281.1","sugar ABC transporter ATP-binding protein",1,1,1,685330,685330,-0.248888,-0.248888,0.248888,0.225,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21695","NP_435280.1","ABC transporter permease",1,1,3,686348,686348,-0.2259401,0.1574805,0.193224266666667,0.246,"height1+(DZA-1)[1], height1-(A17-2)[1], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21710","NP_435277.2","dehydratase",1,1,1,689754,689754,-0.272664,-0.272664,0.272664,0.215,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21715","NP_435276.2","FadR family transcriptional regulator",2,1,2,690356,690437,-0.2599557,0.2485655,0.2542606,0.2095,"height1+(DZA-3)[1], height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21725","NP_435274.1","gluconolactonase",1,1,1,692380,692380,-0.3408753,-0.3408753,0.3408753,0.065,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21735","NP_435272.1","AGE family epimerase/isomerase",1,1,1,693530,693530,0.33831,0.33831,0.33831,0.13,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21740","YP_001314472.1","mandelate racemase",1,1,2,694954,694954,-0.2429437,0.1654706,0.20420715,0.232,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21780","NP_435265.2","NADPH:quinone reductase",3,1,3,699064,699394,-0.2465419,0.2606171,0.238312466666667,0.268333333333333,"height1+(DZA-3)[2], height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21785","NP_435264.2","LysR family transcriptional regulator",2,1,4,700097,700331,-0.2326544,0.2739899,0.2081069,0.32525,"height1+(DZA-1)[1], height1+(A17-2)[1], height1+(DZA-3)[1], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21790","NP_435263.1","ABC transporter ATP-binding protein",3,1,3,701005,701896,-0.4394845,-0.3062687,0.367957133333333,0.0593333333333333,"height1-(DZA-1)[3]","1","DZA only","GxE"
"pSymA","CDO30_21795","NP_435262.1","protease",1,1,3,703334,703334,-0.2828966,0.1748505,0.214349833333333,0.246,"height1+(DZA-1)[1], height1-(A17-2)[1], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_21810","NP_435259.1","hypothetical protein",2,1,4,706383,706434,-0.2557298,0.1938968,0.21953805,0.2305,"height1+(DZA-1)[2], height1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_21815","NP_435258.2","transglutaminase family protein",2,1,2,707152,707649,0.2686053,0.2824087,0.275507,0.1075,"height1+(DZA-1)[1], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21865","YP_002000327.1","hypothetical protein",1,1,1,713547,713547,0.2784435,0.2784435,0.2784435,0.194,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21870","NP_435254.1","hypothetical protein",2,1,2,714012,714164,-0.2250089,0.2499194,0.23746415,0.149,"height1+(A17-2)[1], height1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21875","NP_435253.1","selenocysteine-specific translation elongation factor",3,1,3,714728,715555,-0.1685659,0.3794768,0.2686134,0.177666666666667,"height1+(A17-2)[1], height1+(DZA-3)[1], height1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21885","NP_435251.1","L-selenocysteinyl-tRNA(Sec) synthase",3,1,4,718078,718252,-0.2320002,0.3302609,0.28185715,0.1415,"height1-(DZA-1)[1], height1+(A17-2)[3]","1, 2","Both","other"
"pSymA","CDO30_21890","NP_435250.1","formate dehydrogenase accessory protein FdhE",4,1,4,719005,719758,-0.2664463,0.2938437,0.27418115,0.1285,"height1-(DZA-1)[1], height1+(A17-2)[3]","1, 2","Both","other"
"pSymA","CDO30_21895","NP_435249.1","formate dehydrogenase subunit gamma",1,1,1,720034,720034,0.2487976,0.2487976,0.2487976,0.105,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21905","NP_435247.1","formate dehydrogenase-N subunit alpha",2,1,2,721761,722739,-0.2288405,0.2465674,0.23770395,0.149,"height1-(DZA-1)[1], height1+(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_21915","NP_436539.2","plasmid partitioning protein RepB",1,1,1,728339,728339,0.2089311,0.2089311,0.2089311,0.147,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21920","NP_436538.1","replication initiation protein RepC",1,1,1,729574,729574,-0.4067135,-0.4067135,0.4067135,0.058,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21925","NP_436537.2","peroxiredoxin",1,1,1,730773,730773,0.255803,0.255803,0.255803,0.11,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21930","NP_436536.2","TetR/AcrR family transcriptional regulator",1,1,1,731191,731191,0.2584985,0.2584985,0.2584985,0.105,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21935","NP_436535.1","ABC transporter ATP-binding protein",2,1,2,732215,732960,-0.2431771,0.2886897,0.2659334,0.1075,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21940","NP_436534.1","quinone oxidoreductase",3,1,3,733796,734517,-0.2730859,0.1974778,0.242130466666667,0.199,"height1+(DZA-3)[1], height1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_21955","NP_436532.1","catalase/peroxidase HPI",1,1,2,737350,737350,-0.1807984,0.1985165,0.18965745,0.257,"height1+(DZA-1)[1], height1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21960","NP_436531.1","MFS transporter",1,1,1,738652,738652,0.1854116,0.1854116,0.1854116,0.22,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21975","NP_436528.1","cytosine deaminase",1,1,1,741845,741845,-0.2821086,-0.2821086,0.2821086,0.105,"height1-(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21985","NP_436526.1","ABC transporter permease",1,1,1,744445,744445,0.1693982,0.1693982,0.1693982,0.236,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21990","NP_436525.1","ABC transporter ATP-binding protein",3,1,4,744776,745123,-0.2053691,0.2074356,0.189514925,0.24625,"height1+(DZA-1)[2], height1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_21995","NP_436524.1","amidase",1,1,1,746764,746764,0.2378407,0.2378407,0.2378407,0.168,"height1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_22000","NP_436523.1","BMP family ABC transporter substrate-binding protein",1,1,1,747960,747960,0.1727899,0.1727899,0.1727899,0.277,"height1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_22030","NP_436519.2","oxidoreductase",6,1,8,753360,754987,-0.2302683,0.3136925,0.2132216,0.187,"height1+(DZA-1)[3], height1+(A17-2)[2], height1-(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_22035","NP_436518.1","molybdopterin dehydrogenase",4,1,4,755752,756298,-0.2452158,-0.1750271,0.2205066,0.18575,"height1-(A17-2)[1], height1-(DZA-3)[3]","2, 3","Both","other"
"pSymA","CDO30_22045","NP_436516.2","class I SAM-dependent methyltransferase",2,1,2,757555,757921,0.2040637,0.2947237,0.2493937,0.1125,"height1+(DZA-1)[1], height1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_22050","YP_002000363.1","hypothetical protein",1,1,1,758297,758297,-0.1873777,-0.1873777,0.1873777,0.293,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_22060","NP_436514.1","NAD(P)-dependent oxidoreductase",2,1,2,759549,759649,0.2684185,0.3458254,0.30712195,0.0705,"height1+(A17-2)[2]","2","A17 only","GxE"
"pSymA","CDO30_22120","NP_436502.1","hypothetical protein",1,1,1,775669,775669,-0.1579961,-0.1579961,0.1579961,0.403,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_22130","NP_436501.1","potassium-transporting ATPase A chain",2,1,2,776917,777606,-0.2235667,-0.2120214,0.21779405,0.272,"height1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_22135","NP_436500.1","potassium-transporting ATPase subunit B",3,1,3,777896,779684,-0.1921141,0.2030538,0.1993114,0.181333333333333,"height1+(DZA-3)[2], height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_22140","NP_436499.1","potassium-transporting ATPase subunit C",2,1,2,780136,780280,0.2509811,0.2557198,0.25335045,0.1465,"height1+(DZA-1)[1], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_22145","NP_436498.1","sensor histidine kinase KdpD",3,1,3,781738,782998,-0.2236306,0.2047471,0.214518866666667,0.153666666666667,"height1+(DZA-1)[1], height1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_22160","NP_436495.1","ATP-dependent helicase",2,1,2,786110,786428,-0.2273719,-0.2191998,0.22328585,0.152,"height1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_22170","NP_436494.2","glutathione S-transferase family protein",4,1,4,787514,787792,-0.2267688,0.2996378,0.256459275,0.1155,"height1+(DZA-1)[1], height1+(A17-2)[2], height1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_22175","WP_003525475.1","adenylyltransferase",1,1,1,788272,788272,0.1976797,0.1976797,0.1976797,0.199,"height1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_22180","NP_436491.1","oxidoreductase",5,1,5,789654,790503,-0.292291,0.2776596,0.25555232,0.179,"height1+(DZA-1)[2], height1-(DZA-1)[1], height1+(A17-2)[1], height1+(A17-4)[1]","1, 2, 4","Both","Partially Universal"
"pSymA","CDO30_22205","NP_436486.1","sugar kinase",5,1,5,795595,796660,-0.2777027,0.3207859,0.23920404,0.2346,"height1-(DZA-1)[1], height1-(DZA-3)[2], height1+(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_22210","NP_436485.1","GGDEF domain-containing protein",3,1,3,796877,797406,-0.3127396,0.3325697,0.313452266666667,0.0576666666666667,"height1-(DZA-3)[1], height1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_22220","NP_436483.2","SH3 domain-containing protein",2,1,2,799659,799998,-0.1996057,0.3883942,0.29399995,0.144,"height1-(DZA-1)[1], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_22230","NP_436482.1","penicillin-binding protein 2",1,1,1,801548,801548,0.3384413,0.3384413,0.3384413,0.063,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_22235","NP_436481.1","penicillin-binding protein 1A",3,1,3,802474,803800,0.1802383,0.376287,0.2741475,0.174666666666667,"height1+(A17-2)[1], height1+(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_22240","NP_436480.1","LysR family transcriptional regulator",4,1,4,805127,805388,-0.241759,0.2433036,0.229074125,0.1715,"height1+(DZA-1)[1], height1-(DZA-3)[2], height1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_22255","NP_436477.2","LysR family transcriptional regulator",3,1,3,807340,808002,0.3591835,0.4612022,0.3972497,0.0626666666666667,"height1+(DZA-1)[1], height1+(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_22320","YP_001314981.1","hypothetical protein",1,1,1,813931,813931,-0.207769,-0.207769,0.207769,0.186,"height1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_22330","NP_436462.1","integrase",2,1,3,815474,815480,-0.3453415,-0.2437526,0.299522466666667,0.126666666666667,"height1-(A17-2)[1], height1-(A17-4)[2]","2, 4","A17 only","GxG"
"pSymA","CDO30_22405","YP_002822682.1","DUF2191 domain-containing protein",1,1,1,830973,830973,-0.3006439,-0.3006439,0.3006439,0.152,"height1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_22610","NP_436416.2","transcriptional regulator",1,1,1,867165,867165,0.2024545,0.2024545,0.2024545,0.2,"height1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_22615","WP_013851101.1","addiction module toxin RelE",1,1,1,867669,867669,-0.3521855,-0.3521855,0.3521855,0.054,"height1-(DZA-1)[1]","1","DZA only","GxE"
