"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","host"
"pSymA","CDO30_21575","NP_435303.1","histidine kinase",7,1,7,662384,663734,-0.07362252,0.05875406,0.0553009442857143,0.293142857142857,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[6]","DZA only"
"pSymA","CDO30_21590","NP_435301.1","ABC transporter ATP-binding protein",2,1,2,666350,666569,-0.06585468,0.1076463,0.08675049,0.128,"height.plast+(A17-24)[1], height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_21600","NP_435299.1","ABC transporter permease",1,1,1,668468,668468,-0.06528136,-0.06528136,0.06528136,0.105,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21610","NP_435297.1","ABC transporter substrate-binding protein",1,1,1,670602,670602,-0.06424746,-0.06424746,0.06424746,0.183,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21620","NP_435295.1","LysR family transcriptional regulator",1,1,1,673826,673826,0.1565036,0.1565036,0.1565036,0.058,"height.plast+(A17-24)[1]","A17 only"
"pSymA","CDO30_21625","NP_435294.1","D-aminopeptidase",2,1,2,674141,674598,-0.07217225,0.1160697,0.094120975,0.157,"height.plast-(DZA-13)[1], height.plast+(A17-24)[1]","Both"
"pSymA","CDO30_21675","NP_435284.1","LacI family transcriptional regulator",4,1,4,682090,682697,-0.06420768,0.09430902,0.0614535725,0.199,"height.plast+(DZA-13)[2], height.plast-(DZA-13)[1], height.plast+(A17-24)[1]","Both"
"pSymA","CDO30_21680","NP_435283.1","aldose 1-epimerase",2,1,2,683563,683862,0.1066713,0.1080414,0.10735635,0.0735,"height.plast+(A17-24)[2]","A17 only"
"pSymA","CDO30_21690","NP_435281.1","sugar ABC transporter ATP-binding protein",1,1,1,685330,685330,-0.07017925,-0.07017925,0.07017925,0.225,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21695","NP_435280.1","ABC transporter permease",1,1,1,686348,686348,-0.06407203,-0.06407203,0.06407203,0.246,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21710","NP_435277.2","dehydratase",1,1,1,689754,689754,-0.07369407,-0.07369407,0.07369407,0.215,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21715","NP_435276.2","FadR family transcriptional regulator",1,1,1,690437,690437,-0.07115053,-0.07115053,0.07115053,0.246,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21725","NP_435274.1","gluconolactonase",1,1,1,691769,691769,0.05129084,0.05129084,0.05129084,0.43,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21735","NP_435272.1","AGE family epimerase/isomerase",1,1,1,693530,693530,0.06039545,0.06039545,0.06039545,0.13,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21740","YP_001314472.1","mandelate racemase",3,1,3,694954,695765,-0.09175764,0.04148597,0.06810779,0.250333333333333,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_21780","NP_435265.2","NADPH:quinone reductase",2,1,2,699064,699370,-0.05708281,0.04181162,0.049447215,0.271,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21795","NP_435262.1","protease",1,1,1,703334,703334,-0.08254932,-0.08254932,0.08254932,0.246,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21810","NP_435259.1","hypothetical protein",2,1,2,706383,706434,-0.07554263,-0.0723637,0.073953165,0.2305,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_21815","NP_435258.2","transglutaminase family protein",1,1,1,707649,707649,-0.07905418,-0.07905418,0.07905418,0.058,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21865","YP_002000327.1","hypothetical protein",1,1,1,713547,713547,0.04648135,0.04648135,0.04648135,0.194,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21870","NP_435254.1","hypothetical protein",3,1,3,714012,714389,-0.1120651,-0.06553051,0.0894929733333333,0.116666666666667,"height.plast-(DZA-13)[1], height.plast-(A17-24)[2]","Both"
"pSymA","CDO30_21885","NP_435251.1","L-selenocysteinyl-tRNA(Sec) synthase",3,1,3,718078,718252,-0.09095844,0.06667919,0.0825482566666667,0.138,"height.plast+(DZA-13)[1], height.plast-(A17-24)[2]","Both"
"pSymA","CDO30_21890","NP_435250.1","formate dehydrogenase accessory protein FdhE",4,1,6,719005,719758,-0.08468292,0.06606671,0.0690964883333333,0.132,"height.plast+(DZA-13)[3], height.plast-(A17-24)[3]","Both"
"pSymA","CDO30_21905","NP_435247.1","formate dehydrogenase-N subunit alpha",2,1,2,721761,722739,-0.0695593,0.0595259,0.0645426,0.149,"height.plast+(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_21935","NP_436535.1","ABC transporter ATP-binding protein",1,1,1,732215,732215,-0.07562557,-0.07562557,0.07562557,0.084,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21940","NP_436534.1","quinone oxidoreductase",2,1,2,734017,734517,-0.07475939,-0.07363293,0.07419616,0.17,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_21955","NP_436532.1","catalase/peroxidase HPI",1,1,1,737350,737350,-0.0663733,-0.0663733,0.0663733,0.257,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21960","NP_436531.1","MFS transporter",1,1,1,738652,738652,-0.04928096,-0.04928096,0.04928096,0.22,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21970","YP_002000364.1","cupin",1,1,1,740707,740707,0.0606744,0.0606744,0.0606744,0.089,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_21975","NP_436528.1","cytosine deaminase",2,1,2,741857,742330,0.05642398,0.07528521,0.065854595,0.076,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_21980","NP_436527.1","ABC transporter permease",1,1,1,742658,742658,-0.107802,-0.107802,0.107802,0.063,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_21985","NP_436526.1","ABC transporter permease",1,1,1,744445,744445,-0.04882689,-0.04882689,0.04882689,0.236,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_21990","NP_436525.1","ABC transporter ATP-binding protein",3,1,3,744776,745123,-0.07269377,-0.04129728,0.0596326333333333,0.269,"height.plast-(DZA-13)[3]","DZA only"
"pSymA","CDO30_21995","NP_436524.1","amidase",1,1,1,746764,746764,-0.08408929,-0.08408929,0.08408929,0.168,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_22000","NP_436523.1","BMP family ABC transporter substrate-binding protein",1,1,1,747416,747416,0.06890282,0.06890282,0.06890282,0.105,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_22030","NP_436519.2","oxidoreductase",7,1,7,753360,754608,-0.09836884,-0.04464154,0.06826689,0.18,"height.plast-(DZA-13)[5], height.plast-(A17-24)[2]","Both"
"pSymA","CDO30_22035","NP_436518.1","molybdopterin dehydrogenase",8,1,8,755575,756298,-0.07006168,0.07762784,0.063417025,0.189,"height.plast-(DZA-13)[5], height.plast+(A17-24)[3]","Both"
"pSymA","CDO30_22045","NP_436516.2","class I SAM-dependent methyltransferase",1,1,1,757921,757921,-0.06107158,-0.06107158,0.06107158,0.105,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22065","NP_436513.2","LysR family transcriptional regulator",1,1,1,760269,760269,-0.04878246,-0.04878246,0.04878246,0.377,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22120","NP_436502.1","hypothetical protein",1,1,1,775669,775669,-0.04889287,-0.04889287,0.04889287,0.403,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22130","NP_436501.1","potassium-transporting ATPase A chain",2,1,2,776917,777606,-0.05453581,-0.04802926,0.051282535,0.272,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_22135","NP_436500.1","potassium-transporting ATPase subunit B",3,1,3,777896,779684,-0.03709444,0.07080897,0.0553949866666667,0.284333333333333,"height.plast+(DZA-13)[2], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22140","NP_436499.1","potassium-transporting ATPase subunit C",2,1,2,780136,780280,-0.05677798,0.04928317,0.053030575,0.1465,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_22145","NP_436498.1","sensor histidine kinase KdpD",2,1,2,780441,781862,-0.04962906,0.05553324,0.05258115,0.1755,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22150","NP_436497.1","DNA-binding response regulator",1,1,1,783561,783561,-0.1055567,-0.1055567,0.1055567,0.073,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_22160","NP_436495.1","ATP-dependent helicase",1,1,1,785896,785896,0.04617096,0.04617096,0.04617096,0.225,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_22170","NP_436494.2","glutathione S-transferase family protein",3,1,3,787619,787723,-0.09405201,-0.068222,0.07708639,0.120666666666667,"height.plast-(DZA-13)[1], height.plast-(A17-24)[2]","Both"
"pSymA","CDO30_22175","WP_003525475.1","adenylyltransferase",1,1,1,788272,788272,-0.06983394,-0.06983394,0.06983394,0.199,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22180","NP_436491.1","oxidoreductase",4,1,4,789654,790083,-0.09654702,0.0523225,0.06043254,0.22125,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[2], height.plast-(A17-24)[1]","Both"
"pSymA","CDO30_22205","NP_436486.1","sugar kinase",3,1,3,795664,796702,-0.07658832,-0.05574588,0.06626209,0.101333333333333,"height.plast-(DZA-13)[3]","DZA only"
"pSymA","CDO30_22235","NP_436481.1","penicillin-binding protein 1A",5,1,5,802400,804152,-0.05795451,0.07726472,0.060247624,0.2294,"height.plast+(DZA-13)[2], height.plast-(DZA-13)[1], height.plast-(A17-24)[2]","Both"
"pSymA","CDO30_22240","NP_436480.1","LysR family transcriptional regulator",2,1,2,805127,805163,-0.07535943,-0.06584972,0.070604575,0.233,"height.plast-(DZA-13)[2]","DZA only"
"pSymA","CDO30_22255","NP_436477.2","LysR family transcriptional regulator",1,1,1,807340,807340,-0.07581957,-0.07581957,0.07581957,0.063,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22315","NP_436465.1","hypothetical protein",1,1,1,813521,813521,0.07983863,0.07983863,0.07983863,0.058,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_22320","YP_001314981.1","hypothetical protein",1,1,1,813981,813981,0.07300115,0.07300115,0.07300115,0.069,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_22405","YP_002822682.1","DUF2191 domain-containing protein",1,1,1,830973,830973,-0.07381753,-0.07381753,0.07381753,0.152,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_22615","WP_013851101.1","addiction module toxin RelE",1,1,1,867669,867669,0.1062295,0.1062295,0.1062295,0.054,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_22725","WP_013851125.1","DUF2798 domain-containing protein",2,1,2,891627,891647,0.04550245,0.04881413,0.04715829,0.299,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_22735","NP_436395.1","LysR family transcriptional regulator",2,1,2,892989,893063,-0.05648104,0.04129624,0.04888864,0.328,"height.plast+(DZA-13)[1], height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_23055","WP_017266788.1","LysR family transcriptional regulator",1,1,1,955129,955129,0.05829745,0.05829745,0.05829745,0.274,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23060","NP_436334.1","epimerase",1,1,1,956269,956269,0.05433613,0.05433613,0.05433613,0.468,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23070","NP_436332.2","haloacid dehalogenase type II",1,1,1,958169,958169,0.04558373,0.04558373,0.04558373,0.442,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23075","NP_436331.2","hypothetical protein",2,1,2,958575,959019,0.04259932,0.05067654,0.04663793,0.403,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_23095","NP_436326.2","type 1 glutamine amidotransferase domain-containing protein",1,1,1,962400,962400,-0.04895017,-0.04895017,0.04895017,0.495,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_23105","NP_436324.1","LysR family transcriptional regulator",1,1,1,964480,964480,0.06642051,0.06642051,0.06642051,0.1,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23120","NP_436321.2","polyhydroxybutyrate depolymerase",1,1,1,967233,967233,0.03992348,0.03992348,0.03992348,0.411,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23125","NP_436320.2","transcriptional regulator",1,1,1,967547,967547,0.03774833,0.03774833,0.03774833,0.442,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23130","NP_436319.2","MFS transporter",1,1,1,968088,968088,0.03797175,0.03797175,0.03797175,0.446,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23135","NP_436318.1","NmrA family protein",1,1,1,969835,969835,-0.05569455,-0.05569455,0.05569455,0.479,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_23155","NP_436315.1","serine hydrolase",1,1,1,973650,973650,0.04064616,0.04064616,0.04064616,0.437,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23160","WP_015445499.1","class A beta-lactamase",1,1,1,974152,974152,-0.07525745,-0.07525745,0.07525745,0.126,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_23335","YP_001314413.1","protease",1,1,1,1002369,1002369,0.06252174,0.06252174,0.06252174,0.105,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23345","NP_436290.1","osmotically inducible protein C",1,1,1,1003823,1003823,-0.03602451,-0.03602451,0.03602451,0.429,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_23435","NP_436274.1","FAD-binding oxidoreductase",1,1,1,1021446,1021446,-0.09289803,-0.09289803,0.09289803,0.064,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_23485","NP_436264.1","FAD-binding oxidoreductase",2,1,2,1032241,1033300,0.05043188,0.0528589,0.05164539,0.2565,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_23525","NP_436257.2","N-acetyltransferase",1,1,1,1041622,1041622,0.06428937,0.06428937,0.06428937,0.079,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_23825","NP_436204.1","DUF2218 domain-containing protein",1,1,1,1096047,1096047,-0.06966756,-0.06966756,0.06966756,0.209,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_23905","NP_436188.1","adenine deaminase",1,1,1,1114818,1114818,0.05984319,0.05984319,0.05984319,0.122,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24305","YP_002823460.1","FAD-dependent oxidoreductase",1,1,1,1192620,1192620,-0.07631432,-0.07631432,0.07631432,0.147,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_24315","NP_436111.2","ester cyclase",1,1,1,1197502,1197502,-0.05921584,-0.05921584,0.05921584,0.23,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_24350","NP_436107.2","adenylate/guanylate cyclase domain-containing protein",1,1,1,1203973,1203973,-0.09172902,-0.09172902,0.09172902,0.136,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_24415","NP_436094.1","hybrid sensor histidine kinase/response regulator",1,1,1,1218332,1218332,-0.06230745,-0.06230745,0.06230745,0.199,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_24430","NP_436091.1","chemotaxis protein CheR",1,1,1,1222059,1222059,-0.06254438,-0.06254438,0.06254438,0.204,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_24440","NP_436089.2","GGDEF domain-containing protein",1,1,1,1223401,1223401,-0.1011716,-0.1011716,0.1011716,0.058,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_24460","NP_436085.1","cation:proton antiporter",1,1,1,1229733,1229733,0.04128297,0.04128297,0.04128297,0.487,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24475","NP_436082.1","NADH-quinone oxidoreductase subunit M",3,1,3,1233339,1233464,-0.04383492,-0.04152422,0.0424040666666667,0.328,"height.plast-(DZA-13)[3]","DZA only"
"pSymA","CDO30_24515","NP_436074.1","NADH-quinone oxidoreductase subunit G 2",1,1,1,1240768,1240768,-0.1104442,-0.1104442,0.1104442,0.052,"height.plast-(A17-24)[1]","A17 only"
"pSymA","CDO30_24570","NP_436063.1","aromatic ring-hydroxylating dioxygenase subunit alpha",2,1,2,1251698,1252141,0.04427404,0.1068921,0.07558307,0.2775,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_24590","NP_436059.1","hypothetical protein",2,1,2,1256865,1257018,0.06991535,0.1172245,0.093569925,0.0865,"height.plast+(DZA-13)[2]","DZA only"
"pSymA","CDO30_24595","NP_436058.1","LysR family transcriptional regulator",1,1,1,1257946,1257946,0.0527579,0.0527579,0.0527579,0.173,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24625","NP_436053.1","dehydrogenase",1,1,1,1263784,1263784,0.08324071,0.08324071,0.08324071,0.058,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24650","NP_436048.1","isochorismatase",1,1,1,1270995,1270995,0.04115813,0.04115813,0.04115813,0.487,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24675","NP_436043.1","muconate cycloisomerase",1,1,1,1275594,1275594,-0.08974474,-0.08974474,0.08974474,0.073,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_24680","NP_436042.1","dehydrogenase",1,1,1,1276887,1276887,-0.04031872,-0.04031872,0.04031872,0.497,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_24690","NP_436040.1","hypothetical protein",1,1,1,1278403,1278403,-0.04445359,-0.04445359,0.04445359,0.471,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_24695","NP_436039.2","AraC family transcriptional regulator",1,1,1,1279369,1279369,-0.06232168,-0.06232168,0.06232168,0.084,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_24700","NP_436038.1","3-hydroxyacyl-CoA dehydrogenase",1,1,1,1280350,1280350,-0.07460071,-0.07460071,0.07460071,0.079,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_24715","NP_436036.2","MFS transporter",1,1,1,1282782,1282782,0.08737641,0.08737641,0.08737641,0.052,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24745","NP_436030.1","ABC transporter permease",1,1,1,1289113,1289113,-0.04486026,-0.04486026,0.04486026,0.471,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_24750","NP_436029.1","ABC transporter ATP-binding protein",1,1,1,1291367,1291367,0.07794324,0.07794324,0.07794324,0.126,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24870","NP_436006.1","LysR family transcriptional regulator",1,1,1,1315973,1315973,-0.04554582,-0.04554582,0.04554582,0.445,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_24875","WP_014528683.1","FAD-binding oxidoreductase",2,1,2,1317594,1317628,-0.03762303,0.06408616,0.050854595,0.2955,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24885","NP_436004.1","oxidase",1,1,1,1319525,1319525,0.05522717,0.05522717,0.05522717,0.225,"height.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_24890","NP_436003.1","ABC transporter substrate-binding protein",1,1,1,1320170,1320170,-0.0434691,-0.0434691,0.0434691,0.419,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_25010","NP_435981.1","ABC transporter ATP-binding protein",1,1,1,1342644,1342644,-0.08426294,-0.08426294,0.08426294,0.079,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_25040","YP_002000352.1","TetR/AcrR family transcriptional regulator",1,1,1,1349204,1349204,-0.06632908,-0.06632908,0.06632908,0.105,"height.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_25045","NP_435975.1","hypothetical protein",1,1,1,1349345,1349345,-0.0956036,-0.0956036,0.0956036,0.094,"height.plast-(DZA-13)[1]","DZA only"
"pSymB","CDO30_25135","NP_438056.1","branched-chain amino acid ABC transporter permease",1,1,1,2658,2658,-0.04414953,-0.04414953,0.04414953,0.262,"height.plast-(DZA-13)[1]","DZA only"
"pSymB","CDO30_25190","NP_438067.1","phosphomethylpyrimidine synthase ThiC",1,1,1,19333,19333,0.04940956,0.04940956,0.04940956,0.204,"height.plast+(DZA-13)[1]","DZA only"
"pSymB","CDO30_25195","NP_438068.1","glycine oxidase ThiO",2,1,2,20354,20476,-0.06011315,0.04993428,0.055023715,0.249,"height.plast+(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25205","NP_438069.1","thiazole synthase",1,1,1,21750,21750,-0.05627037,-0.05627037,0.05627037,0.387,"height.plast-(DZA-13)[1]","DZA only"
"pSymB","CDO30_25210","NP_438070.1","thiamine phosphate synthase",1,1,1,22280,22280,-0.06257398,-0.06257398,0.06257398,0.194,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25280","NP_438084.1","carbohydrate ABC transporter permease",1,1,1,36623,36623,-0.03819522,-0.03819522,0.03819522,0.283,"height.plast-(DZA-13)[1]","DZA only"
"pSymB","CDO30_25310","NP_438090.1","carboxynorspermidine decarboxylase",1,1,1,43539,43539,0.07578307,0.07578307,0.07578307,0.199,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25315","NP_438091.1","3-hydroxyacyl-CoA dehydrogenase",2,1,2,45001,45472,0.08263257,0.0914716,0.087052085,0.1305,"height.plast+(A17-24)[2]","A17 only"
"pSymB","CDO30_25320","NP_438092.1","2-(1%2C2-epoxy-1%2C2-dihydrophenyl)acetyl-CoA isomerase",1,1,1,46145,46145,0.1079482,0.1079482,0.1079482,0.147,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25330","NP_438094.3","bifunctional aldehyde dehydrogenase/enoyl-CoA hydratase",1,1,1,47559,47559,-0.05277916,-0.05277916,0.05277916,0.361,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25335","NP_438095.1","phenylacetic acid degradation protein",1,1,1,50321,50321,-0.05814873,-0.05814873,0.05814873,0.455,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25340","NP_438096.1","phenylacetate-CoA oxygenase subunit PaaJ",1,1,1,50658,50658,0.0890161,0.0890161,0.0890161,0.168,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25345","NP_438097.1","phenylacetate-CoA oxygenase subunit PaaI",1,1,1,51175,51175,-0.05693718,-0.05693718,0.05693718,0.445,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25365","NP_438101.1","DUF992 domain-containing protein",1,1,1,54649,54649,0.1024773,0.1024773,0.1024773,0.117,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25370","NP_438102.1","alpha-glucosidase/alpha-galactosidase",1,1,1,56474,56474,0.1571894,0.1571894,0.1571894,0.058,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25380","NP_438104.1","ABC transporter permease",1,1,1,59004,59004,0.1187362,0.1187362,0.1187362,0.126,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25395","NP_438107.1","alpha-glucosidase/alpha-galactosidase",2,1,3,63380,64151,-0.06855945,0.1142884,0.0821367,0.193333333333333,"height.plast-(DZA-13)[1], height.plast+(A17-24)[1], height.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25400","NP_438108.1","AraC family transcriptional regulator",1,1,1,65440,65440,-0.06762679,-0.06762679,0.06762679,0.157,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25405","NP_438109.1","LacI family transcriptional regulator",1,1,1,66620,66620,-0.06956283,-0.06956283,0.06956283,0.471,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25410","NP_438110.1","VapC toxin family PIN domain ribonuclease",1,1,1,66804,66804,-0.07007251,-0.07007251,0.07007251,0.168,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25415","YP_002822257.1","plasmid stabilization protein",1,1,1,67172,67172,0.1621692,0.1621692,0.1621692,0.052,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25420","NP_436541.1","sugar ABC transporter substrate-binding protein",3,1,5,68134,68734,-0.08161592,0.1436983,0.096251608,0.1622,"height.plast-(DZA-13)[2], height.plast-(A17-24)[1], height.plast+(A17-24)[2]","Both"
"pSymB","CDO30_25425","NP_436542.1","sugar ABC transporter permease",2,1,2,69097,69471,-0.06071367,0.04736585,0.05403976,0.285,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymB","CDO30_25440","NP_436545.1","ABC transporter ATP-binding protein",2,1,2,72932,73658,0.04042699,0.04165721,0.0410421,0.374,"height.plast+(DZA-13)[2]","DZA only"
"pSymB","CDO30_25445","NP_436546.1","pyrroline-5-carboxylate reductase",4,1,5,74205,74649,-0.07416549,0.06156924,0.055267254,0.3296,"height.plast-(DZA-13)[2], height.plast+(DZA-13)[1], height.plast-(A17-24)[1], height.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25450","NP_436547.1","LysR family transcriptional regulator",1,1,1,75355,75355,0.1835305,0.1835305,0.1835305,0.052,"height.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25460","NP_436549.1","flavin-nucleotide-binding protein",2,1,2,77202,77429,-0.05457801,0.05409107,0.05433454,0.487,"height.plast-(DZA-13)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymB","CDO30_25465","NP_436550.1","catalase C",2,1,2,78680,79427,-0.05579993,-0.04313655,0.04946824,0.348,"height.plast-(DZA-13)[1], height.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25470","NP_436551.1","ATP-dependent DNA ligase",1,1,1,80544,80544,-0.06040257,-0.06040257,0.06040257,0.419,"height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25475","NP_436552.1","LysR family transcriptional regulator",2,1,3,81025,81488,-0.07341426,0.06128333,0.06187132,0.266666666666667,"height.plast-(DZA-13)[1], height.plast+(A17-24)[1], height.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25480","NP_436553.1","alpha/beta hydrolase",2,1,2,82078,82667,-0.04716159,0.07704059,0.06210109,0.262,"height.plast-(DZA-13)[1], height.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25485","NP_436554.1","ZIP family metal transporter",2,1,3,83256,83309,-0.06632375,0.1266702,0.0897501666666667,0.125333333333333,"height.plast-(DZA-13)[1], height.plast+(A17-24)[2]","Both"
"pSymB","CDO30_25490","NP_436555.1","vitamin K epoxide reductase",2,1,2,85358,85958,-0.06573341,0.06005303,0.06289322,0.4765,"height.plast+(A17-24)[1], height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25495","NP_436556.1","gfo/Idh/MocA family oxidoreductase",2,1,2,86836,86919,-0.05329671,0.06596997,0.05963334,0.4685,"height.plast+(A17-24)[1], height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25500","NP_436557.1","LacI family transcriptional regulator",1,1,1,88256,88256,0.04665027,0.04665027,0.04665027,0.361,"height.plast+(DZA-13)[1]","DZA only"
