"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat"
"pSymA","CDO30_19775","NP_435614.1","ornithine carbamoyltransferase",2,1,4,342772,342835,0.1855601,0.2985011,0.236995225,0.162,"leaf1+(A17-2)[1], leaf1+(DZA-3)[1], leaf1+(A17-4)[2]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19780","NP_435613.1","arginine deiminase",3,1,4,343164,344265,-0.2816982,0.3122184,0.2469026,0.4385,"leaf1+(DZA-1)[1], leaf1-(DZA-3)[2], leaf1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_19790","NP_435612.1","DUF3300 domain-containing protein",3,1,3,345218,346221,-0.259416,0.295506,0.2640772,0.314,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_19795","NP_435611.1","DUF2950 domain-containing protein",5,1,5,346582,347460,-0.2770745,0.3426103,0.27902628,0.2186,"leaf1-(DZA-1)[2], leaf1+(DZA-3)[3]","1, 3","DZA only","GxG"
"pSymA","CDO30_19800","NP_435610.2","hypothetical protein",4,1,8,347822,348072,-0.1822657,0.3975649,0.2122288625,0.30675,"leaf1-(DZA-1)[1], leaf1+(A17-2)[4], leaf1+(DZA-3)[1], leaf1+(A17-4)[2]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19805","NP_435609.1","amino acid permease",5,1,10,348725,349679,-0.1934633,0.2446509,0.19617894,0.3223,"leaf1-(DZA-1)[2], leaf1+(DZA-1)[2], leaf1+(A17-2)[2], leaf1-(A17-2)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19810","NP_435608.2","cation transporter",2,1,3,350454,351033,-0.1971084,0.2316775,0.1947021,0.436333333333333,"leaf1-(A17-2)[1], leaf1+(DZA-3)[1], leaf1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_19815","NP_435607.4","lysine decarboxylase",4,1,4,351337,351994,-0.3012658,-0.1783392,0.24773465,0.23125,"leaf1-(DZA-3)[3], leaf1-(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_19830","NP_435607.4","lysine decarboxylase",6,1,9,353491,354612,-0.3105305,0.4470518,0.270181533333333,0.235888888888889,"leaf1-(DZA-1)[1], leaf1+(DZA-1)[1], leaf1-(A17-2)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[3], leaf1+(A17-4)[1]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19835","YP_001313905.1","amino acid decarboxylase",11,1,14,354905,356968,-0.3868351,0.284745,0.2507354,0.166714285714286,"leaf1-(DZA-1)[4], leaf1-(A17-2)[1], leaf1+(DZA-3)[4], leaf1-(DZA-3)[2], leaf1+(A17-4)[3]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19840","NP_435605.1","putrescine-ornithine antiporter",2,1,2,357685,358183,-0.4027322,0.1988375,0.30078485,0.128,"leaf1-(DZA-1)[1], leaf1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",7,1,12,358758,359279,-0.1895383,0.2137748,0.180320633333333,0.387,"leaf1-(DZA-1)[1], leaf1+(A17-2)[4], leaf1-(A17-2)[3], leaf1+(DZA-3)[3], leaf1+(A17-4)[1]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19850","NP_435603.2","calcium/proton exchanger",5,1,12,359911,360648,-0.2070971,0.3036926,0.199306933333333,0.345833333333333,"leaf1-(DZA-1)[1], leaf1+(A17-2)[3], leaf1-(A17-2)[1], leaf1+(DZA-3)[4], leaf1+(A17-4)[3]","1, 2, 3, 4","Both","Universal"
"pSymA","CDO30_19855","NP_435602.1","hypothetical protein",1,1,1,361073,361073,0.1707415,0.1707415,0.1707415,0.214,"leaf1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_19875","NP_435600.1","polyphosphate kinase 2",5,1,7,363107,363720,-0.3154066,0.2272085,0.207778185714286,0.354285714285714,"leaf1+(A17-2)[3], leaf1+(DZA-3)[1], leaf1-(DZA-3)[2], leaf1+(A17-4)[1]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19880","NP_435599.1","HlyD family secretion protein",4,1,8,364204,364951,-0.2883453,0.456319,0.2482154125,0.243375,"leaf1+(A17-2)[3], leaf1+(DZA-3)[2], leaf1+(A17-4)[2], leaf1-(A17-4)[1]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_19885","NP_435598.1","hypothetical protein",1,1,1,365689,365689,0.2293197,0.2293197,0.2293197,0.225,"leaf1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_19890","NP_435597.2","AI-2E family transporter",4,1,5,366629,367349,-0.1991367,0.2323083,0.19534904,0.2922,"leaf1+(DZA-1)[1], leaf1+(A17-2)[1], leaf1+(A17-4)[1], leaf1-(A17-4)[2]","1, 2, 4","Both","Partially Universal"
"pSymA","CDO30_19895","NP_435596.1","hypothetical protein",10,1,12,367464,369039,-0.1862952,0.336856,0.21000825,0.32325,"leaf1-(DZA-1)[1], leaf1+(DZA-1)[2], leaf1+(A17-2)[5], leaf1-(A17-2)[1], leaf1+(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_19905","NP_435594.1","transcriptional regulator",2,1,2,370024,370179,-0.3016961,0.2871419,0.294419,0.236,"leaf1-(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_19910","NP_435593.1","hypothetical protein",3,1,3,370479,370589,0.2869356,0.3451071,0.3203174,0.114,"leaf1+(A17-2)[1], leaf1+(A17-4)[2]","2, 4","A17 only","GxG"
"pSymA","CDO30_20010","NP_435579.1","hypothetical protein",4,1,4,380675,380817,-0.2157312,0.2584604,0.2157165,0.1875,"leaf1-(A17-2)[2], leaf1+(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_20015","NP_435578.1","hypothetical protein",1,1,1,381319,381319,-0.1964371,-0.1964371,0.1964371,0.209,"leaf1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_20020","NP_435577.1","mechanosensitive ion channel family protein",6,1,7,381633,383013,-0.2968811,0.2823057,0.235226614285714,0.169857142857143,"leaf1-(A17-2)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[3], leaf1+(A17-4)[1]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20040","NP_435574.1","hypothetical protein",3,1,5,385307,385454,-0.2082545,0.2321788,0.20254622,0.2972,"leaf1-(DZA-1)[1], leaf1+(A17-2)[2], leaf1+(DZA-3)[2]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20045","NP_435573.1","hypothetical protein",1,1,1,386755,386755,0.4670218,0.4670218,0.4670218,0.071,"leaf1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_20055","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",1,1,1,387520,387520,-0.2506295,-0.2506295,0.2506295,0.362,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20060","NP_435571.1","copper-translocating P-type ATPase",6,1,7,387790,389643,-0.2849944,0.3601522,0.241507014285714,0.215428571428571,"leaf1+(DZA-1)[1], leaf1+(A17-2)[2], leaf1-(A17-2)[1], leaf1-(DZA-3)[3]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20065","NP_435570.1","DUF2189 domain-containing protein",2,1,3,390130,390261,-0.3004307,0.1935684,0.222715233333333,0.238333333333333,"leaf1-(DZA-3)[1], leaf1+(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_20075","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",1,1,1,390836,390836,-0.2134767,-0.2134767,0.2134767,0.38,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20085","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II",1,1,1,392568,392568,0.234068,0.234068,0.234068,0.102,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_20090","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",4,1,4,392933,393932,-0.273263,0.2417342,0.224610775,0.2295,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_20095","WP_017267631.1","hypothetical protein",1,1,1,394359,394359,-0.2483915,-0.2483915,0.2483915,0.33,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_20100","YP_001313599.1","cell envelope protein",8,1,9,394759,395999,-0.3559711,0.4111164,0.247968488888889,0.222777777777778,"leaf1+(DZA-1)[1], leaf1-(DZA-1)[2], leaf1+(A17-2)[1], leaf1-(A17-2)[1], leaf1+(DZA-3)[3], leaf1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20105","NP_435563.1","hypothetical protein",5,1,7,396509,397604,-0.2122148,0.3081645,0.2024984,0.219285714285714,"leaf1+(DZA-1)[2], leaf1+(A17-2)[2], leaf1-(DZA-3)[2], leaf1+(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20115","NP_435561.2","DUF2092 domain-containing protein",2,1,3,398111,398231,-0.3161216,0.1490441,0.2508926,0.312,"leaf1+(DZA-1)[1], leaf1-(DZA-3)[2]","1, 3","DZA only","GxG"
"pSymA","CDO30_20120","WP_017271444.1","hypothetical protein",2,1,2,399024,399130,-0.2470248,0.3494667,0.29824575,0.1425,"leaf1+(A17-2)[1], leaf1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_20125","NP_435560.2","adenylate cyclase",8,1,8,399589,401590,-0.3652384,0.2455266,0.2478926125,0.22775,"leaf1-(DZA-1)[5], leaf1+(DZA-1)[1], leaf1+(A17-2)[1], leaf1-(DZA-3)[1]","1, 2, 3","Both","Partially Universal"
"pSymA","CDO30_20130","NP_435559.2","alpha/beta hydrolase",3,1,4,402820,403176,-0.312767,0.1752189,0.222493175,0.1855,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[1], leaf1-(A17-4)[2]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20155","YP_001326981.1","hypothetical protein",1,1,2,406892,406892,0.2965715,0.3548385,0.325705,0.107,"leaf1+(DZA-1)[1], leaf1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_20160","NP_435553.1","nitrate ABC transporter substrate-binding protein",2,1,2,408219,408582,-0.469805,-0.202445,0.336125,0.148,"leaf1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_20165","NP_435552.1","nitrate ABC transporter%2C permease protein",1,1,2,409460,409460,-0.2740509,0.1827679,0.2284094,0.217,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_20170","NP_435551.1","nitrate ABC transporter ATP-binding protein",1,1,1,410817,410817,0.3638245,0.3638245,0.3638245,0.058,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_20175","NP_435549.2","guanylate cyclase",4,1,7,411670,413392,-0.2696046,0.3247254,0.246916885714286,0.205571428571429,"leaf1+(DZA-1)[1], leaf1-(DZA-1)[1], leaf1-(DZA-3)[2], leaf1+(DZA-3)[2], leaf1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_20180","NP_435548.1","branched chain amino acid ABC transporter substrate-binding protein",2,1,3,414143,414842,-0.2058338,0.2474701,0.212954966666667,0.184666666666667,"leaf1+(DZA-1)[1], leaf1-(DZA-1)[1], leaf1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_20200","WP_013845882.1","addiction module antitoxin",1,1,1,416775,416775,-0.2207792,-0.2207792,0.2207792,0.165,"leaf1-(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21070","NP_435396.1","glutaredoxin",1,1,1,565914,565914,-0.2619821,-0.2619821,0.2619821,0.079,"leaf1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21125","NP_435386.1","alcohol dehydrogenase",3,1,3,574840,575847,-0.2419972,-0.1784579,0.217532233333333,0.181666666666667,"leaf1-(DZA-3)[3]","3","DZA only","GxE"
"pSymA","CDO30_21140","NP_435383.1","NADH:flavin oxidoreductase",2,1,2,579850,580522,-0.2203001,0.2715998,0.24594995,0.1195,"leaf1-(A17-4)[1], leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21150","NP_435381.1","hypothetical protein",1,1,1,582122,582122,-0.166522,-0.166522,0.166522,0.398,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21160","NP_435379.1","L-dehydroascorbate transporter large permease subunit",2,1,2,584115,584472,-0.1808938,0.3021923,0.24154305,0.1805,"leaf1-(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21165","NP_435378.1","TRAP transporter permease DctQ",4,1,4,585106,585293,-0.24167,0.3138899,0.248483975,0.2225,"leaf1-(DZA-3)[3], leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21170","NP_435377.1","fumarylacetoacetate hydrolase",4,1,4,585629,586481,-0.2465892,0.272805,0.238141875,0.1795,"leaf1+(DZA-1)[1], leaf1-(DZA-3)[2], leaf1-(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_21175","NP_435376.2","FadR family transcriptional regulator",2,1,2,587220,587584,0.2969027,0.3729585,0.3349306,0.0605,"leaf1+(DZA-1)[1], leaf1+(A17-2)[1]","1, 2","Both","other"
"pSymA","CDO30_21185","NP_435374.1","NAD-dependent epimerase",2,1,2,590140,590173,0.2585138,0.2879146,0.2732142,0.1285,"leaf1+(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21190","NP_435373.1","NAD(P)-dependent oxidoreductase",1,1,1,590514,590514,-0.2746427,-0.2746427,0.2746427,0.084,"leaf1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21200","NP_435371.1","trehalose-6-phosphate synthase",1,1,1,593709,593709,0.3075673,0.3075673,0.3075673,0.089,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21210","NP_435369.1","transcription elongation factor GreAB",1,1,1,595623,595623,0.3677824,0.3677824,0.3677824,0.136,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21215","WP_014990337.1","hypothetical protein",4,1,4,596126,596280,-0.1891289,0.2528046,0.224885125,0.2355,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[1], leaf1+(A17-4)[2]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_21225","NP_435367.2","dehydrogenase",1,1,1,598747,598747,0.2946936,0.2946936,0.2946936,0.11,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21230","NP_435366.2","MFS transporter",2,1,2,599375,599751,-0.1996391,0.2486936,0.22416635,0.131,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21245","NP_435363.1","sorbosone dehydrogenase",2,1,2,602570,603488,0.215557,0.3629963,0.28927665,0.1075,"leaf1+(DZA-1)[1], leaf1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21250","NP_435362.2","ABC transporter substrate-binding protein",1,1,2,603962,603962,0.2709184,0.3380484,0.3044834,0.084,"leaf1+(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21255","NP_435361.2","ABC transporter permease",1,1,2,604682,604682,0.3143002,0.3342864,0.3242933,0.073,"leaf1+(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21260","YP_001313952.1","sugar ABC transporter ATP-binding protein",1,1,1,605986,605986,0.2610937,0.2610937,0.2610937,0.079,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21265","NP_435359.2","5-keto-4-deoxyuronate isomerase",2,1,2,606537,606602,-0.2476467,0.3195972,0.28362195,0.1205,"leaf1-(DZA-3)[1], leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21270","NP_435358.1","hypothetical protein",1,1,1,607650,607650,0.2026776,0.2026776,0.2026776,0.361,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21275","NP_435357.2","hypothetical protein",1,1,1,608174,608174,0.3410445,0.3410445,0.3410445,0.079,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21285","NP_435355.1","DNA-binding response regulator",2,1,2,609694,610072,-0.2269939,0.1995589,0.2132764,0.194,"leaf1-(DZA-1)[1], leaf1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_21295","NP_435353.2","ABC transporter substrate-binding protein",1,1,1,611984,611984,-0.2038457,-0.2038457,0.2038457,0.199,"leaf1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21340","NP_435346.1","TetR/AcrR family transcriptional regulator",1,1,1,619322,619322,0.241111,0.241111,0.241111,0.094,"leaf1+(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21345","NP_435345.1","hypothetical protein",1,1,1,619727,619727,-0.1566121,-0.1566121,0.1566121,0.293,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21355","NP_435343.1","MFS transporter",4,1,6,621605,622491,-0.1605485,0.4149645,0.245587533333333,0.195333333333333,"leaf1+(DZA-1)[2], leaf1+(DZA-3)[2], leaf1-(DZA-3)[1], leaf1+(A17-4)[1]","1, 3, 4","Both","Partially Universal"
"pSymA","CDO30_21365","NP_435341.1","PhzF family phenazine biosynthesis protein",1,1,1,624110,624110,-0.1838382,-0.1838382,0.1838382,0.408,"leaf1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21370","NP_435340.1","LysR family transcriptional regulator",2,1,2,624793,625591,0.1583954,0.4735681,0.31598175,0.2745,"leaf1+(DZA-1)[1], leaf1+(A17-4)[1]","1, 4","Both","other"
"pSymA","CDO30_21380","YP_002823300.1","GYD domain-containing protein",2,1,2,626580,626631,-0.1924284,-0.1572411,0.17483475,0.2775,"leaf1-(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_21385","NP_435339.1","mechanosensitive ion channel family protein",3,1,3,627267,628193,-0.1708728,0.2138229,0.187144166666667,0.296666666666667,"leaf1+(DZA-1)[2], leaf1-(DZA-1)[1]","1","DZA only","GxE"
"pSymA","CDO30_21395","NP_435337.1","alpha/beta hydrolase",1,1,1,629800,629800,-0.1936919,-0.1936919,0.1936919,0.482,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21400","NP_435336.1","class I SAM-dependent methyltransferase",2,1,2,631320,631441,0.1617569,0.1997912,0.18077405,0.2775,"leaf1+(DZA-1)[2]","1","DZA only","GxE"
"pSymA","CDO30_21410","NP_435334.1","hypothetical protein",2,1,2,632483,632574,-0.2538389,-0.1907728,0.22230585,0.3955,"leaf1-(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_21420","NP_435332.2","secretin",1,1,1,633896,633896,-0.1968848,-0.1968848,0.1968848,0.466,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21425","NP_435330.1","GntR family transcriptional regulator",1,1,1,635161,635161,-0.2317613,-0.2317613,0.2317613,0.403,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21430","NP_435329.1","ABC transporter substrate-binding protein",1,1,1,635843,635843,0.1739736,0.1739736,0.1739736,0.23,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21435","NP_435328.1","TRAP transporter small permease",2,1,2,636899,637229,-0.190052,0.1501397,0.17009585,0.3165,"leaf1+(A17-2)[1], leaf1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21440","YP_001313846.1","TRAP transporter large permease",2,1,3,637910,638146,-0.3023329,0.30644,0.252147066666667,0.495333333333333,"leaf1-(A17-2)[1], leaf1+(DZA-3)[1], leaf1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21445","YP_001313847.1","MCD%2C Malonyl-CoA decarboxylase MCD",2,1,2,638853,639150,0.2432295,0.2691563,0.2561929,0.437,"leaf1+(DZA-3)[2]","3","DZA only","GxE"
"pSymA","CDO30_21460","NP_435324.1","hypothetical protein",1,1,1,642519,642519,-0.2212109,-0.2212109,0.2212109,0.152,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21470","NP_435322.1","anti-sigma factor",2,1,2,643814,644241,-0.2262657,0.2766026,0.25143415,0.1545,"leaf1+(DZA-3)[1], leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21475","NP_435321.2","RNA polymerase sigma factor",1,1,1,644831,644831,-0.239336,-0.239336,0.239336,0.136,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21480","NP_435320.1","protease",2,1,2,645254,645594,-0.1776365,0.1721805,0.1749085,0.343,"leaf1+(A17-2)[1], leaf1-(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21490","NP_435318.2","bifunctional diguanylate cyclase/phosphodiesterase",4,1,4,648057,649254,-0.2995909,0.1893725,0.2176041,0.30625,"leaf1+(A17-2)[1], leaf1-(DZA-3)[3]","2, 3","Both","other"
"pSymA","CDO30_21495","NP_435317.2","AI-2E family transporter",3,1,3,650374,651499,-0.237046,-0.2047343,0.220743233333333,0.171333333333333,"leaf1-(DZA-3)[3]","3","DZA only","GxE"
"pSymA","CDO30_21505","NP_435316.1","hypothetical protein",2,1,4,652868,652928,0.1516938,0.1983475,0.173901225,0.479,"leaf1+(A17-2)[2], leaf1+(DZA-3)[2]","2, 3","Both","other"
"pSymA","CDO30_21515","NP_435314.1","fatty acid desaturase",1,1,1,654235,654235,0.3616826,0.3616826,0.3616826,0.099,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21520","NP_435313.1","hypothetical protein",1,1,1,654629,654629,0.5417461,0.5417461,0.5417461,0.052,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21535","NP_435310.1","molecular chaperone GroEL",2,1,2,656986,657448,-0.28467,0.1714452,0.2280576,0.1885,"leaf1-(DZA-3)[1], leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21550","NP_435307.1","cytochrome C",1,1,1,659049,659049,0.1988829,0.1988829,0.1988829,0.225,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21555","NP_435306.1","hypothetical protein",1,1,1,659880,659880,-0.2392794,-0.2392794,0.2392794,0.11,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21575","NP_435303.1","histidine kinase",4,1,4,662384,663734,-0.2751778,0.1855695,0.208617725,0.2615,"leaf1-(DZA-1)[1], leaf1-(DZA-3)[2], leaf1+(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21590","NP_435301.1","ABC transporter ATP-binding protein",1,1,1,666569,666569,0.2220427,0.2220427,0.2220427,0.183,"leaf1+(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21595","NP_435300.1","ABC transporter ATP-binding protein",1,1,1,667642,667642,0.2379061,0.2379061,0.2379061,0.162,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21600","NP_435299.1","ABC transporter permease",1,1,1,668448,668448,0.2504877,0.2504877,0.2504877,0.084,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21605","NP_435298.1","ABC transporter permease",1,1,2,668563,668563,0.2249811,0.248727,0.23685405,0.105,"leaf1+(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21610","NP_435297.1","ABC transporter substrate-binding protein",2,1,3,670850,670922,0.2187264,0.3195528,0.283467133333333,0.087,"leaf1+(A17-2)[1], leaf1+(DZA-3)[1], leaf1+(A17-4)[1]","2, 3, 4","Both","Partially Universal"
"pSymA","CDO30_21615","NP_435296.1","amidohydrolase",1,1,2,671392,671392,0.3424969,0.3816723,0.3620846,0.058,"leaf1+(A17-2)[1], leaf1+(DZA-3)[1]","2, 3","Both","other"
"pSymA","CDO30_21625","NP_435294.1","D-aminopeptidase",1,1,1,674598,674598,-0.2297736,-0.2297736,0.2297736,0.215,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21630","NP_435293.1","D-amino acid aminotransferase",1,1,1,675659,675659,0.198592,0.198592,0.198592,0.257,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21670","NP_435285.1","amino acid ABC transporter permease",1,1,1,681265,681265,-0.1791564,-0.1791564,0.1791564,0.34,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21680","NP_435283.1","aldose 1-epimerase",1,1,1,683563,683563,-0.2871674,-0.2871674,0.2871674,0.068,"leaf1-(A17-2)[1]","2","A17 only","GxE"
"pSymA","CDO30_21685","NP_435282.1","NAD(P)-dependent oxidoreductase",1,1,1,684879,684879,0.2964981,0.2964981,0.2964981,0.068,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21695","NP_435280.1","ABC transporter permease",1,1,1,686348,686348,-0.19111,-0.19111,0.19111,0.246,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21700","YP_001314463.1","ABC transporter substrate-binding protein",1,1,1,687334,687334,0.444262,0.444262,0.444262,0.068,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21710","NP_435277.2","dehydratase",3,1,3,689601,689754,-0.2015793,0.3483909,0.230643066666667,0.249666666666667,"leaf1+(DZA-3)[1], leaf1-(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21715","NP_435276.2","FadR family transcriptional regulator",2,1,2,690437,690521,-0.1892065,0.4479744,0.31859045,0.1545,"leaf1-(DZA-3)[1], leaf1+(A17-4)[1]","3, 4","Both","other"
"pSymA","CDO30_21720","NP_435275.1","GntR family transcriptional regulator",1,1,1,691312,691312,0.3898942,0.3898942,0.3898942,0.089,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21725","NP_435274.1","gluconolactonase",2,1,2,691769,692380,-0.3567381,0.1662567,0.2614974,0.2475,"leaf1+(DZA-3)[1], leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21735","NP_435272.1","AGE family epimerase/isomerase",1,1,1,694422,694422,0.2739987,0.2739987,0.2739987,0.081,"leaf1+(A17-4)[1]","4","A17 only","GxE"
"pSymA","CDO30_21740","YP_001314472.1","mandelate racemase",1,1,1,694954,694954,-0.2092768,-0.2092768,0.2092768,0.232,"leaf1-(DZA-3)[1]","3","DZA only","GxE"
"pSymA","CDO30_21780","NP_435265.2","NADPH:quinone reductase",3,1,4,699064,699394,-0.1986852,0.2419493,0.196906025,0.26975,"leaf1-(DZA-1)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[1]","1, 3","DZA only","GxG"
"pSymA","CDO30_21785","NP_435264.2","LysR family transcriptional regulator",1,1,1,700097,700097,0.1764703,0.1764703,0.1764703,0.316,"leaf1+(DZA-3)[1]","3","DZA only","GxE"
