"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","min_ps","max_ps","no_effects","min_score","max_score","ave_abs_score","ave_af","assocs","host"
"pSymA","CDO30_19830","NP_435607.4","lysine decarboxylase",8,9,353491,354612,39,-0.3105305,0.4470518,0.180876574358974,0.243307692307692,"height1+(DZA-1)[2], height1+(DZA-3)[1], height1-(DZA-3)[2], height1+(A17-4)[1], leaf1-(DZA-1)[1], leaf1+(DZA-1)[1], leaf1-(A17-2)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[3], leaf1+(A17-4)[1], shoot-(A17-2)[1], shoot+(DZA-3)[1], shoot-(DZA-3)[3], nod-(A17-2)[1], nod+(A17-4)[1], nod-(A17-4)[1], nod.weight+(A17-4)[1], chloro.plast+(DZA-13)[1], chloro.plast-(DZA-13)[1], height.plast+(DZA-13)[2], height.plast-(DZA-13)[2], leaf.plast+(DZA-13)[2], leaf.plast-(DZA-13)[3], shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[3]","Both"
"pSymA","CDO30_19835","YP_001313905.1","amino acid decarboxylase",25,10,354905,357128,97,-0.4785645,0.4076536,0.210128295876289,0.163628865979381,"chloro1-(DZA-1)[2], chloro1+(DZA-1)[1], chloro1-(A17-2)[1], chloro1+(DZA-3)[2], height1+(DZA-1)[2], height1-(DZA-1)[1], height1+(A17-2)[2], height1-(A17-2)[4], height1+(DZA-3)[5], height1+(A17-4)[2], height1-(A17-4)[3], leaf1-(DZA-1)[4], leaf1-(A17-2)[1], leaf1+(DZA-3)[4], leaf1-(DZA-3)[2], leaf1+(A17-4)[3], shoot+(DZA-1)[3], shoot-(DZA-1)[1], shoot+(A17-2)[1], shoot-(A17-2)[1], shoot+(DZA-3)[4], shoot-(DZA-3)[2], shoot+(A17-4)[2], nod+(A17-2)[1], nod-(A17-2)[3], nod+(DZA-3)[1], nod+(A17-4)[2], nod-(A17-4)[2], nod.weight-(DZA-1)[1], nod.weight+(DZA-3)[1], nod.weight-(DZA-3)[1], nod.weight+(A17-4)[5], nod.weight-(A17-4)[1], chloro.plast+(DZA-13)[3], chloro.plast-(DZA-13)[1], chloro.plast+(A17-24)[1], height.plast+(DZA-13)[1], height.plast-(DZA-13)[2], height.plast+(A17-24)[2], leaf.plast+(DZA-13)[3], leaf.plast-(DZA-13)[3], shoot.plast+(DZA-13)[5], shoot.plast-(DZA-13)[3], shoot.plast+(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","CDO30_19840","NP_435605.1","putrescine-ornithine antiporter",7,8,357613,358255,29,-0.4881839,0.4163543,0.227900363103448,0.160103448275862,"chloro1-(A17-2)[1], chloro1-(DZA-3)[1], height1+(DZA-1)[2], height1-(A17-2)[1], height1+(A17-2)[2], leaf1-(DZA-1)[1], leaf1+(DZA-1)[1], shoot-(DZA-1)[1], shoot+(DZA-1)[1], shoot-(A17-2)[2], shoot-(DZA-3)[3], nod-(A17-2)[1], nod+(A17-2)[1], nod-(DZA-3)[1], nod.weight-(DZA-1)[1], nod.weight+(DZA-3)[1], height.plast-(DZA-13)[1], height.plast-(A17-24)[1], height.plast+(A17-24)[1], shoot.plast-(DZA-13)[3], shoot.plast+(DZA-13)[1], shoot.plast+(A17-24)[1]","Both"
"pSymA","CDO30_19845","NP_435604.2","amino acid ABC transporter substrate-binding protein",10,10,358666,359279,58,-0.2550928,0.2447303,0.152390473448276,0.359362068965517,"chloro1-(A17-2)[1], height1+(DZA-1)[2], height1-(DZA-1)[1], height1-(A17-2)[3], height1+(A17-2)[1], height1+(DZA-3)[3], leaf1-(DZA-1)[1], leaf1+(A17-2)[4], leaf1-(A17-2)[3], leaf1+(DZA-3)[3], leaf1+(A17-4)[1], shoot+(DZA-1)[1], shoot+(A17-2)[3], shoot+(DZA-3)[3], shoot+(A17-4)[2], nod-(A17-2)[3], nod+(A17-2)[1], nod-(A17-4)[3], nod+(A17-4)[1], nod.weight+(DZA-3)[2], chloro.plast-(DZA-13)[1], chloro.plast+(DZA-13)[2], height.plast+(DZA-13)[4], leaf.plast+(DZA-13)[3], shoot.plast-(DZA-13)[3], shoot.plast+(DZA-13)[3]","Both"
"pSymA","CDO30_19850","NP_435603.2","calcium/proton exchanger",8,10,359911,360648,61,-0.2255517,0.3036926,0.160392561967213,0.327377049180328,"chloro1+(DZA-1)[1], chloro1-(DZA-3)[2], height1+(DZA-1)[1], height1-(A17-2)[1], height1+(A17-2)[1], height1+(DZA-3)[3], height1+(A17-4)[3], leaf1-(DZA-1)[1], leaf1+(A17-2)[3], leaf1-(A17-2)[1], leaf1+(DZA-3)[4], leaf1+(A17-4)[3], shoot+(DZA-1)[1], shoot+(A17-2)[3], shoot-(A17-2)[1], shoot+(DZA-3)[4], shoot+(A17-4)[3], nod-(A17-2)[1], nod+(DZA-3)[1], nod-(A17-4)[1], nod.weight+(DZA-3)[3], nod.weight+(A17-4)[2], chloro.plast-(DZA-13)[3], chloro.plast+(DZA-13)[1], height.plast+(DZA-13)[3], leaf.plast+(DZA-13)[4], shoot.plast+(DZA-13)[3], shoot.plast-(DZA-13)[3]","Both"
"pSymA","CDO30_19855","NP_435602.1","hypothetical protein",1,4,361073,361073,4,-0.2030118,0.2822649,0.1805911,0.214,"height1-(DZA-3)[1], leaf1+(DZA-1)[1], nod+(A17-4)[1], leaf.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_19870","YP_001313901.1","VIT family protein",1,1,362766,362766,1,0.2450147,0.2450147,0.2450147,0.128,"nod.weight+(DZA-3)[1]","DZA only"
"pSymA","CDO30_19875","NP_435600.1","polyphosphate kinase 2",6,9,363107,363720,30,-0.3154066,0.4761018,0.167495528333333,0.345333333333333,"chloro1+(DZA-3)[1], height1+(DZA-3)[3], height1-(DZA-3)[1], height1+(A17-4)[1], leaf1+(A17-2)[3], leaf1+(DZA-3)[1], leaf1-(DZA-3)[2], leaf1+(A17-4)[1], shoot+(A17-2)[2], shoot+(DZA-3)[1], shoot-(DZA-3)[1], shoot+(A17-4)[2], nod+(A17-4)[2], chloro.plast+(DZA-13)[1], height.plast+(DZA-13)[1], height.plast-(DZA-13)[1], leaf.plast+(DZA-13)[1], leaf.plast-(DZA-13)[2], shoot.plast+(DZA-13)[1], shoot.plast-(DZA-13)[2]","Both"
"pSymA","CDO30_19880","NP_435599.1","HlyD family secretion protein",8,9,364204,365071,31,-0.4886902,0.456319,0.206982791290323,0.218709677419355,"chloro1-(DZA-1)[1], height1-(DZA-1)[1], height1+(DZA-3)[2], height1+(A17-4)[2], height1-(A17-4)[1], leaf1+(A17-2)[3], leaf1+(DZA-3)[2], leaf1+(A17-4)[2], leaf1-(A17-4)[1], shoot+(A17-2)[2], shoot+(DZA-3)[1], shoot+(A17-4)[2], nod+(A17-2)[1], nod.weight+(DZA-3)[2], nod.weight+(A17-4)[1], chloro.plast-(DZA-13)[2], chloro.plast+(DZA-13)[1], height.plast+(DZA-13)[2], height.plast-(A17-24)[1], leaf.plast-(A17-24)[1]","Both"
"pSymA","CDO30_19885","NP_435598.1","hypothetical protein",2,7,365285,365689,11,-0.2029557,0.2590688,0.191357152727273,0.256090909090909,"chloro1-(DZA-1)[1], height1-(DZA-1)[1], height1+(A17-2)[1], leaf1+(A17-2)[1], shoot-(DZA-1)[1], shoot+(A17-2)[1], shoot-(A17-4)[1], nod+(A17-2)[1], nod+(A17-4)[1], nod.weight+(A17-4)[1], chloro.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_19890","NP_435597.2","AI-2E family transporter",8,10,366629,367349,39,-0.2050373,0.3223916,0.170851933589744,0.276205128205128,"chloro1+(DZA-3)[1], height1-(DZA-1)[2], height1+(A17-4)[1], height1-(A17-4)[2], leaf1+(DZA-1)[1], leaf1+(A17-2)[1], leaf1+(A17-4)[1], leaf1-(A17-4)[2], shoot-(DZA-1)[1], shoot+(A17-2)[2], shoot+(A17-4)[1], nod+(A17-2)[4], nod+(DZA-3)[4], nod+(A17-4)[2], nod.weight+(DZA-1)[1], nod.weight-(DZA-1)[1], nod.weight+(DZA-3)[1], nod.weight-(DZA-3)[3], chloro.plast-(DZA-13)[1], height.plast-(A17-24)[1], leaf.plast+(A17-24)[1], leaf.plast-(A17-24)[3], shoot.plast-(A17-24)[2]","Both"
"pSymA","CDO30_19895","NP_435596.1","hypothetical protein",13,10,367464,369138,79,-0.276928,0.3569531,0.166911104050633,0.284493670886076,"chloro1-(DZA-1)[2], chloro1+(DZA-1)[1], chloro1+(DZA-3)[1], height1-(DZA-1)[3], height1+(DZA-1)[1], height1+(A17-2)[4], height1-(DZA-3)[1], height1+(DZA-3)[3], leaf1-(DZA-1)[1], leaf1+(DZA-1)[2], leaf1+(A17-2)[5], leaf1-(A17-2)[1], leaf1+(DZA-3)[3], shoot-(DZA-1)[1], shoot+(A17-2)[5], shoot-(A17-2)[1], shoot+(DZA-3)[3], nod-(DZA-1)[1], nod+(A17-2)[4], nod+(DZA-3)[1], nod+(A17-4)[1], nod.weight+(A17-2)[1], nod.weight+(DZA-3)[2], nod.weight-(DZA-3)[1], nod.weight+(A17-4)[3], chloro.plast+(DZA-13)[4], chloro.plast-(DZA-13)[1], height.plast+(DZA-13)[5], height.plast-(DZA-13)[1], height.plast-(A17-24)[4], leaf.plast-(DZA-13)[1], leaf.plast+(DZA-13)[3], leaf.plast-(A17-24)[2], shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[3], shoot.plast-(A17-24)[2]","Both"
"pSymA","CDO30_19900","NP_435595.1","hypothetical protein",1,4,369571,369571,4,0.04677807,0.1848426,0.1151960375,0.337,"shoot+(DZA-3)[1], nod.weight+(DZA-1)[1], height.plast+(DZA-13)[1], shoot.plast+(DZA-13)[1]","DZA only"
"pSymA","CDO30_19905","NP_435594.1","transcriptional regulator",3,7,370024,370179,11,-0.3016961,0.3392476,0.215950811818182,0.278,"height1+(DZA-1)[1], height1-(DZA-3)[1], leaf1-(DZA-3)[1], leaf1+(A17-4)[1], shoot-(DZA-3)[1], shoot+(A17-4)[1], nod.weight+(DZA-3)[1], nod.weight+(A17-4)[1], height.plast-(DZA-13)[1], leaf.plast-(DZA-13)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_19910","NP_435593.1","hypothetical protein",7,8,370444,370820,26,-0.2330543,0.3601037,0.223275120769231,0.214346153846154,"height1+(A17-2)[1], height1-(DZA-3)[1], height1+(A17-4)[2], leaf1+(A17-2)[1], leaf1+(A17-4)[2], shoot+(A17-2)[2], shoot-(DZA-3)[2], shoot+(A17-4)[2], nod+(A17-2)[2], nod.weight+(A17-4)[5], height.plast-(DZA-13)[1], height.plast-(A17-24)[1], leaf.plast-(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20010","NP_435579.1","hypothetical protein",7,8,380642,380817,12,-0.2435939,0.2584604,0.174426936666667,0.161083333333333,"chloro1-(A17-2)[1], height1-(A17-2)[1], leaf1-(A17-2)[2], leaf1+(DZA-3)[2], nod+(DZA-3)[1], nod.weight+(DZA-1)[1], chloro.plast+(A17-24)[1], height.plast+(A17-24)[2], leaf.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20015","NP_435578.1","hypothetical protein",11,10,381135,381632,21,-0.3942297,0.3213215,0.196924382857143,0.145095238095238,"chloro1-(DZA-3)[1], height1+(DZA-1)[1], leaf1-(A17-2)[1], shoot+(DZA-1)[1], shoot-(DZA-3)[3], nod-(A17-2)[1], nod-(DZA-3)[1], nod-(A17-4)[1], nod.weight+(A17-2)[4], nod.weight+(DZA-3)[1], chloro.plast+(DZA-13)[1], chloro.plast-(DZA-13)[2], height.plast-(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20020","NP_435577.1","mechanosensitive ion channel family protein",21,10,381633,383013,53,-0.4106641,0.3722896,0.207101586981132,0.154377358490566,"chloro1+(A17-2)[2], chloro1-(A17-2)[1], chloro1+(DZA-3)[3], height1+(DZA-1)[1], height1+(DZA-3)[2], height1-(DZA-3)[2], height1+(A17-4)[1], leaf1-(A17-2)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[3], leaf1+(A17-4)[1], shoot+(A17-2)[1], shoot-(DZA-3)[3], shoot+(A17-4)[1], nod+(DZA-1)[1], nod+(A17-2)[3], nod-(DZA-3)[2], nod+(A17-4)[4], nod.weight+(DZA-1)[1], nod.weight+(DZA-3)[2], nod.weight+(A17-4)[2], chloro.plast+(DZA-13)[1], chloro.plast-(A17-24)[2], height.plast-(DZA-13)[4], height.plast+(DZA-13)[1], leaf.plast+(DZA-13)[2], leaf.plast-(DZA-13)[2], leaf.plast-(A17-24)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20025","NP_435576.1","hypothetical protein",2,2,383263,383473,2,0.04651053,0.2816737,0.164092115,0.225,"shoot+(A17-4)[1], height.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20030","NP_435575.1","aquaporin Z",1,4,384456,384456,4,-0.1899618,-0.04820276,0.11103474,0.478,"height1-(DZA-3)[1], shoot-(DZA-3)[1], height.plast-(DZA-13)[1], leaf.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_20035","YP_001314404.1","hypothetical protein",2,3,384741,384777,3,-0.2090194,0.3365527,0.212413923333333,0.147666666666667,"nod+(A17-4)[1], nod.weight-(A17-4)[1], leaf.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20040","NP_435574.1","hypothetical protein",3,6,385307,385454,13,-0.2082545,0.2321788,0.147726233846154,0.340769230769231,"leaf1-(DZA-1)[1], leaf1+(A17-2)[2], leaf1+(DZA-3)[2], shoot+(DZA-3)[1], nod+(A17-2)[2], height.plast+(DZA-13)[1], leaf.plast+(DZA-13)[3], shoot.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20045","NP_435573.1","hypothetical protein",2,5,386719,386755,6,-0.107664,0.4670218,0.253752883333333,0.102833333333333,"leaf1+(A17-2)[1], shoot+(A17-2)[1], nod+(A17-2)[1], height.plast-(A17-24)[1], leaf.plast+(DZA-13)[1], leaf.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20050","YP_001314543.1","hypothetical protein",2,2,387171,387198,4,-0.1867262,0.1721469,0.1006782575,0.468,"chloro1-(DZA-1)[1], chloro1+(DZA-1)[1], chloro.plast+(DZA-13)[1], chloro.plast-(DZA-13)[1]","DZA only"
"pSymA","CDO30_20055","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",3,7,387359,387520,12,-0.3097395,0.1568757,0.148985028333333,0.359416666666667,"chloro1-(DZA-1)[1], chloro1+(DZA-1)[1], height1+(DZA-1)[1], height1-(DZA-3)[1], leaf1-(DZA-3)[1], shoot+(A17-2)[1], shoot-(DZA-3)[1], height.plast+(DZA-13)[1], height.plast-(DZA-13)[1], height.plast-(A17-24)[1], leaf.plast-(DZA-13)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20060","NP_435571.1","copper-translocating P-type ATPase",16,9,387790,389643,51,-0.3118896,0.4589953,0.189128146666667,0.223862745098039,"height1+(DZA-1)[3], height1-(DZA-1)[1], height1+(A17-2)[1], height1-(A17-2)[2], height1-(DZA-3)[1], height1-(A17-4)[1], leaf1+(DZA-1)[1], leaf1+(A17-2)[2], leaf1-(A17-2)[1], leaf1-(DZA-3)[3], shoot+(A17-2)[3], shoot-(A17-2)[2], shoot+(DZA-3)[4], shoot-(DZA-3)[3], nod-(DZA-1)[1], nod+(A17-2)[2], nod-(A17-2)[1], nod+(A17-4)[2], nod-(A17-4)[1], nod.weight-(DZA-3)[1], chloro.plast+(DZA-13)[2], height.plast-(DZA-13)[2], height.plast-(A17-24)[1], height.plast+(A17-24)[1], leaf.plast+(DZA-13)[2], leaf.plast-(DZA-13)[3], shoot.plast-(DZA-13)[2], shoot.plast-(A17-24)[1], shoot.plast+(A17-24)[1]","Both"
"pSymA","CDO30_20065","NP_435570.1","DUF2189 domain-containing protein",4,8,390130,390510,16,-0.3004307,0.1935684,0.14976465375,0.2908125,"height1-(DZA-3)[1], leaf1-(DZA-3)[1], leaf1+(DZA-3)[1], leaf1+(A17-4)[1], shoot-(A17-2)[1], shoot+(A17-2)[1], shoot-(DZA-3)[1], nod-(DZA-1)[1], nod.weight-(DZA-1)[1], nod.weight+(A17-4)[1], height.plast-(DZA-13)[1], height.plast-(A17-24)[1], leaf.plast-(DZA-13)[1], leaf.plast+(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20075","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",5,7,390836,391693,10,-0.2134767,0.2629572,0.143650183,0.3317,"height1-(DZA-3)[1], leaf1-(DZA-3)[1], shoot-(DZA-3)[2], nod.weight+(A17-4)[1], height.plast-(DZA-13)[2], leaf.plast-(DZA-13)[1], leaf.plast+(DZA-13)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20080","NP_435568.1","CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone",1,1,391818,391818,1,-0.1608725,-0.1608725,0.1608725,0.219,"shoot-(A17-2)[1]","A17 only"
"pSymA","CDO30_20085","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II",4,8,392263,392568,11,-0.2430158,0.3069059,0.181759916363636,0.176818181818182,"height1+(A17-4)[1], leaf1+(A17-4)[1], shoot+(DZA-3)[1], shoot-(DZA-3)[1], nod-(A17-4)[1], nod.weight+(DZA-3)[2], nod.weight+(A17-4)[1], chloro.plast+(DZA-13)[1], leaf.plast+(DZA-13)[1], shoot.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20090","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",10,10,392933,394202,26,-0.4598047,0.2437872,0.175874764230769,0.250461538461538,"chloro1+(DZA-3)[1], height1-(DZA-1)[2], height1-(DZA-3)[1], height1+(A17-4)[1], leaf1-(DZA-1)[1], leaf1+(DZA-3)[2], leaf1-(DZA-3)[1], shoot+(A17-2)[1], shoot-(DZA-3)[2], nod+(DZA-1)[2], nod-(DZA-1)[1], nod+(A17-2)[1], nod+(A17-4)[1], nod.weight+(DZA-3)[1], chloro.plast+(DZA-13)[1], height.plast-(DZA-13)[2], height.plast+(DZA-13)[2], leaf.plast-(DZA-13)[2], shoot.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20095","WP_017267631.1","hypothetical protein",2,6,394359,394584,7,-0.2483915,0.186585,0.170841057142857,0.318,"height1-(DZA-3)[1], leaf1-(DZA-3)[1], shoot+(A17-2)[1], shoot-(DZA-3)[1], nod+(A17-4)[1], height.plast-(DZA-13)[1], leaf.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20100","YP_001313599.1","cell envelope protein",15,10,394622,396053,63,-0.3954487,0.4111164,0.205491849365079,0.215777777777778,"chloro1+(DZA-3)[1], height1+(DZA-1)[3], height1-(DZA-1)[1], height1-(A17-2)[1], height1+(A17-2)[2], height1+(DZA-3)[1], height1-(DZA-3)[1], height1+(A17-4)[1], leaf1+(DZA-1)[1], leaf1-(DZA-1)[2], leaf1+(A17-2)[1], leaf1-(A17-2)[1], leaf1+(DZA-3)[3], leaf1-(DZA-3)[1], shoot+(DZA-1)[1], shoot+(A17-2)[4], shoot-(A17-2)[2], shoot+(DZA-3)[5], shoot-(DZA-3)[3], nod+(DZA-1)[1], nod+(A17-2)[2], nod-(A17-2)[1], nod-(DZA-3)[1], nod-(A17-4)[1], nod+(A17-4)[2], nod.weight+(A17-2)[1], nod.weight-(DZA-3)[1], nod.weight+(DZA-3)[1], nod.weight+(A17-4)[1], chloro.plast-(DZA-13)[1], height.plast-(DZA-13)[2], height.plast+(DZA-13)[1], height.plast+(A17-24)[1], leaf.plast+(DZA-13)[5], leaf.plast-(DZA-13)[2], shoot.plast+(DZA-13)[2], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20105","NP_435563.1","hypothetical protein",20,10,396151,397628,57,-0.3942571,0.3460136,0.201360094736842,0.177859649122807,"chloro1-(DZA-1)[3], chloro1-(DZA-3)[1], height1+(DZA-1)[4], height1-(DZA-1)[1], height1-(A17-2)[1], height1-(A17-4)[2], height1+(A17-4)[1], leaf1+(DZA-1)[2], leaf1+(A17-2)[2], leaf1-(DZA-3)[2], leaf1+(DZA-3)[1], shoot-(A17-2)[2], shoot+(A17-2)[1], nod+(DZA-1)[2], nod-(A17-2)[1], nod+(A17-2)[1], nod+(A17-4)[1], nod.weight-(DZA-3)[5], nod.weight+(DZA-3)[3], nod.weight+(A17-4)[3], nod.weight-(A17-4)[1], chloro.plast-(DZA-13)[2], height.plast+(DZA-13)[1], height.plast-(DZA-13)[2], height.plast+(A17-24)[1], height.plast-(A17-24)[2], leaf.plast-(DZA-13)[2], leaf.plast+(DZA-13)[1], shoot.plast-(DZA-13)[2], shoot.plast+(A17-24)[1], shoot.plast-(A17-24)[3]","Both"
"pSymA","CDO30_20110","NP_435562.1","hypothetical protein",3,5,397788,397823,8,-0.06175998,0.2016253,0.1058353675,0.33725,"height1+(DZA-3)[2], shoot+(DZA-3)[1], height.plast+(DZA-13)[1], height.plast-(A17-24)[1], leaf.plast+(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20115","NP_435561.2","DUF2092 domain-containing protein",5,7,398111,398654,18,-0.3161216,0.260827,0.177052483888889,0.272388888888889,"height1+(DZA-1)[1], height1-(DZA-3)[2], leaf1+(DZA-1)[1], leaf1-(DZA-3)[2], shoot-(A17-2)[1], shoot-(DZA-3)[2], nod+(A17-4)[1], nod-(A17-4)[1], height.plast-(DZA-13)[2], height.plast-(A17-24)[1], leaf.plast-(DZA-13)[2], leaf.plast-(A17-24)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20120","WP_017271444.1","hypothetical protein",3,7,398979,399130,13,-0.2545456,0.3907963,0.186393146923077,0.199,"height1-(DZA-3)[1], leaf1+(A17-2)[1], leaf1-(DZA-3)[1], shoot-(A17-2)[1], shoot-(DZA-3)[1], nod+(A17-2)[1], nod+(A17-4)[1], height.plast-(DZA-13)[1], height.plast-(A17-24)[2], leaf.plast-(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20125","NP_435560.2","adenylate cyclase",15,10,399589,401590,41,-0.3652384,0.3917313,0.198491486829268,0.21219512195122,"chloro1-(DZA-1)[3], chloro1+(A17-2)[1], chloro1+(DZA-3)[1], chloro1-(DZA-3)[1], height1+(DZA-1)[2], height1-(DZA-1)[1], height1-(DZA-3)[1], leaf1-(DZA-1)[5], leaf1+(DZA-1)[1], leaf1+(A17-2)[1], leaf1-(DZA-3)[1], shoot-(DZA-1)[3], shoot+(DZA-1)[1], shoot-(A17-2)[1], shoot-(DZA-3)[2], nod+(A17-2)[1], nod.weight-(DZA-3)[2], nod.weight+(DZA-3)[2], chloro.plast-(A17-24)[1], height.plast-(DZA-13)[1], height.plast+(DZA-13)[3], height.plast-(A17-24)[1], leaf.plast-(DZA-13)[1], leaf.plast+(DZA-13)[3], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20130","NP_435559.2","alpha/beta hydrolase",10,7,402015,403187,23,-0.312767,0.2939458,0.201422400434783,0.166434782608696,"chloro1-(DZA-1)[2], chloro1-(DZA-3)[1], chloro1+(DZA-3)[1], height1-(A17-2)[1], height1+(DZA-3)[1], leaf1-(DZA-1)[1], leaf1+(DZA-3)[1], leaf1-(A17-4)[2], shoot-(DZA-1)[2], shoot-(A17-2)[1], shoot+(A17-2)[1], shoot+(DZA-3)[1], nod+(A17-2)[2], nod+(DZA-3)[1], nod-(A17-4)[1], height.plast+(DZA-13)[2], leaf.plast+(DZA-13)[1], leaf.plast-(A17-24)[1]","Both"
"pSymA","CDO30_20155","YP_001326981.1","hypothetical protein",1,5,406892,406892,8,-0.2792147,0.4636335,0.25547864875,0.107,"leaf1+(DZA-1)[1], leaf1+(A17-4)[1], shoot-(DZA-3)[1], nod+(A17-4)[1], nod.weight-(DZA-1)[1], nod.weight-(A17-2)[1], leaf.plast-(DZA-13)[1], leaf.plast+(A17-24)[1]","Both"
"pSymA","CDO30_20160","NP_435553.1","nitrate ABC transporter substrate-binding protein",2,8,408219,408582,13,-0.5668024,0.3174202,0.251143576153846,0.155307692307692,"height1+(DZA-1)[1], leaf1-(DZA-3)[2], shoot-(A17-2)[1], shoot-(DZA-3)[2], nod+(DZA-1)[1], nod+(A17-4)[1], nod.weight-(DZA-3)[1], height.plast-(DZA-13)[1], leaf.plast-(DZA-13)[2], shoot.plast-(DZA-13)[1]","Both"
"pSymA","CDO30_20165","NP_435552.1","nitrate ABC transporter%2C permease protein",1,6,409460,409460,7,-0.2740509,0.2265914,0.172789141428571,0.217,"height1-(DZA-1)[1], leaf1-(DZA-1)[1], leaf1+(DZA-3)[1], shoot-(DZA-1)[1], nod+(A17-2)[1], chloro.plast-(A17-24)[1], leaf.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20170","NP_435551.1","nitrate ABC transporter ATP-binding protein",1,2,410817,410817,2,0.3638245,0.3641587,0.3639916,0.058,"leaf1+(A17-4)[1], shoot+(A17-4)[1]","A17 only"
"pSymA","CDO30_20175","NP_435549.2","guanylate cyclase",5,9,411302,413392,33,-0.3127509,0.5041926,0.19133202969697,0.212787878787879,"chloro1+(DZA-1)[1], chloro1+(DZA-3)[2], height1+(DZA-1)[2], height1-(DZA-1)[1], height1-(DZA-3)[2], leaf1+(DZA-1)[1], leaf1-(DZA-1)[1], leaf1-(DZA-3)[2], leaf1+(DZA-3)[2], leaf1+(A17-4)[1], shoot-(DZA-1)[1], shoot-(A17-2)[2], shoot-(DZA-3)[2], shoot+(DZA-3)[1], nod+(A17-4)[2], chloro.plast-(DZA-13)[1], chloro.plast-(A17-24)[1], height.plast-(DZA-13)[2], leaf.plast-(DZA-13)[2], leaf.plast+(DZA-13)[2], shoot.plast-(DZA-13)[1], shoot.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20180","NP_435548.1","branched chain amino acid ABC transporter substrate-binding protein",5,7,414143,414875,11,-0.3986736,0.2474701,0.174957965454545,0.181454545454545,"chloro1+(DZA-3)[1], chloro1-(DZA-3)[1], height1-(DZA-1)[1], leaf1+(DZA-1)[1], leaf1-(DZA-1)[1], leaf1+(DZA-3)[1], nod+(A17-2)[1], chloro.plast-(A17-24)[1], height.plast+(DZA-13)[2], leaf.plast+(DZA-13)[1]","Both"
"pSymA","CDO30_20185","NP_435547.2","hypothetical protein",1,2,415144,415144,2,-0.2588312,0.2465249,0.25267805,0.095,"nod-(A17-2)[1], nod.weight+(A17-4)[1]","A17 only"
"pSymA","CDO30_20200","WP_013845882.1","addiction module antitoxin",2,4,416772,416775,4,-0.2478542,0.2193339,0.21228435,0.209,"chloro1+(DZA-1)[1], height1-(A17-4)[1], leaf1-(A17-4)[1], nod.weight+(A17-2)[1]","Both"
"pSymA","CDO30_21030","NP_435404.4","response regulator",1,1,561590,561590,1,0.188329,0.188329,0.188329,0.259,"height1+(DZA-3)[1]","DZA only"
"pSymA","CDO30_21040","NP_435401.1","TIGR02587 family membrane protein",2,2,563067,563205,2,0.1690492,0.340088,0.2545686,0.1675,"height1+(DZA-3)[1], nod+(A17-2)[1]","Both"
