"region","gene_ID","RefSeq_ID","ncbi_func","traits","lines","overlap"
"pSymA","gene-CDO30_22210","NP_436485.1","GGDEF domain-containing protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_22220","NP_436483.2","SH3 domain-containing protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_22230","NP_436482.1","penicillin-binding protein 2","shoot","DZA","trait_only"
"pSymA","gene-CDO30_22235","NP_436481.1","penicillin-binding protein 1A","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_22240","NP_436480.1","LysR family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_22245","NP_436479.1","dehydrogenase","shoot","DZA","trait_only"
"pSymA","gene-CDO30_22255","NP_436477.2","LysR family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_22290","NP_436470.1","RelE/ParE family toxin","shoot","A17","trait_only"
"pSymA","gene-CDO30_22295","WP_017265388.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_22320","YP_001314981.1","hypothetical protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_22330","NP_436462.1","integrase","shoot","A17","trait_only"
"pSymA","gene-CDO30_22405","YP_002822682.1","DUF2191 domain-containing protein","shoot","A17, DZA","trait_only"
"pSymA","gene-CDO30_22720","NP_436397.2","hemolysin-type calcium-binding protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_22735","NP_436395.1","LysR family transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymA","gene-CDO30_22850","NP_436372.1","serine/threonine protein kinase","shoot","A17","trait_only"
"pSymA","gene-CDO30_23055","WP_017266788.1","LysR family transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23095","NP_436326.2","type 1 glutamine amidotransferase domain-containing protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_23100","NP_436325.1","short-chain dehydrogenase","shoot","A17, DZA","trait_only"
"pSymA","gene-CDO30_23105","NP_436324.1","LysR family transcriptional regulator","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23120","NP_436321.2","polyhydroxybutyrate depolymerase","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23130","NP_436319.2","MFS transporter","shoot","A17, DZA","trait_only"
"pSymA","gene-CDO30_23135","NP_436318.1","NmrA family protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23140","NP_436317.2","LysR family transcriptional regulator","shoot","A17","trait_only"
"pSymA","gene-CDO30_23155","NP_436315.1","serine hydrolase","shoot","A17","trait_only"
"pSymA","gene-CDO30_23160","WP_015445499.1","class A beta-lactamase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_23175","NP_436312.1","Crp/Fnr family transcriptional regulator","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23185","NP_436311.1","EamA family transporter","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23195","NP_436309.1","hypothetical protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_23320","NP_436294.1","penicillin-binding protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23335","YP_001314413.1","protease","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23345","NP_436290.1","osmotically inducible protein C","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23355","NP_436288.1","peptide-methionine (R)-S-oxide reductase","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23435","NP_436274.1","FAD-binding oxidoreductase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_23445","NP_436272.1","ABC transporter ATP-binding protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23450","NP_436271.1","ABC transporter permease","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23460","NP_436269.1","ABC transporter substrate-binding protein","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23475","YP_001314274.1","N-acetyltransferase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_23485","NP_436264.1","FAD-binding oxidoreductase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23490","NP_436263.1","NAD-dependent succinate-semialdehyde dehydrogenase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23495","NP_436262.1","tartrate dehydrogenase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23500","NP_436261.1","aldehyde dehydrogenase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23525","NP_436257.2","N-acetyltransferase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23535","NP_436255.1","hypothetical protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_23540",NA,"hypothetical protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_23545","YP_002823802.1","hypothetical protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23555","NP_436252.1","AraC family transcriptional regulator","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23560","NP_436251.1","AraC family transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23565","NP_436250.2","AraC family transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23570","WP_014531371.1","hypothetical protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23590","NP_436246.1","DoxX family protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23595","NP_436245.1","MFS transporter","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_23600","NP_436244.1","MBL fold metallo-hydrolase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_23630","NP_436237.1","potassium transporter Kup","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23660","NP_436233.1","adenylate/guanylate cyclase domain-containing protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23695","WP_003548655.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23745","NP_436219.1","aminotransferase","shoot","A17","trait_only"
"pSymA","gene-CDO30_23750","NP_436218.1","phosphotransferase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_23770","NP_436214.1","polyamine ABC transporter ATP-binding protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_23800","NP_436209.1","TonB-dependent siderophore receptor","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_23865","NP_436196.1","alpha/beta hydrolase","shoot","DZA, A17","trait_only"
"pSymA","gene-CDO30_23880","NP_436193.2","cysteine hydrolase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23890","NP_436191.1","LysR family transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23905","NP_436188.1","adenine deaminase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_23910","WP_017272267.1","hypothetical protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_24000","NP_436170.1","arylsulfatase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24005","NP_436169.1","haloacid dehalogenase-like hydrolase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24010","NP_436168.1","hypothetical protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_24020","NP_436166.2","amidohydrolase family protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_24185","WP_017506755.1","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24195","NP_436136.1","LysR family transcriptional regulator","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24200","NP_436135.2","nuclear transport factor 2 family protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24305","YP_002823460.1","FAD-dependent oxidoreductase","shoot, shoot.plast","A17","both_traits"
"pSymA","gene-CDO30_24310","NP_436112.1","adenylate cyclase","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24350","NP_436107.2","adenylate/guanylate cyclase domain-containing protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_24355","NP_436106.1","mechanosensitive ion channel family protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_24380","NP_436101.1","pilus assembly protein CpaE","shoot","DZA, A17","trait_only"
"pSymA","gene-CDO30_24400","NP_436097.1","pilus assembly protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24425","NP_436092.1","chemotaxis protein CheW","shoot","DZA, A17","trait_only"
"pSymA","gene-CDO30_24430","NP_436091.1","chemotaxis protein CheR","shoot","DZA, A17","trait_only"
"pSymA","gene-CDO30_24440","NP_436089.2","GGDEF domain-containing protein","shoot","DZA, A17","trait_only"
"pSymA","gene-CDO30_24465","YP_001312374.1","hypothetical protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24470","NP_436083.4","Na(+)/H(+) antiporter subunit D","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24475","NP_436082.1","NADH-quinone oxidoreductase subunit M","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24485","NP_436080.1","NADH-quinone oxidoreductase subunit A 2","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24500","NP_436077.1","NADH-quinone oxidoreductase subunit D 2","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24515","NP_436074.1","NADH-quinone oxidoreductase subunit G 2","shoot, shoot.plast","DZA, A17","both_traits"
"pSymA","gene-CDO30_24520","NP_436073.1","histidine kinase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24525","NP_436072.1","NADH-quinone oxidoreductase subunit I 2","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24530","NP_436071.1","NADH-quinone oxidoreductase subunit H 2","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24540","NP_436069.1","ABC transporter permease","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24550","NP_436067.1","ABC transporter ATP-binding protein","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24565","NP_436064.1","aromatic ring-hydroxylating dioxygenase subunit alpha","shoot, shoot.plast","DZA, A17","both_traits"
"pSymA","gene-CDO30_24570","NP_436063.1","aromatic ring-hydroxylating dioxygenase subunit alpha","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24585","NP_436060.1","alanine--glyoxylate aminotransferase family protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24590","NP_436059.1","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24595","NP_436058.1","LysR family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24610","NP_436055.1","cytochrome c family protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24615","NP_436054.2","MFS transporter","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24625","NP_436053.1","dehydrogenase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24645","NP_436049.1","aminopeptidase P family protein","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24650","NP_436048.1","isochorismatase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24665","NP_436045.1","ABC transporter permease","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_24675","NP_436043.1","muconate cycloisomerase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24680","NP_436042.1","dehydrogenase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24690","NP_436040.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24695","NP_436039.2","AraC family transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24705","NP_436037.1","acetyl-CoA acetyltransferase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24715","NP_436036.2","MFS transporter","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24720","NP_436035.2","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24730","NP_436033.1","5-dehydro-4-deoxyglucarate dehydratase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24735","NP_436032.1","ABC transporter substrate-binding protein","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24740","YP_001313791.1","ABC transporter permease","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24745","NP_436030.1","ABC transporter permease","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24750","NP_436029.1","ABC transporter ATP-binding protein","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24870","NP_436006.1","LysR family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_24875","WP_014528683.1","FAD-binding oxidoreductase","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24885","NP_436004.1","oxidase","shoot","A17","trait_only"
"pSymA","gene-CDO30_24890","NP_436003.1","ABC transporter substrate-binding protein","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_24920","YP_001313776.1","ABC transporter ATP-binding protein","shoot","A17","trait_only"
"pSymA","gene-CDO30_24975","NP_435989.2","VOC family protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24980","NP_435987.1","DUF1206 domain-containing protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_24990","NP_435985.1","sugar phosphate isomerase/epimerase","shoot","A17","trait_only"
"pSymA","gene-CDO30_24995","NP_435984.1","enolase","shoot","DZA","trait_only"
"pSymA","gene-CDO30_25005","NP_435982.2","dehydrogenase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_25010","NP_435981.1","ABC transporter ATP-binding protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymA","gene-CDO30_25040","YP_002000352.1","TetR/AcrR family transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_25045","NP_435975.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_25055","NP_435973.1","cupin","shoot.plast","DZA","plast_only"
"pSymA","gene-CDO30_25070","NP_435970.1","alpha/beta hydrolase","shoot, shoot.plast","DZA","both_traits"
"pSymA","gene-CDO30_25100","NP_435964.1","Type IV secretory pathway AvhB2 protein","shoot","DZA","trait_only"
"pSymA","gene-CDO30_25110","NP_435962.1","VirB4 family type IV secretion/conjugal transfer ATPase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25145","NP_438058.1","aldehyde-activating protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_25175","NP_438064.1","two-component sensor histidine kinase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25190","NP_438067.1","phosphomethylpyrimidine synthase ThiC","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25195","NP_438068.1","glycine oxidase ThiO","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25205","NP_438069.1","thiazole synthase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25210","NP_438070.1","thiamine phosphate synthase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25295","WP_014331479.1","LacI family transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25310","NP_438090.1","carboxynorspermidine decarboxylase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25315","NP_438091.1","3-hydroxyacyl-CoA dehydrogenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25320","NP_438092.1","2-(1%2C2-epoxy-1%2C2-dihydrophenyl)acetyl-CoA isomerase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25325","NP_438093.1","acyl-CoA thioesterase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25330","NP_438094.3","bifunctional aldehyde dehydrogenase/enoyl-CoA hydratase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25335","NP_438095.1","phenylacetic acid degradation protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25340","NP_438096.1","phenylacetate-CoA oxygenase subunit PaaJ","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25345","NP_438097.1","phenylacetate-CoA oxygenase subunit PaaI","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25355","NP_438099.1","phenylacetate-CoA oxygenase subunit PaaA","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25365","NP_438101.1","DUF992 domain-containing protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25370","NP_438102.1","alpha-glucosidase/alpha-galactosidase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25375","NP_438103.1","ABC transporter ATP-binding protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25380","NP_438104.1","ABC transporter permease","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25390","NP_438106.1","periplasmic alpha-galactoside-binding protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25395","NP_438107.1","alpha-glucosidase/alpha-galactosidase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25400","NP_438108.1","AraC family transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25405","NP_438109.1","LacI family transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25410","NP_438110.1","VapC toxin family PIN domain ribonuclease","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25415","YP_002822257.1","plasmid stabilization protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25420","NP_436541.1","sugar ABC transporter substrate-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25440","NP_436545.1","ABC transporter ATP-binding protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25445","NP_436546.1","pyrroline-5-carboxylate reductase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25450","NP_436547.1","LysR family transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25460","NP_436549.1","flavin-nucleotide-binding protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_25465","NP_436550.1","catalase C","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25470","NP_436551.1","ATP-dependent DNA ligase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25475","NP_436552.1","LysR family transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25480","NP_436553.1","alpha/beta hydrolase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_25485","NP_436554.1","ZIP family metal transporter","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25490","NP_436555.1","vitamin K epoxide reductase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25495","NP_436556.1","gfo/Idh/MocA family oxidoreductase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25500","NP_436557.1","LacI family transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25505","NP_436558.1","ABC transporter permease","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25510","NP_436559.1","ABC transporter permease","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25525","NP_436561.1","sugar ABC transporter substrate-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25530","NP_436562.1","dihydrolipoamide succinyltransferase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25535","NP_436563.1","pyruvate dehydrogenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25540","NP_436564.1","Lrp/AsnC family transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25545","NP_437802.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25555","NP_436565.1","dienelactone hydrolase family protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_25560","NP_436566.1","5-oxoprolinase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25565","YP_001312845.1","rRNA pseudouridine synthase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25570","NP_436568.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25575","NP_436569.1","tripartite tricarboxylate transporter TctB family protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_25580","NP_436570.1","tripartite tricarboxylate transporter permease","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_25585","NP_436571.1","peptidase C45","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25590","WP_014530042.1","prevent-host-death protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25600","NP_436573.1","RNA polymerase sigma factor SigJ","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25620","NP_436578.1","ABC transporter permease","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25630","NP_436580.1","shikimate dehydrogenase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_25640","NP_436582.1","PLP-dependent aminotransferase family protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_25645","NP_436583.1","EamA/RhaT family transporter","shoot","A17","trait_only"
"pSymB","gene-CDO30_25660","NP_436586.1","glycosyl transferase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_25670","NP_436588.1","plasmid partitioning protein RepB","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_25685","NP_436591.1","histidine utilization repressor","shoot","A17","trait_only"
"pSymB","gene-CDO30_25690","NP_436592.1","elongation factor G","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_25700","NP_436594.1","alpha/beta hydrolase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25720","NP_436598.1","ABC transporter ATP-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25785","NP_436609.1","sodium:alanine symporter family protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_25795","NP_436611.1","MFS transporter","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25825","NP_436617.1","sensor histidine kinase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25830","NP_436618.1","DNA-binding response regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_25840","NP_436619.1","hemolysin D","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_25845","NP_436620.2","glutathione-dependent formaldehyde dehydrogenase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_25880","NP_436627.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25885","NP_436628.1","protein-L-isoaspartate O-methyltransferase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25910","NP_436633.1","lysylphosphatidylglycerol synthetase family protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25920","NP_436635.1","pyruvate oxidase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_25925","NP_436636.1","sensory rhodopsin transducer","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_25935","NP_436638.1","sensory rhodopsin transducer","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25940","NP_436639.1","maltose alpha-D-glucosyltransferase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_25945","NP_436640.1","LLM class F420-dependent oxidoreductase","shoot","A17","trait_only"
"pSymB","gene-CDO30_25950","NP_436641.1","hydroxyglutarate oxidase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_25955","NP_436642.1","sigma-54-dependent Fis family transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25960","NP_436643.1","FAD-dependent oxidoreductase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_25965","NP_436644.1","anion permease","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_25970","YP_001312773.1","GntR family transcriptional regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_25975","NP_436646.1","FadR family transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25985","NP_436648.1","peptide ABC transporter substrate-binding protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_25995","NP_436650.1","ABC transporter permease","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26000","NP_436651.1","ABC transporter ATP-binding protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_26005","NP_436652.1","EamA/RhaT family transporter","shoot","A17","trait_only"
"pSymB","gene-CDO30_26020","NP_436655.1","dihydroxy-acid dehydratase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_26025","NP_436656.1","amylo-alpha-1%2C6-glucosidase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26040","NP_436658.1","RidA family protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26060","NP_436662.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_26075","NP_436664.1","ABC transporter ATP-binding protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26080","NP_436665.1","ABC transporter permease","shoot","DZA","trait_only"
"pSymB","gene-CDO30_26090","YP_001312749.1","BMP family ABC transporter substrate-binding protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26125","NP_436674.1","permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26130","NP_436675.1","aromatic acid decarboxylase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26135","NP_436676.1","UbiD family decarboxylase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_26140","NP_436677.1","amidohydrolase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26145","NP_436678.1","amidohydrolase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26150","NP_436679.1","DUF2243 domain-containing protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26155","NP_436680.1","dihydrodipicolinate synthase family protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26160","NP_436681.1","ABC transporter ATP-binding protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_26170","NP_436683.1","ABC transporter permease","shoot","DZA","trait_only"
"pSymB","gene-CDO30_26180","NP_436685.1","glycosyl hydrolase","shoot","A17","trait_only"
"pSymB","gene-CDO30_26195","NP_436688.1","FadR family transcriptional regulator","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26265","NP_436701.1","hypothetical protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_26270","NP_436702.1","DNA-binding response regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26280","NP_436704.1","hybrid sensor histidine kinase/response regulator","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_26285","NP_436705.1","hypothetical protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26295","NP_436707.1","quinoprotein dehydrogenase-associated SoxYZ-like carrier","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26300","NP_436708.1","MBL fold metallo-hydrolase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26305","NP_436709.1","hypothetical protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_26310","NP_436710.1","S-(hydroxymethyl)glutathione dehydrogenase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26315","YP_001312688.1","S-formylglutathione hydrolase","shoot","A17","trait_only"
"pSymB","gene-CDO30_26325","NP_436713.1","PQQ-dependent dehydrogenase%2C methanol/ethanol family","shoot, shoot.plast","A17","both_traits"
