"region","rs","gene_name","RefSeq_ID","ncbi_func","start_pos","end_pos","effect","no_effects","ave_score","maf","assocs","host","dir","GxE"
"pSymA","freebayes-snp-psyma-383798-T","CDO30_RS20030-aqpZ",NA,"non-coding",NA,NA,"intergenic_region",1,0.1999843,0.292,"shoot+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-384456-C","aqpZ","NP_435575.1","aquaporin Z",383820,384518,"synonymous_variant",1,-0.1899618,0.478,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-384672-G","aqpZ-CDO30_RS20040",NA,"non-coding",NA,NA,"intergenic_region",1,0.2966811,0.114,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-385385-G","CDO30_RS20045","NP_435574.1","hypothetical protein",384905,386167,"synonymous_variant",1,0.1878771,0.486,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-386259-T","CDO30_RS20045-CDO30_RS20050",NA,"non-coding",NA,NA,"intergenic_region",1,0.1716349,0.346,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-386755-C","CDO30_RS20050","NP_435573.1","hypothetical protein",386690,386851,"missense_variant",1,0.3209244,0.071,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-386959-C","CDO30_RS20050-CDO30_RS20055",NA,"non-coding",NA,NA,"intergenic_region",1,0.2261153,0.396,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-387380-C","ccoS","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",387283,387543,"missense_variant",1,0.1517869,0.497,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-387520-A","ccoS","NP_435572.1","cbb3-type cytochrome oxidase assembly protein CcoS",387283,387543,"synonymous_variant",1,-0.207708,0.362,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-388021-A","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"missense_variant",1,0.3301037,0.112,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-388047-C","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,0.1795717,0.293,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-388188-A","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,0.2393465,0.186,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-388203-C","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,0.2579147,0.122,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-388746-T","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,0.1674181,0.309,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-388830-G","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,0.2379311,0.117,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-388887-T","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,-0.2683843,0.198,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-388919-A","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"missense_variant",1,-0.3118896,0.187,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-389088-C","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,0.1687538,0.289,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-389616-A","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",1,-0.1994112,0.417,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-389643-G","cadA","NP_435571.1","copper-translocating P-type ATPase",387540,389807,"synonymous_variant",2,-0.2059941,0.348,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-390130-C","CDO30_RS20070","NP_435570.1","DUF2189 domain-containing protein",389810,390616,"missense_variant",2,-0.19256205,0.319,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-390170-A","CDO30_RS20070","NP_435570.1","DUF2189 domain-containing protein",389810,390616,"synonymous_variant",1,0.1773452,0.239,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-390836-T","ccoP","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",390835,391716,"splice_region_variant&stop_retained_variant",1,-0.198089,0.38,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-391156-G","ccoP","NP_435569.1","cytochrome-c oxidase%2C cbb3-type subunit III",390835,391716,"synonymous_variant",1,-0.1647984,0.406,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-391818-A","CDO30_RS20085","NP_435568.1","CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone",391707,391877,"synonymous_variant",1,-0.1608725,0.219,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-392263-A","ccoO","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II",391900,392652,"synonymous_variant",1,0.2082491,0.239,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-392568-C","ccoO","NP_435567.1","cytochrome c oxidase%2C cbb3-type subunit II",391900,392652,"missense_variant",1,-0.2430158,0.102,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-393071-G","ccoN","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",392657,394312,"synonymous_variant",1,-0.1964128,0.374,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-393908-A","ccoN","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",392657,394312,"synonymous_variant",1,0.1934625,0.229,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-393932-A","ccoN","NP_435566.1","cytochrome c oxidase%2C cbb3-type subunit I",392657,394312,"synonymous_variant",1,-0.2680048,0.271,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-394359-T","CDO30_RS20100","WP_017267631.1","hypothetical protein",394355,394612,"missense_variant",1,-0.2147257,0.33,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-39449-G","CDO30_RS18070","NP_435918.1","cytochrome C",39171,39872,"synonymous_variant",1,0.2195659,0.215,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-394584-A","CDO30_RS20100","WP_017267631.1","hypothetical protein",394355,394612,"missense_variant",1,0.1771798,0.246,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-394866-T","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",1,0.3642919,0.058,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-394893-G","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",1,0.3889114,0.089,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-395010-T","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",1,0.1690594,0.356,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-395043-A","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",2,0.1817983,0.424,"shoot+(A17-2), shoot+(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-395351-T","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",3,-0.0721819,0.099,"shoot+(DZA-1), shoot-(A17-2), shoot-(DZA-3)","Both","dis","antagonistic_DZA"
"pSymA","freebayes-snp-psyma-395378-G","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",1,0.2192072,0.131,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-395705-G","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",1,0.1969392,0.429,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-395899-A","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",1,-0.2071211,0.141,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-395932-C","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",2,0.1969725,0.361,"shoot+(A17-2), shoot+(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-395999-T","CDO30_RS20100-CDO30_RS20110","YP_001313599.1","cell envelope protein",394617,396058,"intergenic_region",2,-0.19976,0.298,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-396211-G","CDO30_RS20110","NP_435563.1","hypothetical protein",396116,397666,"missense_variant",1,-0.3053536,0.089,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-396509-A","CDO30_RS20110","NP_435563.1","hypothetical protein",396116,397666,"synonymous_variant",1,0.2047022,0.23,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-397082-T","CDO30_RS20110","NP_435563.1","hypothetical protein",396116,397666,"synonymous_variant",1,-0.3260689,0.063,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-397788-G","CDO30_RS20115","NP_435562.1","hypothetical protein",397719,398054,"synonymous_variant",1,0.1718573,0.411,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-398111-G","CDO30_RS20120","NP_435561.2","DUF2092 domain-containing protein",398051,398863,"missense_variant",1,-0.2736281,0.258,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-398231-C","CDO30_RS20120","NP_435561.2","DUF2092 domain-containing protein",398051,398863,"synonymous_variant",2,-0.1917249,0.339,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-399024-T","CDO30_RS20120-CDO30_RS20130","WP_017271444.1","hypothetical protein",398926,399226,"intergenic_region",2,-0.2127944,0.232,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-399589-T","CDO30_RS20130","NP_435560.2","adenylate cyclase",399485,401731,"synonymous_variant",1,-0.1884503,0.316,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-399997-T","CDO30_RS20130","NP_435560.2","adenylate cyclase",399485,401731,"synonymous_variant",1,-0.2455821,0.132,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-400255-A","CDO30_RS20130","NP_435560.2","adenylate cyclase",399485,401731,"synonymous_variant",1,-0.3647964,0.095,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-400288-C","CDO30_RS20130","NP_435560.2","adenylate cyclase",399485,401731,"missense_variant",1,-0.1896675,0.337,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-400428-G","CDO30_RS20130","NP_435560.2","adenylate cyclase",399485,401731,"missense_variant",1,0.2332313,0.121,"shoot+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-400936-A","CDO30_RS20130","NP_435560.2","adenylate cyclase",399485,401731,"synonymous_variant",1,-0.1881115,0.353,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-401407-T","CDO30_RS20130","NP_435560.2","adenylate cyclase",399485,401731,"synonymous_variant",1,-0.1863198,0.421,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-402195-G","CDO30_RS20135","NP_435559.2","alpha/beta hydrolase",401875,403206,"synonymous_variant",1,-0.2575114,0.131,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-402477-T","CDO30_RS20135","NP_435559.2","alpha/beta hydrolase",401875,403206,"synonymous_variant",1,-0.161087,0.325,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-402645-T","CDO30_RS20135","NP_435559.2","alpha/beta hydrolase",401875,403206,"synonymous_variant",1,0.2939458,0.068,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-402820-T","CDO30_RS20135","NP_435559.2","alpha/beta hydrolase",401875,403206,"synonymous_variant",1,-0.212594,0.12,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-403176-G","CDO30_RS20135","NP_435559.2","alpha/beta hydrolase",401875,403206,"synonymous_variant",1,0.1587279,0.277,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-403258-C","CDO30_RS20135-CDO30_RS20145",NA,"non-coding",NA,NA,"intergenic_region",1,-0.2164865,0.131,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-406892-A","CDO30_RS20160","YP_001326981.1","hypothetical protein",406842,407087,"synonymous_variant",1,-0.2792147,0.107,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-407703-T","CDO30_RS33980",NA,"non-coding",NA,NA,"synonymous_variant",1,-0.1404528,0.402,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-408219-T","CDO30_RS20165","NP_435553.1","nitrate ABC transporter substrate-binding protein",407797,409089,"synonymous_variant",1,-0.5668024,0.053,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-408582-T","CDO30_RS20165","NP_435553.1","nitrate ABC transporter substrate-binding protein",407797,409089,"synonymous_variant",2,-0.20217755,0.243,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-409460-C","ntrB","NP_435552.1","nitrate ABC transporter%2C permease protein",409152,410045,"synonymous_variant",1,-0.2083304,0.217,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-410817-A","CDO30_RS20175","NP_435551.1","nitrate ABC transporter ATP-binding protein",410059,410859,"synonymous_variant",1,0.3641587,0.058,"shoot+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-411670-A","CDO30_RS20180","NP_435549.2","guanylate cyclase",411295,413754,"synonymous_variant",2,-0.1934869,0.233,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-412436-T","CDO30_RS20180","NP_435549.2","guanylate cyclase",411295,413754,"missense_variant",2,-0.17660975,0.312,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-412706-G","CDO30_RS20180","NP_435549.2","guanylate cyclase",411295,413754,"missense_variant",1,-0.1881428,0.201,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-413392-C","CDO30_RS20180","NP_435549.2","guanylate cyclase",411295,413754,"synonymous_variant",1,0.2588941,0.09,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-4633-G","virB11","NP_435955.1","P-type DNA transfer ATPase VirB11",3665,4654,"synonymous_variant",1,-0.4083402,0.115,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-53876-A","CDO30_RS18145","NP_435903.2","Crp/Fnr family transcriptional regulator",53343,54023,"synonymous_variant",1,0.1606845,0.335,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-56110-G","CDO30_RS18160","NP_435900.1","copper resistance protein CopC",55439,57064,"synonymous_variant",1,0.2656884,0.116,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-565914-A","CDO30_RS21080","NP_435396.1","glutaredoxin",565695,566483,"missense_variant",2,0.08455655,0.079,"shoot+(DZA-1), shoot-(A17-2)","Both","dis","other"
"pSymA","freebayes-snp-psyma-570785-C","CDO30_RS21115","NP_435390.1","ABC transporter permease",570315,571310,"missense_variant",1,0.4557867,0.052,"shoot+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-571321-T","CDO30_RS21120","NP_435389.1","sugar ABC transporter ATP-binding protein",571276,572868,"synonymous_variant",1,0.3531485,0.052,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-574840-G","CDO30_RS21135","NP_435386.1","alcohol dehydrogenase",574678,575877,"missense_variant",1,0.1814736,0.183,"shoot+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-575292-G","CDO30_RS21135","NP_435386.1","alcohol dehydrogenase",574678,575877,"synonymous_variant",2,-0.2171482,0.183,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-575820-T","CDO30_RS21135","NP_435386.1","alcohol dehydrogenase",574678,575877,"synonymous_variant",2,-0.00341430000000001,0.168,"shoot+(DZA-1), shoot-(A17-2)","Both","dis","other"
"pSymA","freebayes-snp-psyma-575847-A","CDO30_RS21135","NP_435386.1","alcohol dehydrogenase",574678,575877,"synonymous_variant",2,-0.01641675,0.194,"shoot+(DZA-1), shoot-(A17-2)","Both","dis","other"
"pSymA","freebayes-snp-psyma-577532-C","CDO30_RS21145","NP_435384.1","alpha/beta hydrolase",577373,578218,"synonymous_variant",1,0.2739197,0.09,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-579890-G","CDO30_RS21150","NP_435383.1","NADH:flavin oxidoreductase",578474,580567,"missense_variant",1,-0.1928388,0.241,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-584466-G","CDO30_RS21170","NP_435379.1","L-dehydroascorbate transporter large permease subunit",583743,585020,"synonymous_variant",1,0.3471798,0.058,"shoot+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-584472-G","CDO30_RS21170","NP_435379.1","L-dehydroascorbate transporter large permease subunit",583743,585020,"synonymous_variant",1,-0.1931593,0.272,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-585106-A","CDO30_RS21175","NP_435378.1","TRAP transporter permease DctQ",585020,585553,"synonymous_variant",2,-0.20231475,0.251,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-585125-T","CDO30_RS21175","NP_435378.1","TRAP transporter permease DctQ",585020,585553,"synonymous_variant",1,-0.3280307,0.105,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-585137-C","CDO30_RS21175","NP_435378.1","TRAP transporter permease DctQ",585020,585553,"synonymous_variant",2,-0.21495705,0.319,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-585164-T","CDO30_RS21175","NP_435378.1","TRAP transporter permease DctQ",585020,585553,"synonymous_variant",1,0.3468103,0.105,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-585293-A","CDO30_RS21175","NP_435378.1","TRAP transporter permease DctQ",585020,585553,"synonymous_variant",1,0.1792571,0.215,"shoot+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-585452-A","CDO30_RS21175","NP_435378.1","TRAP transporter permease DctQ",585020,585553,"synonymous_variant",1,-0.2826087,0.12,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-585629-T","CDO30_RS21180","NP_435377.1","fumarylacetoacetate hydrolase",585554,586750,"synonymous_variant",2,-0.22155825,0.335,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-585794-G","CDO30_RS21180","NP_435377.1","fumarylacetoacetate hydrolase",585554,586750,"synonymous_variant",1,-0.2107901,0.173,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-585839-A","CDO30_RS21180","NP_435377.1","fumarylacetoacetate hydrolase",585554,586750,"synonymous_variant",1,0.2009563,0.188,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-587220-A","CDO30_RS21185","NP_435376.2","FadR family transcriptional regulator",586921,587631,"missense_variant",1,-0.3281017,0.063,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-587518-T","CDO30_RS21185","NP_435376.2","FadR family transcriptional regulator",586921,587631,"synonymous_variant",1,-0.1543413,0.45,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-589440-C","CDO30_RS21195","NP_435374.1","NAD-dependent epimerase",589286,590269,"missense_variant",1,-0.1850339,0.283,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-590396-T","CDO30_RS21200","NP_435373.1","NAD(P)-dependent oxidoreductase",590266,591147,"missense_variant",1,-0.1660087,0.236,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-590514-T","CDO30_RS21200","NP_435373.1","NAD(P)-dependent oxidoreductase",590266,591147,"synonymous_variant",2,0.000518800000000014,0.084,"shoot+(DZA-1), shoot-(A17-2)","Both","dis","other"
"pSymA","freebayes-snp-psyma-592118-T","CDO30_RS21205","NP_435372.1","dihydroxy-acid dehydratase",591156,592934,"synonymous_variant",1,0.2627185,0.068,"shoot+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-592463-T","CDO30_RS21205","NP_435372.1","dihydroxy-acid dehydratase",591156,592934,"synonymous_variant",3,-0.0934439333333333,0.094,"shoot+(DZA-1), shoot-(A17-2), shoot-(DZA-3)","Both","dis","antagonistic_DZA"
"pSymA","freebayes-snp-psyma-593110-T","CDO30_RS21205-otsA",NA,"non-coding",NA,NA,"intergenic_region",1,-0.1824493,0.304,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-595623-T","CDO30_RS21220","NP_435369.1","transcription elongation factor GreAB",595533,595955,"synonymous_variant",1,0.2528821,0.136,"shoot+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-595861-C","CDO30_RS21220","NP_435369.1","transcription elongation factor GreAB",595533,595955,"missense_variant",1,-0.2689553,0.089,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-596126-C","CDO30_RS21225","WP_014990337.1","hypothetical protein",596047,596346,"missense_variant",1,0.2594629,0.147,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-596157-A","CDO30_RS21225","WP_014990337.1","hypothetical protein",596047,596346,"synonymous_variant",1,-0.2019845,0.314,"shoot-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-596694-A","CDO30_RS21230","NP_435368.1","glutamate dehydrogenase",596274,597620,"synonymous_variant",2,0.19757595,0.173,"shoot+(DZA-1), shoot+(DZA-3)","DZA only","con","concordant_DZA"
"pSymA","freebayes-snp-psyma-597407-A","CDO30_RS21230","NP_435368.1","glutamate dehydrogenase",596274,597620,"missense_variant",1,0.2438086,0.115,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-597729-G","CDO30_RS21230-CDO30_RS21235",NA,"non-coding",NA,NA,"intergenic_region",1,0.1988963,0.445,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-598068-C","CDO30_RS21235","NP_435367.2","dehydrogenase",597787,598779,"missense_variant",1,0.1983515,0.429,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-598099-T","CDO30_RS21235","NP_435367.2","dehydrogenase",597787,598779,"synonymous_variant",1,-0.1602435,0.262,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-598747-T","CDO30_RS21235","NP_435367.2","dehydrogenase",597787,598779,"synonymous_variant",1,0.2791728,0.11,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-599751-C","CDO30_RS21240","NP_435366.2","MFS transporter",598979,600451,"missense_variant",1,0.2649415,0.115,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-600392-G","CDO30_RS21240","NP_435366.2","MFS transporter",598979,600451,"synonymous_variant",1,0.3215547,0.068,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-601928-T","CDO30_RS21250","NP_435364.1","GntR family transcriptional regulator",601262,601990,"synonymous_variant",1,-0.2020218,0.225,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-602570-T","CDO30_RS21255","NP_435363.1","sorbosone dehydrogenase",602082,603596,"synonymous_variant",1,0.3532018,0.063,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-605763-A","CDO30_RS21270","YP_001313952.1","sugar ABC transporter ATP-binding protein",605756,606493,"missense_variant",1,-0.2062262,0.136,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-606271-A","CDO30_RS21270","YP_001313952.1","sugar ABC transporter ATP-binding protein",605756,606493,"synonymous_variant",1,0.1523007,0.408,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-606537-T","kduI","NP_435359.2","5-keto-4-deoxyuronate isomerase",606525,607367,"missense_variant",3,-0.107537433333333,0.11,"shoot+(DZA-1), shoot-(A17-2), shoot-(DZA-3)","Both","dis","antagonistic_DZA"
"pSymA","freebayes-snp-psyma-607650-T","CDO30_RS21280","NP_435358.1","hypothetical protein",607585,607779,"synonymous_variant",2,0.1830602,0.361,"shoot+(A17-2), shoot+(A17-4)","A17 only","con","concordant_A17"
"pSymA","freebayes-snp-psyma-608174-T","CDO30_RS21285","NP_435357.2","hypothetical protein",607922,608188,"missense_variant",1,0.3046273,0.079,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-608221-A","CDO30_RS21285-CDO30_RS21290",NA,"non-coding",NA,NA,"intergenic_region",1,-0.1919742,0.162,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-608655-T","CDO30_RS21290","NP_435356.1","hypothetical protein",608283,609371,"missense_variant",1,0.1613634,0.423,"shoot+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-611984-A","CDO30_RS21305","NP_435353.2","ABC transporter substrate-binding protein",611736,612752,"synonymous_variant",1,-0.2729862,0.199,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-612530-A","CDO30_RS21305","NP_435353.2","ABC transporter substrate-binding protein",611736,612752,"synonymous_variant",1,-0.1580571,0.33,"shoot-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-619727-A","CDO30_RS21355","NP_435345.1","hypothetical protein",619568,620011,"synonymous_variant",2,-0.16896585,0.293,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-621605-C","CDO30_RS21365","NP_435343.1","MFS transporter",621531,623075,"missense_variant",1,0.2219912,0.356,"shoot+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-622370-C","CDO30_RS21365","NP_435343.1","MFS transporter",621531,623075,"missense_variant",1,-0.1767064,0.298,"shoot-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-624430-G","CDO30_RS21375","NP_435341.1","PhzF family phenazine biosynthesis protein",623732,624604,"missense_variant",2,-0.2414026,0.136,"shoot-(A17-2), shoot-(DZA-3)","Both","con","other"
"pSymA","freebayes-snp-psyma-626727-A","CDO30_RS21390","YP_002823300.1","GYD domain-containing protein",626457,626777,"synonymous_variant",1,0.3246902,0.073,"shoot+(A17-2)","A17 only","single","other"
