"region","rs","gene_name","RefSeq_ID","ncbi_func","start_pos","end_pos","effect","no_effects","ave_score","maf","assocs","host","dir","GxE"
"pSymA","freebayes-snp-psyma-47858-G","ccoP","NP_435908.1","cbb3-type cytochrome c oxidase subunit FixP",47663,48532,"missense_variant",1,0.2152087,0.15,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-48210-T","ccoP","NP_435908.1","cbb3-type cytochrome c oxidase subunit FixP",47663,48532,"missense_variant",1,0.2737735,0.096,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-53876-A","CDO30_RS18145","NP_435903.2","Crp/Fnr family transcriptional regulator",53343,54023,"synonymous_variant",1,0.1818136,0.335,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-56110-G","CDO30_RS18160","NP_435900.1","copper resistance protein CopC",55439,57064,"synonymous_variant",1,0.2328374,0.116,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-563690-G","CDO30_RS21055","NP_435400.1","TIGR02588 family protein",563532,563978,"synonymous_variant",1,-0.1461391,0.361,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-565914-A","CDO30_RS21080","NP_435396.1","glutaredoxin",565695,566483,"missense_variant",1,0.2461442,0.079,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-569005-A","CDO30_RS21105","NP_435392.1","protease",568612,569199,"synonymous_variant",1,0.1979791,0.157,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-569195-G","CDO30_RS21105","NP_435392.1","protease",568612,569199,"missense_variant",1,0.1964518,0.204,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-570507-A","CDO30_RS21115","NP_435390.1","ABC transporter permease",570315,571310,"synonymous_variant",2,0.000761449999999997,0.173,"chloro1+(A17-2), chloro1-(DZA-3)","Both","dis","other"
"pSymA","freebayes-snp-psyma-571139-C","CDO30_RS21115","NP_435390.1","ABC transporter permease",570315,571310,"missense_variant",1,0.2408156,0.136,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-571483-C","CDO30_RS21120","NP_435389.1","sugar ABC transporter ATP-binding protein",571276,572868,"synonymous_variant",1,0.2371573,0.199,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-574840-G","CDO30_RS21135","NP_435386.1","alcohol dehydrogenase",574678,575877,"missense_variant",1,0.2033046,0.183,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-575847-A","CDO30_RS21135","NP_435386.1","alcohol dehydrogenase",574678,575877,"synonymous_variant",1,0.2165177,0.194,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-582122-C","CDO30_RS21160","NP_435381.1","hypothetical protein",581843,582523,"synonymous_variant",1,0.1589637,0.398,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-582676-T","CDO30_RS21160-CDO30_RS21165",NA,"non-coding",NA,NA,"intergenic_region",1,0.1753896,0.241,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-586831-G","CDO30_RS21180-CDO30_RS21185",NA,"non-coding",NA,NA,"intergenic_region",1,-0.1606442,0.347,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-587638-A","CDO30_RS21185-CDO30_RS21190",NA,"non-coding",NA,NA,"intergenic_region",1,0.1545313,0.382,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-590514-T","CDO30_RS21200","NP_435373.1","NAD(P)-dependent oxidoreductase",590266,591147,"synonymous_variant",1,0.2539979,0.084,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-592118-T","CDO30_RS21205","NP_435372.1","dihydroxy-acid dehydratase",591156,592934,"synonymous_variant",1,0.2892241,0.068,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-592463-T","CDO30_RS21205","NP_435372.1","dihydroxy-acid dehydratase",591156,592934,"synonymous_variant",1,0.2427558,0.094,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-596157-A","CDO30_RS21225","WP_014990337.1","hypothetical protein",596047,596346,"synonymous_variant",1,-0.1837738,0.314,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-596694-A","CDO30_RS21230","NP_435368.1","glutamate dehydrogenase",596274,597620,"synonymous_variant",1,0.2361981,0.173,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-599375-T","CDO30_RS21240","NP_435366.2","MFS transporter",598979,600451,"synonymous_variant",1,-0.2149007,0.147,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-600616-A","CDO30_RS21245","NP_435365.2","TetR/AcrR family transcriptional regulator",600403,601188,"missense_variant",1,0.2309133,0.173,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-602453-T","CDO30_RS21255","NP_435363.1","sorbosone dehydrogenase",602082,603596,"synonymous_variant",1,0.2835837,0.073,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-603962-G","CDO30_RS21260","NP_435362.2","ABC transporter substrate-binding protein",603717,604667,"synonymous_variant",1,0.2531143,0.084,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-605681-T","CDO30_RS21265","NP_435361.2","ABC transporter permease",604677,605756,"synonymous_variant",1,0.3424828,0.052,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-605961-G","CDO30_RS21270","YP_001313952.1","sugar ABC transporter ATP-binding protein",605756,606493,"missense_variant",1,0.2586811,0.084,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-605986-C","CDO30_RS21270","YP_001313952.1","sugar ABC transporter ATP-binding protein",605756,606493,"synonymous_variant",1,0.2798761,0.079,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-606127-G","CDO30_RS21270","YP_001313952.1","sugar ABC transporter ATP-binding protein",605756,606493,"synonymous_variant",1,0.3082697,0.063,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-606361-C","CDO30_RS21270","YP_001313952.1","sugar ABC transporter ATP-binding protein",605756,606493,"synonymous_variant",1,0.264271,0.089,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-606442-A","CDO30_RS21270","YP_001313952.1","sugar ABC transporter ATP-binding protein",605756,606493,"synonymous_variant",1,0.32896,0.058,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-607847-A","CDO30_RS21280-CDO30_RS21285",NA,"non-coding",NA,NA,"intergenic_region",1,-0.2001502,0.162,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-608174-T","CDO30_RS21285","NP_435357.2","hypothetical protein",607922,608188,"missense_variant",1,0.2962354,0.079,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-610072-G","CDO30_RS21295","NP_435355.1","DNA-binding response regulator",609496,610218,"synonymous_variant",1,-0.2578684,0.126,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-613-G","CDO30_RS17845",NA,"non-coding",NA,NA,"synonymous_variant",1,0.3146693,0.063,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-6163-C","CDO30_RS17875","NP_435954.2","MFS transporter",4966,6192,"synonymous_variant",1,0.2312711,0.152,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-622491-C","CDO30_RS21365","NP_435343.1","MFS transporter",621531,623075,"synonymous_variant",1,0.3435233,0.068,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-624110-A","CDO30_RS21375","NP_435341.1","PhzF family phenazine biosynthesis protein",623732,624604,"synonymous_variant",1,-0.145268,0.408,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-624561-G","CDO30_RS21375","NP_435341.1","PhzF family phenazine biosynthesis protein",623732,624604,"missense_variant",1,0.2817391,0.084,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-626727-A","CDO30_RS21390","YP_002823300.1","GYD domain-containing protein",626457,626777,"synonymous_variant",1,0.4352365,0.073,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-627267-A","CDO30_RS21395","NP_435339.1","mechanosensitive ion channel family protein",627168,628250,"missense_variant",1,0.2116179,0.126,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-628193-T","CDO30_RS21395","NP_435339.1","mechanosensitive ion channel family protein",627168,628250,"synonymous_variant",1,-0.1440681,0.429,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-628793-C","ppk2","NP_435338.1","polyphosphate kinase 2",628646,629566,"synonymous_variant",1,0.2951837,0.099,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-629567-T","ppk2-CDO30_RS21405",NA,"non-coding",NA,NA,"intergenic_region",1,0.4272733,0.068,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-630473-T","CDO30_RS21405","NP_435337.1","alpha/beta hydrolase",629783,630546,"missense_variant",1,0.3980784,0.094,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-630517-T","CDO30_RS21405","NP_435337.1","alpha/beta hydrolase",629783,630546,"synonymous_variant",1,0.470949,0.073,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-631441-A","CDO30_RS21410","NP_435336.1","class I SAM-dependent methyltransferase",630727,631512,"synonymous_variant",1,0.2035323,0.152,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-632483-G","CDO30_RS21420","NP_435334.1","hypothetical protein",632469,632999,"synonymous_variant",1,0.1465651,0.414,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-633644-A","CDO30_RS21430","NP_435332.2","secretin",633314,634714,"synonymous_variant",1,0.1681338,0.262,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-634181-C","CDO30_RS21430","NP_435332.2","secretin",633314,634714,"synonymous_variant",1,0.1771744,0.173,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-637037-T","CDO30_RS21445","NP_435328.1","TRAP transporter small permease",636822,637391,"synonymous_variant",1,0.3317464,0.099,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-637065-T","CDO30_RS21445","NP_435328.1","TRAP transporter small permease",636822,637391,"missense_variant",1,0.2050548,0.162,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-637720-T","CDO30_RS21450","YP_001313846.1","TRAP transporter large permease",637388,638704,"synonymous_variant",1,0.4673426,0.063,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-638790-A","CDO30_RS21455","YP_001313847.1","MCD%2C Malonyl-CoA decarboxylase MCD",638701,640140,"synonymous_variant",1,0.2702676,0.079,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-638799-C","CDO30_RS21455","YP_001313847.1","MCD%2C Malonyl-CoA decarboxylase MCD",638701,640140,"synonymous_variant",2,-0.39545725,0.052,"chloro1-(DZA-1), chloro1-(A17-2)","Both","con","other"
"pSymA","freebayes-snp-psyma-640040-A","CDO30_RS21455","YP_001313847.1","MCD%2C Malonyl-CoA decarboxylase MCD",638701,640140,"missense_variant",1,-0.3637586,0.058,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-640242-G","CDO30_RS21460","NP_435326.1","malonyl-CoA synthase",640137,641663,"missense_variant",1,0.1347207,0.393,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-644831-A","CDO30_RS21485","NP_435321.2","RNA polymerase sigma factor",644529,645071,"missense_variant",1,-0.2039275,0.136,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-648695-T","CDO30_RS21505","NP_435318.2","bifunctional diguanylate cyclase/phosphodiesterase",647457,649658,"missense_variant",1,0.245351,0.12,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-648830-T","CDO30_RS21505","NP_435318.2","bifunctional diguanylate cyclase/phosphodiesterase",647457,649658,"missense_variant",1,-0.1607935,0.419,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-653443-A","CDO30_RS21530","NP_435314.1","fatty acid desaturase",653368,654435,"synonymous_variant",1,-0.306746,0.073,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-654629-C","CDO30_RS21535","NP_435313.1","hypothetical protein",654521,654901,"synonymous_variant",1,0.3101978,0.052,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-655931-T","CDO30_RS21545","NP_435311.1","co-chaperone GroES",655845,656162,"synonymous_variant",1,0.182951,0.204,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-659049-C","CDO30_RS21565","NP_435307.1","cytochrome C",658830,659357,"synonymous_variant",1,0.20574,0.225,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-659880-A","CDO30_RS21570","NP_435306.1","hypothetical protein",659584,659922,"missense_variant",1,-0.2724744,0.11,"chloro1-(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-662381-T","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,-0.2241172,0.272,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-662471-A","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,-0.1641585,0.346,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-662522-G","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,0.1379562,0.429,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-662529-C","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"missense_variant",1,-0.3677484,0.099,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-662538-T","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"missense_variant",1,-0.1817755,0.319,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-663020-A","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,-0.1827659,0.33,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-663605-G","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,0.1571505,0.424,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-663689-G","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,-0.1893693,0.33,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-663734-G","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,-0.1663957,0.387,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-663782-T","CDO30_RS21590","NP_435303.1","histidine kinase",661772,664333,"synonymous_variant",1,0.3042808,0.058,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-664344-A","CDO30_RS21590-CDO30_RS34015",NA,"non-coding",NA,NA,"intergenic_region",1,-0.2798991,0.084,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-664776-T","CDO30_RS34015",NA,"non-coding",NA,NA,"missense_variant",1,-0.3584424,0.094,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-665031-C","CDO30_RS21595","NP_435302.1","aldehyde-activating protein",664802,665233,"missense_variant",1,0.1826468,0.403,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-665889-T","CDO30_RS21605","NP_435301.1","ABC transporter ATP-binding protein",665780,666742,"missense_variant",1,-0.2783288,0.105,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-666083-T","CDO30_RS21605","NP_435301.1","ABC transporter ATP-binding protein",665780,666742,"synonymous_variant",1,0.2647297,0.089,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-666569-T","CDO30_RS21605","NP_435301.1","ABC transporter ATP-binding protein",665780,666742,"synonymous_variant",1,0.2072594,0.183,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-666633-G","CDO30_RS21605","NP_435301.1","ABC transporter ATP-binding protein",665780,666742,"missense_variant",1,0.3577405,0.068,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-666973-A","CDO30_RS21610","NP_435300.1","ABC transporter ATP-binding protein",666739,667653,"synonymous_variant",1,0.2973896,0.126,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-671206-T","CDO30_RS21630","NP_435296.1","amidohydrolase",671149,672774,"synonymous_variant",1,0.2391198,0.099,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-674924-G","CDO30_RS21640","NP_435294.1","D-aminopeptidase",673915,674952,"missense_variant",1,0.3339197,0.052,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-684879-C","CDO30_RS21700","NP_435282.1","NAD(P)-dependent oxidoreductase",684206,684964,"missense_variant",1,0.3365517,0.068,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-686018-G","CDO30_RS21710","NP_435280.1","ABC transporter permease",685700,686683,"synonymous_variant",1,0.1583634,0.351,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-689640-C","CDO30_RS21725","NP_435277.2","dehydratase",688644,689846,"synonymous_variant",1,0.1758822,0.45,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-691340-A","CDO30_RS21735","NP_435275.1","GntR family transcriptional regulator",690713,691402,"synonymous_variant",1,0.2739442,0.089,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-692380-A","CDO30_RS21740","NP_435274.1","gluconolactonase",691613,692548,"synonymous_variant",1,-0.3707764,0.065,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-701605-A","CDO30_RS21800","NP_435263.1","ABC transporter ATP-binding protein",700987,702609,"synonymous_variant",1,-0.4001907,0.058,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-713787-A","CDO30_RS21875-CDO30_RS21880",NA,"non-coding",NA,NA,"intergenic_region",1,0.2854789,0.063,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-715105-C","selB","NP_435253.1","selenocysteine-specific translation elongation factor",714670,716670,"synonymous_variant",1,0.2716903,0.063,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-716611-T","selB","NP_435253.1","selenocysteine-specific translation elongation factor",714670,716670,"synonymous_variant",1,0.298249,0.058,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-717544-G","CDO30_RS21895","NP_435251.1","L-selenocysteinyl-tRNA(Sec) synthase",717448,718848,"synonymous_variant",1,-0.1636313,0.346,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-724312-A","fdnG","NP_435247.1","formate dehydrogenase-N subunit alpha",721465,724569,"synonymous_variant",1,-0.1516132,0.497,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-724632-A","fdnG-repA",NA,"non-coding",NA,NA,"intergenic_region",1,0.2628006,0.089,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-727368-G","repA","NP_436540.1","plasmid partitioning protein RepA",726613,727788,"synonymous_variant",1,0.1597805,0.393,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-728177-T","repB","NP_436539.2","plasmid partitioning protein RepB",727785,728786,"synonymous_variant",1,-0.1631809,0.283,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-732215-A","CDO30_RS21945","NP_436535.1","ABC transporter ATP-binding protein",731844,733433,"synonymous_variant",1,0.2557461,0.084,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-737360-T","katG","NP_436532.1","catalase/peroxidase HPI",735683,737866,"missense_variant",1,0.3015233,0.089,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-740639-A","CDO30_RS21980","YP_002000364.1","cupin",740351,741051,"missense_variant",1,-0.229487,0.131,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-741995-G","CDO30_RS21985","NP_436528.1","cytosine deaminase",741146,742444,"synonymous_variant",1,-0.1700471,0.346,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-744262-G","CDO30_RS21995","NP_436526.1","ABC transporter permease",743407,744456,"synonymous_variant",1,-0.2104539,0.141,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-744776-G","CDO30_RS22000","NP_436525.1","ABC transporter ATP-binding protein",744446,745972,"synonymous_variant",1,0.1822631,0.215,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-745043-C","CDO30_RS22000","NP_436525.1","ABC transporter ATP-binding protein",744446,745972,"synonymous_variant",1,0.154921,0.414,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-746601-T","CDO30_RS22005","NP_436524.1","amidase",745969,747384,"missense_variant",1,-0.3216063,0.063,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-747157-G","CDO30_RS22005","NP_436524.1","amidase",745969,747384,"synonymous_variant",1,0.2252612,0.241,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-750106-C","CDO30_RS22020","NP_436521.2","adenylate/guanylate cyclase domain-containing protein",749476,750168,"synonymous_variant",1,0.2551937,0.073,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-750656-T","CDO30_RS22025","WP_013845185.1","hypothetical protein",750637,750816,"missense_variant",1,-0.281792,0.073,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-753360-C","CDO30_RS22040","NP_436519.2","oxidoreductase",753288,755486,"synonymous_variant",1,0.1710796,0.188,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-753366-A","CDO30_RS22040","NP_436519.2","oxidoreductase",753288,755486,"synonymous_variant",1,-0.2760039,0.094,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-753405-C","CDO30_RS22040","NP_436519.2","oxidoreductase",753288,755486,"synonymous_variant",1,0.1710493,0.225,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-753843-C","CDO30_RS22040","NP_436519.2","oxidoreductase",753288,755486,"synonymous_variant",1,-0.1527668,0.277,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-754987-C","CDO30_RS22040","NP_436519.2","oxidoreductase",753288,755486,"missense_variant",1,0.318031,0.068,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-756928-A","paoA","NP_436517.1","aldehyde dehydrogenase iron-sulfur subunit",756438,757085,"missense_variant",1,0.3030869,0.052,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-757921-C","CDO30_RS22055","NP_436516.2","class I SAM-dependent methyltransferase",757445,758125,"synonymous_variant",1,0.2719652,0.105,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-759549-A","CDO30_RS22070","NP_436514.1","NAD(P)-dependent oxidoreductase",759139,759861,"missense_variant",1,0.2478898,0.089,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-777896-C","kdpB","NP_436500.1","potassium-transporting ATPase subunit B",777738,779780,"synonymous_variant",1,-0.1917927,0.168,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-779684-A","kdpB","NP_436500.1","potassium-transporting ATPase subunit B",777738,779780,"synonymous_variant",1,-0.1970343,0.188,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-780136-C","kdpC","NP_436499.1","potassium-transporting ATPase subunit C",779783,780352,"synonymous_variant",1,0.1980844,0.131,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-780441-C","CDO30_RS22155","NP_436498.1","sensor histidine kinase KdpD",780371,783061,"missense_variant",1,-0.2165827,0.204,"chloro1-(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-781862-A","CDO30_RS22155","NP_436498.1","sensor histidine kinase KdpD",780371,783061,"missense_variant",1,0.2178644,0.147,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-786001-G","CDO30_RS22170","NP_436495.1","ATP-dependent helicase",784724,786793,"synonymous_variant",1,-0.2757036,0.094,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-787708-G","CDO30_RS22180","NP_436494.2","glutathione S-transferase family protein",787331,787978,"missense_variant",1,0.2736951,0.126,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-788272-G","CDO30_RS22180-CDO30_RS22190","WP_003525475.1","adenylyltransferase",788086,788862,"intergenic_region",1,0.2055407,0.199,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-789795-C","CDO30_RS22190","NP_436491.1","oxidoreductase",788994,791027,"synonymous_variant",1,-0.197452,0.225,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-790083-C","CDO30_RS22190","NP_436491.1","oxidoreductase",788994,791027,"synonymous_variant",1,0.1611035,0.482,"chloro1+(DZA-1)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-790849-C","CDO30_RS22190","NP_436491.1","oxidoreductase",788994,791027,"missense_variant",1,0.2166347,0.152,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-790945-C","CDO30_RS22190","NP_436491.1","oxidoreductase",788994,791027,"missense_variant",1,-0.1947118,0.209,"chloro1-(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-795595-C","CDO30_RS22215","NP_436486.1","sugar kinase",795491,796717,"synonymous_variant",1,0.1667007,0.34,"chloro1+(A17-2)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-796825-C","CDO30_RS22220","NP_436485.1","GGDEF domain-containing protein",796801,798147,"missense_variant",1,0.3013993,0.063,"chloro1+(A17-4)","A17 only","single","other"
"pSymA","freebayes-snp-psyma-797-G","CDO30_RS17850","NP_435959.2","hypothetical protein",628,942,"missense_variant",1,0.3453651,0.068,"chloro1+(DZA-3)","DZA only","single","other"
"pSymA","freebayes-snp-psyma-800583-G","CDO30_RS22230-CDO30_RS22240","WP_020479365.1","hypothetical protein",800366,800623,"intergenic_region",1,0.2709127,0.063,"chloro1+(DZA-3)","DZA only","single","other"
